_id,additional_information,agent,anio_registro,cas,group,volume,year
65c51084da5b75bbd86e6dfb,,CI Orange G,2023,1936-15-8,3,"8, Sup 7",1987
65c51084da5b75bbd86e6dfc,,Orange G (see CI Orange G),2023,1936-15-8,,,
65c51084da5b75bbd86e6dfd,,"CI Direct Black 38 (see Benzidine, dyes metabolized to)",2023,1937-37-7,,,
65c51084da5b75bbd86e6dfe,,"7H-Dibenzo[c,g]carbazole",2023,194-59-2,2B,"32, Sup 7, 103",2013
65c51084da5b75bbd86e6dff,NB Overall evaluation upgraded to Group 2B with supporting evidence from other relevant data,Benzo[c]phenanthrene,2023,195-19-7,2B,"92, Sup 7",2010
65c51084da5b75bbd86e6e00,,Triethylene glycol diglycidyl ether,2023,1954-28-5,3,"11, Sup 7, 71",1999
65c51084da5b75bbd86e6e01,,Benzo[g]chrysene,2023,196-78-1,3,92,2010
65c51084da5b75bbd86e6e02,,Perylene,2023,198-55-0,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e03,,3-Carbethoxypsoralen,2023,20073-24-9,3,"40, Sup 7",1987
65c51084da5b75bbd86e6e04,NB Overall evaluation upgraded to Group 2B with supporting mechanistic and other relevant data,Benz[j]aceanthrylene,2023,202-33-5,2B,92,2010
65c51084da5b75bbd86e6e05,,11H-Benz[bc]aceanthrylene,2023,202-94-8,3,92,2010
65c51084da5b75bbd86e6e06,,4H-Cyclopenta[def]chrysene,2023,202-98-2,3,92,2010
65c51084da5b75bbd86e6e07,,7-Nitrobenz[a]anthracene,2023,20268-51-3,3,46,1989
65c51084da5b75bbd86e6e08,,Benzo[ghi]fluoranthene,2023,203-12-3,3,"92, Sup 7",2010
65c51084da5b75bbd86e6e09,,"Naphtho[2,1-a]fluoranthene",2023,203-20-3,3,92,2010
65c51084da5b75bbd86e6e0a,,Benzo[a]fluoranthene,2023,203-33-8,3,"92, Sup 7",2010
65c51084da5b75bbd86e6e0b,,Benzo[c]fluorene,2023,205-12-9,3,"92, Sup 7",2010
65c51084da5b75bbd86e6e0c,,Benzo[j]fluoranthene,2023,205-82-3,2B,92,2010
65c51084da5b75bbd86e6e0d,,Benzo[b]fluoranthene,2023,205-99-2,2B,92,2010
65c51084da5b75bbd86e6e0e,,3-Nitroperylene,2023,20589-63-3,3,46,1989
65c51084da5b75bbd86e6e0f,,Fluoranthene,2023,206-44-0,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e10,,Vincristine sulfate,2023,2068-78-2,3,"26, Sup 7",1987
65c51084da5b75bbd86e6e11,,Benzo[k]fluoranthene,2023,207-08-9,2B,92,2010
65c51084da5b75bbd86e6e12,,"13H-Dibenzo[a,g]fluorene",2023,207-83-0,3,92,2010
65c51084da5b75bbd86e6e13,,Digoxin,2023,20830-75-5,2B,108,2016
65c51084da5b75bbd86e6e14,,Daunomycin,2023,20830-81-3,2B,"10, Sup 7",1987
65c51084da5b75bbd86e6e15,,Ethyl tellurac,2023,20941-65-5,3,"12, Sup 7",1987
65c51084da5b75bbd86e6e16,,Benz[l]aceanthrylene,2023,211-91-6,3,92,2010
65c51084da5b75bbd86e6e17,,T2-Trichothecene,2023,21259-20-1,3,"31, Sup 7",1987
65c51084da5b75bbd86e6e18,,Picene,2023,213-46-7,3,92,2010
65c51084da5b75bbd86e6e19,,Benzo[b]chrysene,2023,214-17-5,3,92,2010
65c51084da5b75bbd86e6e1a,,"Dibenz[a,c]anthracene",2023,215-58-7,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e1b,,Fluometuron,2023,2164-17-2,3,"30, Sup 7",1987
65c51084da5b75bbd86e6e1c,,Bis(1-aziridinyl)morpholinophosphine sulfide,2023,2168-68-5,3,"9, Sup 7",1987
65c51084da5b75bbd86e6e1d,,Triphenylene,2023,217-59-4,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e1e,,Chrysene,2023,218-01-9,2B,92,2010
65c51084da5b75bbd86e6e1f,,Luteoskyrin,2023,21884-44-6,3,"10, Sup 7",1987
65c51084da5b75bbd86e6e20,,Tetrachlorvinphos,2023,22248-79-9,2B,"30, Sup 7, 112",2017
65c51084da5b75bbd86e6e21,,"1,4-Dimethylphenanthrene",2023,22349-59-3,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e22,NB Overall evaluation upgraded to Group 2A,Indium phosphide,2023,22398-80-7,2A,86,2006
65c51084da5b75bbd86e6e23,,"Dibenz[a,j]anthracene",2023,224-41-9,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e24,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,"Dibenz[a,j]acridine",2023,224-42-0,2A,"32, Sup 7, 103",2013
65c51084da5b75bbd86e6e25,NB Overall evaluation upgraded to Group 2B with supporting evidence from other relevant data,"Dibenz[c,h]acridine",2023,224-53-3,2B,103,2013
65c51084da5b75bbd86e6e26,,"1,5-Naphthalenediamine",2023,2243-62-1,3,"27, Sup 7",1987
65c51084da5b75bbd86e6e27,,Benz[a]acridine,2023,225-11-6,3,"32, Sup 7, 103",2013
65c51084da5b75bbd86e6e28,,Benz[c]acridine,2023,225-51-4,3,"32, Sup 7, 103",2013
65c51084da5b75bbd86e6e29,,"3,9-Dinitrofluoranthene",2023,22506-53-2,2B,"46, 65, 105",2014
65c51084da5b75bbd86e6e2a,,Symphytine,2023,22571-95-5,3,"31, Sup 7",1987
65c51084da5b75bbd86e6e2b,,"Dibenz[a,h]acridine",2023,226-36-8,2B,"32, Sup 7, 103",2013
65c51084da5b75bbd86e6e2c,,Aspartame,2023,22839-47-0,2B,134,In prep.
65c51084da5b75bbd86e6e2d,,Oestradiol mustard,2023,22966-79-6,3,"9, Sup 7",1987
65c51084da5b75bbd86e6e2e,,"4,4'-Dimethylangelicin plus ultraviolet A radiation",2023,22975-76-4,3,Sup 7,1987
65c51084da5b75bbd86e6e2f,,Diallate,2023,2303-16-4,3,"30, Sup 7",1987
65c51084da5b75bbd86e6e30,,Senkirkine,2023,2318-18-5,3,"31, Sup 7",1987
65c51084da5b75bbd86e6e31,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,Adriamycin,2023,23214-92-8,2A,"10, Sup 7",1987
65c51084da5b75bbd86e6e32,,Riddelliine,2023,23246-96-0,2B,"10, Sup 7, 82",2002
65c51084da5b75bbd86e6e33,,Hycanthone mesylate,2023,23255-93-8,3,"13, Sup 7",1987
65c51084da5b75bbd86e6e34,,Fast Green FCF,2023,2353-45-9,3,"16, Sup 7",1987
65c51084da5b75bbd86e6e35,,Rugulosin,2023,23537-16-8,3,"40, Sup 7",1987
65c51084da5b75bbd86e6e36,,Potassium bis(2-hydroxyethyl)dithiocarbamate,2023,23746-34-1,3,"12, Sup 7",1987
65c51084da5b75bbd86e6e37,,Benzo[a]fluorene,2023,238-84-6,3,"92, Sup 7",2010
65c51084da5b75bbd86e6e38,,Mirex,2023,2385-85-5,2B,"20, Sup 7",1987
65c51084da5b75bbd86e6e39,,"Bis(2,3-epoxycyclopentyl)ether",2023,2386-90-5,3,"47, 71",1999
65c51084da5b75bbd86e6e3a,,"Benzo[b]naphtho[2,1-d]thiophene",2023,239-35-0,3,103,2013
65c51084da5b75bbd86e6e3b,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,Captafol,2023,2425-06-1,2A,53,1991
65c51084da5b75bbd86e6e3c,,CI Pigment Red 3,2023,2425-85-6,3,57,1993
65c51084da5b75bbd86e6e3d,,1-Butyl glycidyl ether,2023,2426-08-6,2B,125,2020 online
65c51084da5b75bbd86e6e3e,,CI Direct Blue 15,2023,2429-74-5,2B,57,1993
65c51084da5b75bbd86e6e3f,,Benzo[b]fluorene,2023,243-17-4,3,"92, Sup 7",2010
65c51084da5b75bbd86e6e40,,11-Aminoundecanoic acid,2023,2432-99-7,3,"39, Sup 7",1987
65c51084da5b75bbd86e6e41,,"cis-9,10-Epoxystearic acid",2023,24560-98-3,3,"11, Sup 7, 71",1999
65c51084da5b75bbd86e6e42,,Disperse Blue 1,2023,2475-45-8,2B,48,1990
65c51084da5b75bbd86e6e43,,para-Aramid fibrils,2023,24938-64-5,3,68,1997
65c51084da5b75bbd86e6e44,,Vinyl toluene,2023,25013-15-4,3,60,1994
65c51084da5b75bbd86e6e45,,Butylated hydroxyanisole (BHA),2023,25013-16-5,2B,"40, Sup 7",1987
65c51084da5b75bbd86e6e46,,Nylon 6,2023,25038-54-4,3,"19, Sup 7",1987
65c51084da5b75bbd86e6e47,,"Acepyrene (3,4-dihydrocyclopenta[cd]pyrene)",2023,25732-74-5,3,92,2010
65c51084da5b75bbd86e6e48,,Gemfibrozil,2023,25812-30-0,3,66,1996
65c51084da5b75bbd86e6e49,,"trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1,3,4-oxadiazole",2023,25962-77-0,2B,"7, Sup 7",1987
65c51084da5b75bbd86e6e4a,,"CI Direct Blue 6 (see Benzidine, dyes metabolized to)",2023,2602-46-2,,,
65c51084da5b75bbd86e6e4b,,"A-alpha-C (2-Amino-9H-pyrido[2,3-b]indole)",2023,26148-68-5,2B,"40, Sup 7",1987
65c51084da5b75bbd86e6e4c,,Dibenzo-para-dioxin,2023,262-12-4,3,69,1997
65c51084da5b75bbd86e6e4d,,Ripazepam,2023,26308-28-1,3,66,1996
65c51084da5b75bbd86e6e4e,,Oil Orange SS,2023,2646-17-5,2B,"8, Sup 7",1987
65c51084da5b75bbd86e6e4f,,Toluene diisocyanates,2023,26471-62-5,2B,"39, Sup 7, 71",1999
65c51084da5b75bbd86e6e50,,Hydroxysenkirkine,2023,26782-43-4,3,"10, Sup 7",1987
65c51084da5b75bbd86e6e51,,Benzofuran,2023,271-89-6,2B,63,1995
65c51084da5b75bbd86e6e52,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,Cyclopenta[cd]pyrene,2023,27208-37-3,2A,"Sup 7, 92",2010
65c51084da5b75bbd86e6e53,,Agaritine,2023,2757-90-6,3,"31, Sup 7",1987
65c51084da5b75bbd86e6e54,,Sunset Yellow FCF,2023,2783-94-0,3,"8, Sup 7",1987
65c51084da5b75bbd86e6e55,,HC Blue No. 1,2023,2784-94-3,2B,57,1993
65c51084da5b75bbd86e6e56,,Disperse Yellow 3,2023,2832-40-8,3,48,1990
65c51084da5b75bbd86e6e57,,Allyl isovalerate,2023,2835-39-4,3,"36, Sup 7, 71",1999
65c51084da5b75bbd86e6e58,,CI Direct Blue 218,2023,28407-37-6,2B,129,2022 online
65c51084da5b75bbd86e6e59,,"3,3'-Dichloro-4,4'-diaminodiphenyl ether",2023,28434-86-8,2B,"16, Sup 7",1987
65c51084da5b75bbd86e6e5a,,HC Red No. 3,2023,2871-01-4,3,57,1993
65c51084da5b75bbd86e6e5b,,Prednimustine,2023,29069-24-7,3,50,1990
65c51084da5b75bbd86e6e5c,,N-Nitrosofolic acid,2023,29291-35-8,3,"17, Sup 7",1987
65c51084da5b75bbd86e6e5d,,Prazepam,2023,2955-38-6,3,66,1996
65c51084da5b75bbd86e6e5e,,Diisopropyl sulfate,2023,2973-10-6,2B,"54, 71",1999
65c51084da5b75bbd86e6e5f,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,Teniposide,2023,29767-20-2,2A,76,2000
65c51084da5b75bbd86e6e60,,Methyl parathion,2023,298-00-0,3,"30, Sup 7",1987
65c51084da5b75bbd86e6e61,,Methoxsalen (8-methoxypsoralen) plus ultraviolet A radiation,2023,298-81-7,1,"24, Sup 7, 100A",2012
65c51084da5b75bbd86e6e62,,Treosulfan,2023,299-75-2,1,"26, Sup 7, 100A",2012
65c51084da5b75bbd86e6e63,,Estazolam,2023,29975-16-4,3,66,1996
65c51084da5b75bbd86e6e64,,Dichloroacetonitrile,2023,3018-12-0,3,"52, 71",1999
65c51084da5b75bbd86e6e65,,Hydrazine,2023,302-01-2,2A,"4, Sup 7, 71, 115",2018
65c51084da5b75bbd86e6e66,,Chloral hydrate,2023,302-17-0,2A,"63, 84, 106",2014
65c51084da5b75bbd86e6e67,,Lasiocarpine,2023,303-34-4,2B,"10, Sup 7",1987
65c51084da5b75bbd86e6e68,,Ochratoxin A,2023,303-47-9,2B,"Sup 7, 56",1993
65c51084da5b75bbd86e6e69,,N-Nitrosohydroxyproline,2023,30310-80-6,3,"17, Sup 7",1987
65c51084da5b75bbd86e6e6a,,Chlorambucil,2023,305-03-3,1,"26, Sup 7, 100A",2012
65c51084da5b75bbd86e6e6b,,Zidovudine (AZT),2023,30516-87-1,2B,76,2000
65c51084da5b75bbd86e6e6c,,beta-Butyrolactone,2023,3068-88-0,2B,"11, Sup 7, 71",1999
65c51084da5b75bbd86e6e6d,,"Carbon nanotubes, multiwalled MWCNT-7",2023,308068-56-6,2B,111,2017
65c51084da5b75bbd86e6e6e,,"Carbon nanotubes, multiwalled, other than MWCNT-7",2023,308068-56-6,3,111,2017
65c51084da5b75bbd86e6e6f,,"Carbon nanotubes, single-walled",2023,308068-56-6,3,111,2017
65c51084da5b75bbd86e6e70,,"Multiwalled carbon nanotubes MWCNT-7 (see Carbon nanotubes, multiwalled MWCNT-7)",2023,308068-56-6,,,
65c51084da5b75bbd86e6e71,,"Multiwalled carbon nanotubes other than MWCNT-7 (see Carbon nanotubes, multiwalled, other than MWCNT-7)",2023,308068-56-6,,,
65c51084da5b75bbd86e6e72,,"Single-walled carbon nanotubes (see Carbon nanotubes, single-walled)",2023,308068-56-6,,,
65c51084da5b75bbd86e6e73,,"Silicon carbide, fibrous",2023,308076-74-6,2B,111,2017
65c51084da5b75bbd86e6e74,,"Aldrin (see Dieldrin, and aldrin metabolized to dieldrin)",2023,309-00-2,,,
65c51084da5b75bbd86e6e75,,Sudan II,2023,3118-97-6,3,"8, Sup 7",1987
65c51084da5b75bbd86e6e76,NB Overall evaluation upgraded to Group 1 based on mechanistic and other relevant data,Aristolochic acid,2023,313-67-7,1,"82, 100A",2012
65c51084da5b75bbd86e6e77,,"Aristolochic acid, plants containing",2023,313-67-7,1,"82, 100A",2012
65c51084da5b75bbd86e6e78,,Evans blue,2023,314-13-6,3,"8, Sup 7",1987
65c51084da5b75bbd86e6e79,,Zectran,2023,315-18-4,3,"12, Sup 7",1987
65c51084da5b75bbd86e6e7a,,Monocrotaline,2023,315-22-0,2B,"10, Sup 7",1987
65c51084da5b75bbd86e6e7b,,"1,5-Naphthalene diisocyanate",2023,3173-72-6,3,"19, Sup 7, 71",1999
65c51084da5b75bbd86e6e7c,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,Azacitidine,2023,320-67-2,2A,50,1990
65c51084da5b75bbd86e6e7d,,Dibromoacetonitrile,2023,3252-43-5,2B,"52, 71, 101",2013
65c51084da5b75bbd86e6e7e,,"2,2-Bis(bromomethyl)propane-1,3-diol",2023,3296-90-0,2B,77,2000
65c51084da5b75bbd86e6e7f,,Caffeic acid,2023,331-39-5,2B,56,1993
65c51084da5b75bbd86e6e80,,HC Blue No. 2,2023,33229-34-4,3,57,1993
65c51084da5b75bbd86e6e81,NB Overall evaluation upgraded to Group 2A based on mechanistic evidence,Diazinon,2023,333-41-5,2A,112,2017
65c51084da5b75bbd86e6e82,,Diazomethane,2023,334-88-3,3,"7, Sup 7",1987
65c51084da5b75bbd86e6e83,NB Overall evaluation upgraded to Group 1 based on mechanistic and other relevant data,Etoposide,2023,33419-42-0,1,"76, 100A",2012
65c51084da5b75bbd86e6e84,,Etoposide in combination with cisplatin and bleomycin,2023,"33419-42-0, 15663-27-1, 11056-06-7",1,"76, 100A",2012
65c51084da5b75bbd86e6e85,,Perfluorooctanoic acid (PFOA),2023,335-67-1,2B,110,2017
65c51084da5b75bbd86e6e86,,1-Methylchrysene,2023,3351-28-8,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e87,,4-Methylchrysene,2023,3351-30-2,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e88,,3-Methylchrysene,2023,3351-31-3,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e89,,2-Methylchrysene,2023,3351-32-4,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e8a,,2-Methylfluoranthene,2023,33543-31-6,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6e8b,,Ponceau 3R,2023,3564-09-8,2B,"8, Sup 7",1987
65c51084da5b75bbd86e6e8c,,Carmoisine,2023,3567-69-9,3,"8, Sup 7",1987
65c51084da5b75bbd86e6e8d,,2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole,2023,3570-75-0,2B,"7, Sup 7",1987
65c51084da5b75bbd86e6e8e,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,Procarbazine hydrochloride,2023,366-70-1,2A,"26, Sup 7",1987
65c51084da5b75bbd86e6e8f,,AF-2 [2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide],2023,3688-53-7,2B,"31, Sup 7",1987
65c51084da5b75bbd86e6e90,,5-Methylchrysene,2023,3697-24-3,2B,"Sup 7, 92",2010
65c51084da5b75bbd86e6e91,,Pentosan polysulfate sodium,2023,37319-17-8,2B,108,2016
65c51084da5b75bbd86e6e92,,Ponceau MX,2023,3761-53-3,2B,"8, Sup 7",1987
65c51084da5b75bbd86e6e93,,"N'-Nitrosoanabasine (NAB)",2023,37620-20-5,3,"37, Sup 7, 89",2007
65c51084da5b75bbd86e6e94,,Nafenopin,2023,3771-19-5,2B,"24, Sup 7",1987
65c51084da5b75bbd86e6e95,,Isophosphamide,2023,3778-73-2,3,"26, Sup 7",1987
65c51084da5b75bbd86e6e96,,5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)­amino]-2-oxazolidinone,2023,3795-88-8,2B,"7, Sup 7",1987
65c51084da5b75bbd86e6e97,,"Brilliant Blue FCF, disodium salt",2023,3844-45-9,3,"16, Sup 7",1987
65c51084da5b75bbd86e6e98,,"1,2,3-Tris(chloromethoxy)propane",2023,38571-73-2,3,"15, Sup 7, 71",1999
65c51084da5b75bbd86e6e99,,"4,5',8-Trimethylpsoralen",2023,3902-71-4,3,"40, Sup 7",1987
65c51084da5b75bbd86e6e9a,,Triamterene,2023,396-01-0,2B,108,2016
65c51084da5b75bbd86e6e9b,,"4,5'-Dimethylangelicin plus ultraviolet A radiation",2023,4063-41-6,3,Sup 7,1987
65c51084da5b75bbd86e6e9c,,Doxefazepam,2023,40762-15-0,3,66,1996
65c51084da5b75bbd86e6e9d,,Silicon carbide whiskers,2023,409-21-2,2A,111,2017
65c51084da5b75bbd86e6e9e,,Crotonaldehyde,2023,4170-30-3,2B,"63, 128",2021 online
65c51084da5b75bbd86e6e9f,,Ethylene sulfide,2023,420-12-2,3,"11, Sup 7",1987
65c51084da5b75bbd86e6ea0,,"1,6-Dinitropyrene",2023,42397-64-8,2B,"46, 105",2014
65c51084da5b75bbd86e6ea1,,"1,8-Dinitropyrene",2023,42397-65-9,2B,"Sup 7, 46, 105",2014
65c51084da5b75bbd86e6ea2,,Dacarbazine,2023,4342-03-4,2B,"26, Sup 7",1987
65c51084da5b75bbd86e6ea3,,Diazepam,2023,439-14-5,3,"Sup 7, 66",1996
65c51084da5b75bbd86e6ea4,,Metronidazole,2023,443-48-1,2B,"13, Sup 7",1987
65c51084da5b75bbd86e6ea5,,Azathioprine,2023,446-86-6,1,"26, Sup 7, 100A",2012
65c51084da5b75bbd86e6ea6,,Ponceau SX,2023,4548-53-2,3,"8, Sup 7",1987
65c51084da5b75bbd86e6ea7,,N-Nitrosomethylvinylamine,2023,4549-40-0,2B,"17, Sup 7",1987
65c51084da5b75bbd86e6ea8,,5-Aminoacenaphthene,2023,4657-93-6,3,"16, Sup 7",1987
65c51084da5b75bbd86e6ea9,,Guinea Green B,2023,4680-78-8,3,"16, Sup 7",1987
65c51084da5b75bbd86e6eaa,,Retrorsine,2023,480-54-6,3,"10, Sup 7",1987
65c51084da5b75bbd86e6eab,,Seneciphylline,2023,480-81-9,3,"10, Sup 7",1987
65c51084da5b75bbd86e6eac,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,5-Methoxypsoralen,2023,484-20-8,2A,"40, Sup 7",1987
65c51084da5b75bbd86e6ead,,"2,4'-Diphenyldiamine",2023,492-17-1,3,"16, Sup 7",1987
65c51084da5b75bbd86e6eae,,Auramine,2023,492-80-8,2B,"1, Sup 7, 99, 100F",2012
65c51084da5b75bbd86e6eaf,,Methyl red,2023,493-52-7,3,"8, Sup 7",1987
65c51084da5b75bbd86e6eb0,,"N,N-Bis(2-chloroethyl)-2-naphthylamine (see Chlornaphazine)",2023,494-03-1,,,
65c51084da5b75bbd86e6eb1,,Chlornaphazine,2023,494-03-1,1,"4, Sup 7, 100A",2012
65c51084da5b75bbd86e6eb2,,Acridine orange,2023,494-38-2,3,"16, Sup 7",1987
65c51084da5b75bbd86e6eb3,,Formaldehyde,2023,50-00-0,1,"Sup 7, 62, 88, 100F",2012
65c51084da5b75bbd86e6eb4,,Phenobarbital,2023,50-06-6,2B,"Sup 7, 79",2001
65c51084da5b75bbd86e6eb5,,Mitomycin C,2023,50-07-7,2B,"10, Sup 7",1987
65c51084da5b75bbd86e6eb6,,Cyclophosphamide,2023,"50-18-0, 6055-19-2",1,"26, Sup 7, 100A",2012
65c51084da5b75bbd86e6eb7,,"DDT (4,4'-dichlorodiphenyltrichloroethane)",2023,50-29-3,2A,"Sup 7, 53, 113",2018
65c51084da5b75bbd86e6eb8,NB Overall evaluation upgraded to Group 1 based on mechanistic and other relevant data,Benzo[a]pyrene,2023,50-32-8,1,"Sup 7, 92, 100F",2012
65c51084da5b75bbd86e6eb9,,Phenylbutazone,2023,50-33-9,3,"13, Sup 7",1987
65c51084da5b75bbd86e6eba,,Clomiphene citrate,2023,50-41-9,3,"21, Sup 7",1987
65c51084da5b75bbd86e6ebb,,6-Mercaptopurine,2023,50-44-2,3,"26, Sup 7",1987
65c51084da5b75bbd86e6ebc,,Reserpine,2023,50-55-5,3,"24, Sup 7",1987
65c51084da5b75bbd86e6ebd,,Actinomycin D,2023,50-76-0,3,"10, Sup 7",1987
65c51084da5b75bbd86e6ebe,,Kojic acid,2023,501-30-4,3,79,2001
65c51084da5b75bbd86e6ebf,,Mustard gas (see Sulfur mustard),2023,505-60-2,,,
65c51084da5b75bbd86e6ec0,,Sulfur mustard,2023,505-60-2,1,"9, Sup 7, 100F",2012
65c51084da5b75bbd86e6ec1,,Tetranitromethane,2023,509-14-8,2B,65,1996
65c51084da5b75bbd86e6ec2,,Indium tin oxide,2023,50926-11-9,2B,118,2018 online
65c51084da5b75bbd86e6ec3,,Pronetalol hydrochloride,2023,51-02-5,3,"13, Sup 7",1987
65c51084da5b75bbd86e6ec4,,Piperonyl butoxide,2023,51-03-6,3,"30, Sup 7",1987
65c51084da5b75bbd86e6ec5,,"2,4,6-Tris(1-aziridinyl)-s-triazine",2023,51-18-3,3,"9, Sup 7",1987
65c51084da5b75bbd86e6ec6,,5-Fluorouracil,2023,51-21-8,3,"26, Sup 7",1987
65c51084da5b75bbd86e6ec7,,Propylthiouracil,2023,51-52-5,2B,"Sup 7, 79",2001
65c51084da5b75bbd86e6ec8,,Nitrogen mustard,2023,51-75-2,2A,"9, Sup 7",1987
65c51084da5b75bbd86e6ec9,,Ethyl carbamate (Urethane),2023,51-79-6,2A,"7, Sup 7, 96",2010
65c51084da5b75bbd86e6eca,,Chlorobenzilate,2023,510-15-6,3,"30, Sup 7",1987
65c51084da5b75bbd86e6ecb,,Amsacrine,2023,51264-14-3,2B,76,2000
65c51084da5b75bbd86e6ecc,,1-Chloro-2-methylpropene,2023,513-37-1,2B,63,1995
65c51084da5b75bbd86e6ecd,,4-Chloro-meta-phenylenediamine,2023,5131-60-2,3,"27, Sup 7",1987
65c51084da5b75bbd86e6ece,,Light Green SF,2023,5141-20-8,3,"16, Sup 7",1987
65c51084da5b75bbd86e6ecf,,Cimetidine,2023,51481-61-9,3,50,1990
65c51084da5b75bbd86e6ed0,,D & C Red No. 9,2023,5160-02-1,3,"Sup 7, 57",1993
65c51084da5b75bbd86e6ed1,,Fenvalerate,2023,51630-58-1,3,53,1991
65c51084da5b75bbd86e6ed2,,Citrinin,2023,518-75-2,3,"40, Sup 7",1987
65c51084da5b75bbd86e6ed3,,Spironolactone,2023,52-01-7,3,"Sup 7, 79",2001
65c51084da5b75bbd86e6ed4,,Thiotepa,2023,52-24-4,1,"Sup 7, 50, 100A",2012
65c51084da5b75bbd86e6ed5,,Apholate,2023,52-46-0,3,"9, Sup 7",1987
65c51084da5b75bbd86e6ed6,,Trichlorfon,2023,52-68-6,3,"30, Sup 7",1987
65c51084da5b75bbd86e6ed7,,Kaempferol,2023,520-18-3,3,"31, Sup 7",1987
65c51084da5b75bbd86e6ed8,,CI Acid Orange 20,2023,523-44-4,3,"8, Sup 7",1987
65c51084da5b75bbd86e6ed9,,Orange I (see CI Acid Orange 20),2023,523-44-4,,,
65c51084da5b75bbd86e6eda,,Angelicin plus ultraviolet A radiation,2023,523-50-2,3,"40, Sup 7",1987
65c51084da5b75bbd86e6edb,,Permethrin,2023,52645-53-1,3,53,1991
65c51084da5b75bbd86e6edc,,Deltamethrin,2023,52918-63-5,3,53,1991
65c51084da5b75bbd86e6edd,,Prednisone,2023,53-03-2,3,"26, Sup 7",1987
65c51084da5b75bbd86e6ede,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,"Dibenz[a,h]anthracene",2023,53-70-3,2A,"Sup 7, 92",2010
65c51084da5b75bbd86e6edf,,"1,4-Diamino-2-nitrobenzene",2023,5307-14-2,3,"Sup 7, 57",1993
65c51084da5b75bbd86e6ee0,,Merphalan,2023,531-76-0,2B,"9, Sup 7",1987
65c51084da5b75bbd86e6ee1,,N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide,2023,531-82-8,2B,"7, Sup 7",1987
65c51084da5b75bbd86e6ee2,,Chrysoidine,2023,532-82-1,3,"8, Sup 7",1987
65c51084da5b75bbd86e6ee3,,Ethionamide,2023,536-33-4,3,"13, Sup 7",1987
65c51084da5b75bbd86e6ee4,,"Dibenzo[a,e]fluoranthene",2023,5385-75-1,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6ee5,,"Carrageenan, degraded (Poligeenan)",2023,53973-98-1,2B,"31, Sup 7",1987
65c51084da5b75bbd86e6ee6,,"Poligeenan (see Carrageenan, degraded)",2023,53973-98-1,,,
65c51084da5b75bbd86e6ee7,,Chloroquine,2023,54-05-7,3,"13, Sup 7",1987
65c51084da5b75bbd86e6ee8,,Furosemide (Frusemide),2023,54-31-9,3,50,1990
65c51084da5b75bbd86e6ee9,,Isonicotinic acid hydrazide (Isoniazid),2023,54-85-3,3,"4, Sup 7",1987
65c51084da5b75bbd86e6eea,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,"1,2-Dimethylhydrazine",2023,540-73-8,2A,"4, Sup 7, 71",1999
65c51084da5b75bbd86e6eeb,,meta-Dichlorobenzene,2023,541-73-1,3,73,1999
65c51084da5b75bbd86e6eec,,Isobutyl nitrite,2023,542-56-3,2B,122,2019
65c51084da5b75bbd86e6eed,,"1,3-Dichloropropene (technical-grade)",2023,542-75-6,2B,"41, Sup 7, 71",1999
65c51084da5b75bbd86e6eee,,Malonaldehyde,2023,542-78-9,3,"36, Sup 7, 71",1999
65c51084da5b75bbd86e6eef,,Bis(chloromethyl)ether; chloromethyl methyl ether (technical-grade),2023,"542-88-1, 107-30-2",1,"4, Sup 7, 100F",2012
65c51084da5b75bbd86e6ef0,,Glycidyl oleate,2023,5431-33-4,3,"11, Sup 7",1987
65c51084da5b75bbd86e6ef1,,Trichloroacetonitrile,2023,545-06-2,3,"52, 71",1999
