_id,cas,iarc,name
64f656e0145188be35838010,9003-22-9,3,Vinyl chloride-vinyl acetate copolymers
64f656e0145188be35838011,9003-39-8,3,Polyvinyl pyrrolidone
64f656e0145188be35838012,9003-53-6,3,Polystyrene
64f656e0145188be35838013,9003-54-7,3,Styrene-acrylonitrile copolymers
64f656e0145188be35838014,9003-55-8,3,Styrene-butadiene copolymers
64f656e0145188be35838015,9004-51-7,3,Iron-dextrin complex
64f656e0145188be35838016,9004-66-4,2B,Iron-dextran complex
64f656e0145188be35838017,90045-36-6,2B,Ginkgo biloba extract
64f656e0145188be35838018,9009-54-5,3,Polyurethane foams
64f656e0145188be35838019,9010-98-4,3,Polychloroprene
64f656e0145188be3583801a,9011-06-7,3,Vinylidene chloride-vinyl chloride copolymers
64f656e0145188be3583801b,9011-14-7,3,Polymethyl methacrylate
64f656e0145188be3583801c,9016-87-9,3,Polymethylene polyphenyl isocyanate
64f656e0145188be3583801d,90370-29-9,3,"4,4',6-Trimethylangelicin plus ultraviolet A radiation"
64f656e0145188be3583801e,91-20-3,2B,Naphthalene
64f656e0145188be3583801f,91-22-5,2B,Quinoline
64f656e0145188be35838020,91-23-6,2A,ortho-Nitroanisole
64f656e0145188be35838021,91-59-8,1,2-Naphthylamine
64f656e0145188be35838022,91-64-5,3,Coumarin
64f656e0145188be35838023,91-93-0,3,"3,3'-Dimethoxybenzidine-4,4'-diisocyanate"
64f656e0145188be35838024,91-94-1,2B,"3,3'-Dichlorobenzidine"
64f656e0145188be35838025,915-67-3,3,Amaranth
64f656e0145188be35838026,92-67-1,1,4-Aminobiphenyl
64f656e0145188be35838027,92-87-5,1,Benzidine
64f656e0145188be35838028,92-93-3,3,4-Nitrobiphenyl
64f656e0145188be35838029,924-16-3,2B,N-Nitrosodi-n-butylamine
64f656e0145188be3583802a,924-42-5,2B,N-Methylolacrylamide
64f656e0145188be3583802b,93-15-2,2A,Methyleugenol
64f656e0145188be3583802c,930-55-2,2B,N-Nitrosopyrrolidine
64f656e0145188be3583802d,94-36-0,3,Benzoyl peroxide
64f656e0145188be3583802e,94-58-6,2B,Dihydrosafrole
64f656e0145188be3583802f,94-59-7,2B,Safrole
64f656e0145188be35838030,94-75-7,2B,"2,4-D (2,4-dichlorophenoxyacetic acid)"
64f656e0145188be35838031,95-06-7,2B,Sulfallate
64f656e0145188be35838032,95-50-1,3,ortho-Dichlorobenzene
64f656e0145188be35838033,95-53-4,1,ortho-Toluidine
64f656e0145188be35838034,95-54-5,2B,ortho-Phenylenediamine
64f656e0145188be35838035,95-68-1,3,"2,4-Xylidine"
64f656e0145188be35838036,95-69-2,2A,4-Chloro-ortho-toluidine
64f656e0145188be35838037,95-70-5,3,"2,5-Diaminotoluene"
64f656e0145188be35838038,95-78-3,3,"2,5-Xylidine"
64f656e0145188be35838039,95-79-4,3,5-Chloro-ortho-toluidine
64f656e0145188be3583803a,95-80-7,2B,"2,4-Diaminotoluene"
64f656e0145188be3583803b,95-83-0,2B,4-Chloro-ortho-phenylenediamine
64f656e0145188be3583803c,95-85-2,2B,2-Amino-4-chlorophenol
64f656e0145188be3583803d,96-09-3,2A,"Styrene-7,8-oxide"
64f656e0145188be3583803e,96-12-8,2B,"1,2-Dibromo-3-chloropropane"
64f656e0145188be3583803f,96-13-9,2B,"2,3-Dibromopropan-1-ol"
64f656e0145188be35838040,96-18-4,2A,"1,2,3-Trichloropropane"
64f656e0145188be35838041,96-23-1,2B,"1,3-Dichloro-2-propanol"
64f656e0145188be35838042,96-24-2,2B,"3-Monochloro-1,2-propanediol"
64f656e0145188be35838043,96-33-3,2B,Methyl acrylate
64f656e0145188be35838044,96-45-7,3,Ethylenethiourea
64f656e0145188be35838045,96-48-0,3,gamma-Butyrolactone
64f656e0145188be35838046,97-53-0,3,Eugenol
64f656e0145188be35838047,97-54-1,2B,Isoeugenol
64f656e0145188be35838048,97-56-3,2B,ortho-Aminoazotoluene
64f656e0145188be35838049,97-77-8,3,Disulfiram
64f656e0145188be3583804a,97-88-1,2B,Butyl methacrylate
64f656e0145188be3583804b,98-00-0,2B,Furfuryl alcohol
64f656e0145188be3583804c,98-01-1,3,Furfural
64f656e0145188be3583804d,98-07-7,2A,"alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)"
64f656e0145188be3583804e,98-56-6,2B,4-Chlorobenzotrifluoride
64f656e0145188be3583804f,98-82-8,2B,Cumene
64f656e0145188be35838050,98-83-9,2B,α-Methylstyrene
64f656e0145188be35838051,98-87-3,2A,"alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)"
64f656e0145188be35838052,98-88-4,2A,"alpha-Chlorinated toluenes (benzal chloride, benzotrichloride, benzyl chloride) and benzoyl chloride (combined exposures)"
64f656e0145188be35838053,98-95-3,2B,Nitrobenzene
64f656e0145188be35838054,989-38-8,3,Rhodamine 6G
64f656e0145188be35838055,99-08-1,3,Nitrotoluenes
64f656e0145188be35838056,99-55-8,3,5-Nitro-ortho-toluidine
64f656e0145188be35838057,99-56-9,3,"1,2-Diamino-4-nitrobenzene"
64f656e0145188be35838058,99-57-0,3,2-Amino-4-nitrophenol
64f656e0145188be35838059,99-59-2,3,5-Nitro-ortho-anisidine
64f656e0145188be3583805a,99-80-9,3,"N-Methyl-N,4-dinitrosoaniline"
64f656e0145188be3583805b,99-97-8,2B,"N,N-Dimethyl-p-toluidine"
64f656e0145188be3583805c,99-99-0,3,Nitrotoluenes
