"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"IPH3008700108"	"INTERNATIONAL PAPER MEXICO COMPANY S. DE R.L. DE C.V.,"	322132	"Fabricación de cartón y cartoncillo a partir de pulpa"	"Celulosa y papel"	"56"	"Produccion de papel"	"FABRICACION Y VENTA DE PAPEL SEMIKRAFT"		723531.1386	2159042.6558	"19°30'48"""	"96°52'11"""	"Carretera ANTIGUA XALAPA-COATEPEC"	"KM3.8 "	" "	"Colonia XALAPA ENRIQUEZ CENTRO"	"Jalapa"	"VERACRUZ"	"Xalapa"	"91000"
"IPMBB2800311"	"INFRAESTRUCTURA PORTUARIA MEXICANA S.A DE C.V,INFRAESTRUCTURA PORTUARIA MEXICANA"	493190	"Otros servicios de almacenamiento con instalaciones especializadas"	"Otros"	"ZU"	"Almacen de materiales, productos y otros"	"Servicio de Manejo, Custodia y Almacenaje de Mercancías de Comercio Exterior"		615086.0995	2485805.9348	"22°28'29"""	"97°52'52"""	"Calle BOULEVARD GOLFO DE MEXICO"	"S/N "	" "	"Colonia Puerto Industrial"	"Altamira"	"TAMAULIPAS"	"Altamira"	"89603"
"IPO6M1403911"	"INDUSTRIAS POLYREY S.A. DE C.V.,"	326150	"Fabricación de espumas y productos de uretano"	"Quimica"	"6M"	"Fabricacion de productos de espumas uretanicas"	"FABRICACIÓN DE PRODUCTOS DE ESPUMAS URETÁNICAS SÓLO SI SE FABRICAN LAS SUBSTANCIAS BÁSICAS"		669957.4764	2283497.2399	"20°38'34"""	"103°22'7"""	"Calle DOS"	"2467"	" "	"Colonia ZONA INDUSTRIAL"	"Guadalajara"	"JALISCO"	"Guadalajara"	"44940"
"IPP2101500021"	"COMPAÑIA INDUSTRIAL PAPELERA POBLANA, S.A. DE C.V.,"	322122	"Fabricación de papel a partir de pulpa"	"Celulosa y papel"	"56"	"Produccion de papel"	"FABRICACIÓN DE PAPEL A PARTIR DE PULPA"		593678.0057	2106895.3646	"19°3'9"""	"98°6'34"""	"Carretera Km 136.5 Autopista México Orizaba"	"1"	"1"	"Colonia AMPLIACION SAN LORENZO"	"Amozoc de Mota"	"PUEBLA"	"Amozoc"	"72990"
"IPS0200101226"	"INDUSTRIALIZADORA PORTUARIA DEL SAUZAL S. DE R.L. DE C.V.,INDUSTRIALIZADORA PORTUARIA DEL SAUZAL"	222112	"Captación, tratamiento y suministro de agua realizados por el sector privado"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"CAPTACIÓN, TRATAMIENTO"	"EL SAUZAL DE RODRIGUEZ"	527840.3556	3528626.0792	"31°53'35"""	"116°42'20"""	"Calle RECINTO PORTUARIO DE EL SAUZAL"	"S/N "	" "		"Ensenada"	"BAJA CALIFORNIA"	"Ensenada"	"22760"
"IPS562402811"	"INDUSTRIAL PAPELERA SAN LUIS, S.A. DE C.V.,INDUSTRIAL PAPELERA SAN LUIS S.A. DE C.V."	322299	"Fabricación de otros productos de cartón y papel"	"Celulosa y papel"	"57"	"Produccion de carton y cartoncillo"	"FABRICACION DE PAPEL, CARTONCILLO, CARTON, PAPEL CORRUGADO Y SIMILARES"	"Zona Industrial primera seccion "	302286.627	2447158.5613	"22°7'5"""	"100°55'0"""	"Eje Vial EJE SAHOP"	"210"	" "		"San Luis Potosí"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"IPT2300800104"	"INMOBILIARIA Y PROYECTOS TRPLAYA, S. DE R.L DE C.V.,HOTEL HILTON PLAYA DEL CARMEN RESORT"	721111	"Hoteles con otros servicios integrados"	"Otros"	"AY"	"Servicios de Hotel"	"ADMINISTRACION DEL BIEN INMUEBLE DESTINADO A HOSPEDAJE."		492917.6268	2281155.1724	"20°37'46"""	"87°4'4"""	"Avenida PRIMERA  NORTE Y  CONSTITUYENTES."	"261"	" "	"Ciudad ZONA HOTELERA"	"Playa del Carmen"	"QUINTANA ROO"	"Solidaridad"	"77710"
"IPU2G1801711"	"INGENIO DE PUGA, S.A. DE C.V.,INGENIO DE PUGA S.A. DE C.V."	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"FABRICACIÓN DE AZÚCAR Y MIELES"		518386.8356	2386811.2857	"21°35'2"""	"104°49'20"""	"Calle VERACRUZ"	"S/N N/A"	"N/A N/A"	"Pueblo FRANCISCO I MADERA PUGA, TEPIC NAYARIT"	"Francisco I. Madero (Puga)"	"NAYARIT"	"Tepic"	"63500"
"IQF5M1701111"	"INDUSTRIAS QUIMICAS FALCON DE MEXICO, SA DE CV,"	325411	"Fabricación de materias primas para la industria farmacéutica"	"Quimica"	"5M"	"Produccion de materias primas para medicamentos"	"FABRICACIÓN DE MATERIAS PRIMAS PARA MEDICAMENTOS"	"CIUDAD INDUSTRIAL DEL VALLE DE CUERNAVAC"	481398.2797	2090543.9324	"18°54'25"""	"99°10'35"""	"Carretera KM. 4.5 CARR.FED.CUERNAVACA-CUAUTLA"	"S/N "	" "		"Jiutepec"	"MORELOS"	"Jiutepec"	"62578"
"IQI5I3003911"	"INDUSTRIA QUIMICA DEL ISTMO, S.A. DE C.V.,IQUISA PLANTA COATZACOALCOS"	325120	"Fabricación de gases industriales"	"Quimica"	"5I"	"Produccion de acidos, bases y sales inorganicas"	"FABRICACION DE PRODUCTOS QUIMICOS BASICOS INORGANICOS"	"COMPLEJO INDUSTRIAL PAJARITOS"	354244.0981	2005146.3475	"18°7'49"""	"94°22'39"""	"Avenida  4"	"S/N S/N"	"S/N S/N"		"Coatzacoalcos"	"VERACRUZ"	"Coatzacoalcos"	"96400"
"IRA2104100041"	"INDUSTRIAS RAGAR SA DE CV,"	325190	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"Fabricacion de benzoato de sodio y deshidratacion de materias primas alimenticias"	"SANCTORUM"	578163.0605	2113289.4682	"19°6'40"""	"98°15'24"""	"Terracería Río Grijalva"	"5"	" "		"Sanctorum"	"PUEBLA"	"Cuautlancingo"	"72730"
"IRE1610800055"	"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.,PLANTA ZAMORA"	312112	"Purificación y embotellado de agua"	"Bebidas y tabaco"	"MQ"	"Envasado de aguas purificadas o de manantial"	"Purificación y embotellado de agua"		784788.6997	2216869.8086	"20°1'39"""	"102°16'40"""	"Calle CARRET. ZAMORA-LA BARCA"	"KM 3.1 "	" "	"Colonia ZAMORA DE HIDALGO CENTRO"	"Zamora de Hidalgo"	"MICHOACAN"	"Zamora"	"59600"
"IRE2G2002111"	"INGENIO EL REFUGIO, S.A. DE C.V.,"	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"ELABORACION DE AZUCAR Y DERIVADOS DE LA CAÑA"		747126.9473	2056802.4494	"18°35'15"""	"96°39'29"""	"Carretera CARRETERRA COSOLAPA-TIERRA BLANCA"	"KM. 2.8 S/N"	"S/N S/N"	"Ingenio Estación  El Refugio"	"Cosolapa"	"OAXACA"	"Cosolapa"	"68411"
"IRE2300500181"	"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.,PLANTA CANCÚN"	312112	"Purificación y embotellado de agua"	"Bebidas y tabaco"	"36"	"Produccion de refrescos"	"Purificación y embotellado de agua "		510749.0845	2337686.6231	"21°8'25"""	"86°53'47"""	"Carretera MÉRIDA-PUERTO JUÁREZ"	"km 311.5 "	" "	"Supermanzana Supermanzana 104 Manzana 042 LOTE 4"	"Cancún"	"QUINTANA ROO"	"Benito Juarez"	"77539"
"IRE3105000411"	"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.,PLANTA MERIDA"	312111	"Elaboración de refrescos y otras bebidas no alcohólicas"	"Bebidas y tabaco"	"36"	"Produccion de refrescos"	"Elaboración de refrescos y otras bebidas no alcohólicas "		225718.4686	2331649.6427	"21°3'55"""	"89°38'22"""	"Calle 60 DIAGONAL"	"501"	" "	"Fracción CIUDAD INDUSTRIAL"	"Mérida"	"YUCATAN"	"Merida"	"97288"
"IRI8A0200411"	"ER INDUSTRIAL SA DE CV,"	332810	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"Galvanoplastia en piezas metalicas"	"Ciudad Industrial"	508066.7372	3600266.6147	"32°32'23"""	"116°54'50"""	"Calle TRES NORTE"	"103"	"B "		"Tijuana"	"BAJA CALIFORNIA"	"Tijuana"	"22444"
"IRMSF1511011"	"INMOBILIARIA RME, S.A. DE C.V.,GRUPO RODAVENTO"	721190	"Cabañas, villas y similares"	"Otros"	"AY"	"Servicios de Hotel"	"HOTELERA Y RESTAURANTERA"		382188.9033	2121783.1769	"19°11'9"""	"100°7'13"""	"Calle LOTE UNO GUION UNO"	"S/N. "	" "	"Pueblo HACIENDA CASAS VIEJAS"	"Valle de Bravo"	"MEXICO"	"Valle de Bravo"	"51226"
"ISCMB1503311"	"IQUISA SANTA CLARA S.A. DE C.V.,"	325180	"Fabricación de otros productos químicos básicos inorgánicos"	"Quimica"	"5I"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA "		494535.5523	2161329.5313	"19°32'48"""	"99°3'7"""	"Carretera CARRTERA MEXICO-LAREDO KM16.5"	"SN "	" "	"Colonia SANTA CLARA COATITLA"	"Ecatepec de Morelos"	"MEXICO"	"Ecatepec de Morelos"	"55540"
"ISC2G1609511"	"INGENIO SANTA CLARA, S.A. DE C.V.,INGENIO SANTA CLARA"	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"ELABORACION DE AZUCAR DE CAÑA"		762873.3623	2173446.1473	"19°38'19"""	"102°29'35"""	"Calle AV. DEL TRABAJO"	"2"	" "	"Colonia CENTRO"	"Santa Clara de Valladares"	"MICHOACAN"	"Tocumbo"	"59961"
"ISF2G1400611"	"INGENIO SAN FRANCISCO AMECA, S.A. DE C.V.,INGENIO SAN FRANCISCO AMECA S.A. DE C.V."	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"ELABORACIÓN Y VENTA DE AZÚCAR"		598777.7142	2272020.6909	"20°32'40"""	"104°3'8"""	"Calle DR. JOSÉ LUIS ROMERO ARIAS"	"85"	" "	"Colonia AMECA"	"Ameca"	"JALISCO"	"Ameca"	"46600"
"ISM2G2405811"	"INGENIO SAN MIGUEL DEL NARANJO SA DE CV,INGENIO SAN MIGUEL DEL NARANJO S.A. DE C.V."	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"ELABORACIÓN DE AZÚCAR"		465545.371	2491835.6425	"22°31'57"""	"99°20'6"""	"Avenida MIGUEL HIDALGO Y COSTILLA"	"S/N "	"S/N "	"Ingenio LA ESPERANZA NORTE"	"El Naranjo"	"SAN LUIS POTOSI"	"El Naranjo"	"79303"
"ISN2G3005211"	"INGENIO SAN NICOLÁS, S. A. DE C.V.,INGENIO SAN NICOLÁS, S.A. DE C.V."	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"Elaboración de azúcar y mieles incristalizables"		721640.4045	2078689.695	"18°47'17"""	"96°53'49"""	"Calle CARRETERA CORDOBA-CUICHAPAN"	"KM.33 "	" "	"Colonia COBOS GARCIA"	"Cuichapa"	"VERACRUZ"	"Cuichapa"	"94920"
"ISO7I2111411"	"INDUSTRIAL SOBASA S.A. DE C.V.,"	331220	"Fabricación de otros productos de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7I"	"Laminacion secundaria de hierro y acero"	"compra, venta, fabricación y comercialización de productos derivados del acero"	"PARQUE INDUSTRIAL PUEBLA 2000"	589025.5126	2108686.3079	"19°4'8"""	"98°9'13"""	"Calle  F"	"17 A"	" "		"Heróica Puebla de Zaragoza"	"PUEBLA"	"Puebla"	"72225"
"ISR2G2300411"	"INGENIO SAN RAFAEL DE PUCTÉ, S.A. DE C.V.,"	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"Producción y comercialización de azúcar de caña y miel"		321861.7845	2021723.4972	"18°16'39"""	"88°41'6"""	"Calle EJIDO PUCTE ALVARO OBREGON"	"INGENIO SAN RAFAEL DE PUCTE S/N"	"INGENIO S/N"	"Ingenio INGENIO ALVARO OBREGON"	"Javier Rojo Gómez"	"QUINTANA ROO"	"Othon P. Blanco"	"77980"
"ISU3105000303"	"INMOBILIARIA DEL SUDESTE, S.A. DE C.V.,FIESTA AMERICANA MERIDA"	721111	"Hoteles con otros servicios integrados"	"Otros"	"AY"	"Servicios de Hotel"	"HOSPEDAJE PARA TURISMO"		227747.9416	2322861.5291	"20°59'10"""	"89°37'7"""	"Calle 56"	"439"	" "	"Colonia MERIDA CENTRO"	"Mérida"	"YUCATAN"	"Merida"	"97000"
"ISW9M0803711"	"INSTRUMENTOS STEWART WARNER DE MEXICO S.A. DE C.V.,CENTRO MOTION"	334519	"Fabricación de otros instrumentos de medición, control, navegación, y equipo médico electrónico"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA INDUSTRIAL"		369327.0899	3506320.23	"31°41'5"""	"106°22'43"""	"Calle NEPTUNO"	"1917"	"3"	"Colonia SATELITE"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32540"
"ISYK93106111"	"INDUSTRIA SALINERA DE YUCATAN S.A DE C.V.,INDUSTRIA SALINERA DE YUCATÁN, S.A. DE C.V. PLANTA LAS COLORADAS"	212391	"Minería de sal"	"Quimica"	"5I"	"Produccion de acidos, bases y sales inorganicas"	"Extracción y procesamiento de sal "		229100.5422	2324262.4805	"20°59'56"""	"89°36'21"""	"Calle DOMICILIO CONOCIDO, LAS COLORADAS"	"NA "	"NA "	"Ninguno "	"Mérida"	"YUCATAN"	"Merida"	"97119"
"ITAAD2201411"	"ITALAISE, S.A. DE C.V.,ITALAISE S.A. DE C.V."	221110	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"EMPRESA DE SERVICIOS, GENERACIÓN DE ENERGÍA ELÉCTRICA Y TÉRMICA "		352266.4628	2278772.7855	"20°36'8"""	"100°25'3"""	"Calle AV. SAN DIEGO"	"1"	" "	"Colonia CARRILLO PUERTO"	"Santiago de Querétaro"	"QUERETARO"	"Queretaro"	"76138"
"ITA2G1408311"	"INGENIO TALA S.A. DE C.V.,INGENIO TALA"	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"ELABORACIÓN DE AZUCAR"		633271.2078	2285829.5235	"20°40'1"""	"103°43'14"""	"Calle KM 46CARR. FED. GDL-AMECA"	"S/N "	" "	"Ingenio INGENIO TALA"	"Tala"	"JALISCO"	"Tala"	"45300"
"ITA5T0900311"	"ITALMEX SA,ITALMEX S.A."	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"FABRICACION DE PRODUCTOS FARMACEUTICOS"		485132.4046	2134982.1424	"19°18'31"""	"99°8'29"""	"Calzada  DE TLALPAN"	"3218"	" "	"Colonia SANTA URSULA COAPA"	"Coyoacán"	"DISTRITO FEDERAL"	"Coyoacan"	"04850"
"ITCSH2300111"	"INVERSIONES TURÍSTICAS DEL CARIBE SAPI DE CV,PRESIDENTE INTERCONTINENTAL COZUMEL RESORT & SPA"	721111	"Hoteles con otros servicios integrados"	"Otros"	"AY"	"Servicios de Hotel"	"HOTEL"		501854.5451	2262876.8593	"20°27'51"""	"86°58'55"""	"Calle CARRETERA COSTERA SUR "	"KM 6.5 "	" "	"Colonia ZONA HOTELERA SUR "	"Cozumel"	"QUINTANA ROO"	"Cozumel"	"77600"
"ITC2300500222"	"IMPULSORA TURISTICA DE CANCUN SA DE CV,HOTEL DREAMS SANDS CANCUN. HOTEL OASIS VIVA"	721111	"Hoteles con otros servicios integrados"	"Otros"	"AY"	"Servicios de Hotel"	"SERVICIOS DE ALOJAMIENTO HOTELERIA"		525747.3161	2337414.6822	"21°8'15"""	"86°45'7"""	"Boulevard  Kukulkan Km 8.5"	"MZA. 250 "	"LTE. 2 "	"Ciudad ZONA HOTELERA"	"Cancún"	"QUINTANA ROO"	"Benito Juarez"	"77500"
"ITE8Q1700711"	"INDUSTRIAS TECNOS, S.A. DE C.V.,"	325920	"Fabricación de explosivos"	"Quimica"	"62"	"Produccion de explosivos"	"FABRICACIÓN DE OTROS PRODUCTOS METÁLICOS"		478954.626	2097753.945	"18°58'19"""	"99°11'59"""	"Calle CARR.FED. CUERNAVACA-TEPOZTLAN KM."	"6"	" "	"Colonia AHUATEPEC"	"Cuernavaca"	"MORELOS"	"Cuernavaca"	"62300"
"ITO1506200026"	"IQC TOLUCA, S.A. DE C.V.,IQC TOLUCA S.A. DE C.V."	325999	"Fabricación de otros productos químicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"PRODUCCIÓN DE SUSTANCIAS CUANDO EXISTE REACCIÓN QUIMICA"	" OCOYOACAC"	451694.8175	2131185.1846	"19°16'25"""	"99°27'34"""	"Calle Carretera Amomolulco Santiago y Av 16 de Septiembre"	"115"	" "		"San Pedro Cholula"	"MEXICO"	"Ocoyoacac"	"52740"
"ITP3K2901511"	"INDUSTRIAL TEXTIL DE PUEBLA SA DE CV,PLANTA TLAXCALA"	313210	"Fabricación de telas anchas de tejido de trama"	"Textiles, fibras e hilos"	"3I"	"Fabricacion de telas y sus productos"	"Tejido de ropa exterior de punto"		565780.7629	2135830.2327	"19°18'54"""	"98°22'25"""	"Calle LOTES A, B Y C"	"S/N "	" "	"Colonia SAN DIEGO XOCOYUCAN [90122]"	"San Diego Xocoyucan"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90122"
"ITP5U1505112"	"INDUSTRIAL TÉCNICA DE PINTURAS, S.A. DE C.V.,PINTURAS ACUARIO"	325510	"Fabricación de pinturas y recubrimientos"	"Pinturas y tintas"	"5U"	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"FABRICACIÓN, COMPRAVENTA, DISTRIBUCIÓN MAQUILA, IMPORTACIÓN, EXPORTACIÓN, COMISIÓN, CONSIGNACIÓN DE TODA CLASE DE PINTURAS, LACAS, BARNICES Y SUS DERIVADOS."		444629.3523	2134224.7322	"19°18'3"""	"99°31'37"""	"Calle AV. DEL PARQUE"	"MZ 10 LOTE 11 "	" "	"Colonia PARQUE INDUSTRIAL LERMA"	"Lerma de Villada"	"MEXICO"	"Lerma"	"52000"
"ITR0502700136"	"INOPLAST TRUCKS, S.A DE C.V.,"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE PARTES PLÁSTICAS PARA LA INDUSTRIA AUTOMOTRIZ"	"PARQUE INDUSTRIAL SALTILLO-RAMOS ARIZPE"	305931.9555	2829633.3378	"25°34'17"""	"100°55'55"""	"Boulevard INDUSTRIA DE LA TRANSFORMACION"	"3170"	" "		"Ramos Arizpe"	"COAHUILA"	"Ramos Arizpe"	"25900"
"ITU5X1900611"	"INDUSTRIAS TUK, S.A. DE C.V.,INDUSTRIAS TUK,S.A. DE C.V"	325520	"Fabricación de adhesivos"	"Quimica"	"5X"	"Produccion de adhesivos y selladores"	"FABRICACION Y VENTA DE CINTAS ADHESIVAS"		377597.2071	2848959.3934	"25°45'12"""	"100°13'13"""	"Boulevard BLVD. CARLOS SALINAS DE GORTARI KM 7.5"	"S/N "	"S/N "	"Colonia VALLE DEL MEZQUITAL"	"Ciudad Apodaca"	"NUEVO LEON"	"Apodaca"	"66632"
"ITV2G3020712"	"INGENIO TRES VALLES, S.A. DE C.V.,"	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"ELABORACIÓN Y COMERCIALIZACIÓN DE AZÚCAR REFINADA Y SUB PRODUCTOS"		801696.7261	2021803.4193	"18°15'52"""	"96°8'48"""	"Carretera LA TINAJA-CD. ALEMAN"	"KM. 68 "	" "	"Colonia 3 VALLES CENTRO"	"Tres Valles"	"VERACRUZ"	"Tres Valles"	"95300"
"IUN7P1504811"	"INDUSTRIAS UNIDAS, S.A. DE C.V.,"	331411	"Fundición y refinación de cobre"	"Metalurgica (incluye la siderurgica)"	"7P"	"Laminacion de cobre y sus aleaciones"	"FUNDICIÓN Y REFINACIÓN DE COBRE"	"CIUDAD INDUSTRIAL ING. ALEJO PERALTA Y DÍAZ CEBALLOS"	416848.61	2173101.352	"19°39'5"""	"99°47'35"""	"Carretera  PANAMERICANA"	"KM. 109 "	" "		"Jocotitlán"	"MEXICO"	"Jocotitlan"	"50734"
"IVC0502200006"	"INDUSTRIA VIDRIERA DE COAHUILA, S. DE R. L. DE C. V.,"	327213	"Fabricación de envases y ampolletas de vidrio"	"Vidrio"	"6Z"	"Produccion de botellas, envases y similares de vidrio"	"FABRICACIÓN DE ENVASES Y AMPOLLETAS DE VIDRIO"	"RIO ESCONDIDO"	344007.0191	3162148.9228	"28°34'36"""	"100°35'42"""	"Carretera  FEDERAL 57 km 233.200"	"90-A "	" "		"Nava"	"COAHUILA"	"Nava"	"26170"
"IVE0200200640"	"IVEMSA SA DE CV,DIVISIÓN GKN AEROSPACE"	332999	"Fabricación de otros productos metálicos"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"ELABORACIÓN DE AROS PARA TURBINAS DE AVIÓN"	"PIMSA IV"	650276.6308	3615863.5335	"32°40'12"""	"115°23'50"""	"Avenida BRASIL"	"2699"	" "		"Mexicali"	"BAJA CALIFORNIA"	"Mexicali"	"21229"
"IVE0200202187"	"IVEMSA SA DE CV,LEER"	326192	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricacion de otras partes para vehiculos automotrices "	"PIMSA III"	652093.7161	3607009.1424	"32°35'24"""	"115°22'45"""	"Calle VIA DE LA PRODUCCION"	"96"	" "		"Mexicali"	"BAJA CALIFORNIA"	"Mexicali"	"21395"
"IWA0600700022"	"IMPALA TERMINALS MEXICO, S.A. DE C.V.,IMPALA"	561990	"Otros servicios de apoyo a los negocios"	"Otros"	"ZU"	"Almacen de materiales, productos y otros"	"ALMACENAMIENTO DE ZINC, COBRE, ORO, PLATA Y PLOMO"		575407.624	2110321.9206	"19°5'3"""	"104°16'59"""	"Calle CARRETERA A MINATITLAN KM 1.5"	"S/N "	" "	"Ejido TAPEIXTLES"	"Manzanillo"	"COLIMA"	"Manzanillo"	"28239"
"JAPS71101721"	"JUNTA DE AGUA POTABLE DRENAJE ALCANTARILLADO Y SANEAMIENTO DEL MUNICIPIO DE IRAPUATO, GUANAJUATO.,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SALIDA A PUEBLO NUEVO"	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES"		252805.9972	2283977.3566	"20°38'19"""	"101°22'20"""	"Calle CARRETERA IRAPUATO-PUEBLO NUEVO"	"1699"	" "	"Ejido EL CARMEN"	"Irapuato"	"GUANAJUATO"	"Irapuato"	"36559"
"JAPTU1101711"	"JUNTA DE AGUA POTABLE DRENAJE ALCANTARILLADO Y SANEAMIENTO DEL MUNICIPIO DE IRAPUATO, GUANAJUATO.,PLANTA DE TRATAMIENTO 1 DE MAYO"	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"S7"	"Plantas de tratamiento de aguas residuales"	"Servicios Tratamiento de Aguas Residuales"		248068.871	2285110.0891	"20°38'54"""	"101°25'4"""	"Prolongación Proyecto Avenida Paseo Irapuato"	"S/N "	" "	"Colonia EX HACIENDA EL COECILLO"	"Irapuato"	"GUANAJUATO"	"Irapuato"	"36838"
"JAP2201600016"	"JUNTA DE AGUA POTABLE Y ALCANTARILLADO MUNICIPAL,JAPAM"	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"S7"	"Plantas de tratamiento de aguas residuales"	"SERVICIO DE AGUA POTABLE"		396743.1069	2259542.0201	"20°25'53"""	"99°59'23"""	"Calle DOMICILIO CONOCIDO"	"S/N "	" "	"Pueblo SAN PEDRO AHUACATLAN"	"San Juan del Río"	"QUERETARO"	"San Juan del Rio"	"76810"
"JAP2201600312"	"JUNTA DE AGUA POTABLE Y ALCANTARILLADO MUNICIPAL,JAPAM"	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"S7"	"Plantas de tratamiento de aguas residuales"	"SERVICIO DE AGUA POTABLE"		397317.9151	2258902.4976	"20°25'32"""	"99°59'3"""	"Calle ZARAGOZA PRINCIPAL SAN JUAN DEL RIO"	"S/N "	"S/N "	"Colonia COLONIA SAN PEDRO AHUACATLAN"	"San Juan del Río"	"QUERETARO"	"San Juan del Rio"	"76820"
"JCA0503500520"	"JOHNSON CONTROLS ENTERPRISES MEXICO, S. DE R.L. DE C.V.,CLARIOS PLANTA TORREÓN"	335910	"Fabricación de acumuladores y pilas"	"Metalurgica (incluye la siderurgica)"	"8Z"	"Produccion de acumuladores y pilas electricas"	"Fabricación de Acumuladores para Automóviles"	"PARQUE INDUSTRIAL LAS AMÉRICAS"	664500.175	2824453.1512	"25°31'41"""	"103°21'46"""	"Boulevard CENTRAL LOTE NO.7"	"7"	"NA "		"Torreón"	"COAHUILA"	"Torreon"	"27278"
"JCA1100700270"	"JOHNSON CONTROLS ENTERPRISES MEXICO S DE RL DE CV,PLANTA CELAYA"	335910	"Fabricación de acumuladores y pilas"	"Metalurgica (incluye la siderurgica)"	"8Z"	"Produccion de acumuladores y pilas electricas"	"Fabricación de baterías automotrices"		312327.224	2273821.1849	"20°33'14"""	"100°48'0"""	"Calle EJE NORTE SUR"	"107"	" "	"Colonia CIUDAD INDUSTRIAL"	"Celaya"	"GUANAJUATO"	"Celaya"	"38010"
"JCA1901200023"	"JOHNSON CONTROLS ENTERPRISES MEXICO S DE RL DE CV, PLANTA CIÉNEGA"	331419	"Fundición y refinación de otros metales no ferrosos"	"Metalurgica (incluye la siderurgica)"	"7L"	"Afinacion y refinacion de otros metales no ferrosos"	"Fundición secundaria de Plomo y Reciclaje de polipropileno a partir de baterías Pb-Ácido"	"Corredor Industrial Ciénega de Flores"	379303.3463	2865971.7351	"25°54'26"""	"100°12'18"""	"Carretera MONTERREY-NUEVO LAREDO KM. 11.5"	"S/N "	" "		"Ciénega de Flores"	"NUEVO LEON"	"Cienega de Flores"	"65550"
