"NRA"	"Nombre"	"Sector"	"Actividad principal SEMARNAT"	"Actividad principal"	"Coordenada UTM X"	"Coordenada UTM Y"	"Latitud Norte"	"Longitud Oeste"	"Estado"	"Delegación\Municipio"	"Calle"	"No. Exterior"	"No. Interior"	"Entre calle 1"	"Entre calle 2"	"Colonia"	"Localidad"	"Parque o puerto industrial"	"Código postal"
"LOCLJ1503911"	"MARIA CONCEPCION LOPEZ MENDEZ"	"Metalurgica (incluye la siderurgica) "	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"	0	0	"19°18'10"""	"0.98°53'3"""	"MEXICO"	"Ixtapaluca"	"4ta CERRADA DE CARRIL DEL JARAL"	"SN"	4			"EL CAPULIN"			56568
"LOM8S0803711"	"LITE ON MEXICO S DE RL DE CV"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de equipo de computo y sus perifericos"	"ENSAMBLE DE COMPUTADORAS"	363098	3507820	31.62716	-106.36829	"CHIHUAHUA"	"Juarez"	"CANDELARIA"	421				"TERRAZAS DEL VALLE"	"JUAREZ"	"INTERMEX"	62699
"LOR5J2103421"	"LORREY S.A. DE C.V."	"Quimica"	"Produccion de colorantes y pigmentos"	"PRODUCCIÓN DE COLORANTES Y PIGMENTOS (INCLUYE ORGÁNICOS E INORGÁNICOS, SÓLO CUANDO SE PROD"	0	0	"19°8'41"""	"98°16'19"""	"PUEBLA"	"Coronango"	"CAMINO DEL REY SN"	"SN"				"PREDIO RUSTICO EL MIRADOR"	"SAN FRANCISCO OCOTLAN"		72670
"LPD911000711"	"LG PHILIPS DISPLAYS MEXICO S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de focos y tubos de iluminacion"	"FABRICACION DE TUBOS DE RAYOS CATODICOS"	0	0	"25°36'13"""	"0.103°26'46"""	"DURANGO"	"Gomez Palacio"	"CARRETERA JABONOSO EL TAJITO"	"KM. 1.5"				"EJIDO CUBA"	"GOMEZ PALACIO"		35078
"LPI5T0900311"	"LABORATORIOS PiSA S.A. DE C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	0	0	19.34445	-99.16822	"DISTRITO FEDERAL"	"Coyoacan"	"MIGUEL ÁNGEL DE QUEVEDO"	555		"ALFA"	"MOCTEZUMA"	"ROMERO DE TERREROS"			4310
"LPI5T1403912"	"Laboratorios PiSA S.A de C.V"	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	0	0	20.63613	-103.3679	"JALISCO"	"Guadalajara"	"Calle 7"	1308		"calle 6"	"calle 8"	"zona industrial"	"Guadalajara"	"Zona industrial"	44940
"LPQ9M2201421"	"LINDE PULLMAN DE QUERÉTARO S.A DE C..V"	"Automotriz "	"Produccion de otras auto partes"	"FABRICACIÓN DE PRODUCTOS METAL MECANICOS AUTOMOTRICES"	350917.99	2302277	"0°0'0"""	"0°0'0"""	"QUERETARO"	"Queretaro"	"CARR. QUERÉTRO SAN LUIS POTOSÍ KM 28.5"	25	2	"AV. DE LA NORIA"	"BALDIO"	"PARQUE INDUSTRIAL QUERÉTARO"	"SANTA ROSA JAUREGUI"	"PARQUE INDUSTRIAL QURÉTARO"	76220
"LQM5I1502411"	"LIQUID QUIMICA MEXICANA S.A. DE C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCION DE CARBONATO DE CALCIO PRECIPITADO"	0	0	"19°39'0"""	"99°13'0"""	"MEXICO"	"Cuautitlan"	"CARRETERA TLALNEPANTLA CUAUTITLAN"	"KM 31.5"		"FRANCISCO VILLA"		"LOMA BONITA"		"CUAUTITLAN TULTITLAN"	54800
"LSA5T1409711"	"Laboratorios Salus, S.A. de C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"Elaboración y Venta de Medicamentos"	0	0	"20°28'17"""	"103°30'9"""	"JALISCO"	"Tlajomulco de Zuniga"	"Km. 22.5 Carretera Guadalajara-Morelia"	"Km. 22.5"				"Parque Industrial Químico Farmacéutico"	"Tlajomulco de Zúñiga"	"Parque Industrial Químico Farmacéutico"	45640
"LSC5T1510611"	"Landsteiner Scientific S.A. de C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"Importación fabricación y acondicionamiento de farmacéuticos y medicamentos"	0	0	"19°23'20"""	"99°34'15"""	"MEXICO"	"Toluca"	"Calle 6 Norte"	"Mza. 14"	"Lote H"	"eje 1 Norte"	"eje 2 Norte"	"Parque Industrial Toluca 2000"	"Toluca Estado de México"	"Toluca 2000"	50200
"LSE5T0901611"	"LABORATORIOS SENOSIAIN S.A. DE C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"FABRICACIÓN DE MEDICAMENTOS"	0	0	19.4444	-99.18099	"DISTRITO FEDERAL"	"Miguel Hidalgo"	"LAGO SILVERIO"	177	"N.A."	"LAGO BOLSENA"	"LAGUNA DE TÉRMINOS"	"ANAHUAC"	"NA"		11320
"LSI1L1503311"	"LUZENAC SIERRA S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Extraccion y/o beneficio de minerales no metalicos"	"BENEFICIO COMPRA VENTA DE MINERALES NO MELALICOS"	0	0	19.52888	-99.06975	"MEXICO"	"Ecatepec de Morelos"	"AVENIDA CENTRAL"	126		"CALLE DEL PLOMOPLOMO"	"AVENIDA DEL FERROCARRIL"	"FRACC. IND. ESFUERZO NACIONAL"	"XALOSTOC"	"FRACCIONAMIENTO INDUSTRIAL"	55320
"LSI5T1510611"	"LABORATORIOS SILANES S.A. DE C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	0	0	"19°22'1"""	"99°34'31"""	"MEXICO"	"Toluca"	"EJE 3 NTE. PROLONGACIÓN 6 NTE."	"sn"	200	"EJE 3 NTE"	"PROLONGACIÓN 6 NTE."	"PARQUE INDUSTRIAL TOLUCA 2000"	"TOLUCA"	"TOLUCA 2000"	50200
"LSO5T1403911"	"LABORATORIOS SOPHIA S.A. DE C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS OFTALMICOS"	0	0	20.67754	-103.35376	"JALISCO"	"Guadalajara"	"INDEPENDENCIA"	795		"FEDERALISMO"	"MEZQUITAN"	"CENTRO"	"GUADALAJARA"		44290
"LSP7I1510411"	"JOSE LUIS MARTINEZ ESCALONA LAMINADORA DE SOLERAS Y PERFILES"	"Metalurgica (incluye la siderurgica) "	"Laminacion secundaria de hierro y acero"	"FABRICACION DE VARILLA"	600	0	19.51501	-99.10243	"MEXICO"	"Tlalnepantla de Baz"	"INSURGENTES"	"No.72"				"SAN JUAN IXHUATEPEC"	"TLALNEPANTLA"		68240
"LUC8A0901011"	"LUCK S.A DE C.V."	"Quimica"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	0	0	19.35695	-99.2352	"DISTRITO FEDERAL"	"Alvaro Obregon"	"PROLONGACIÓN AVENIDA CENTENARIO"	1306		"BELEN DE LAS FLORES"	"ANGEL REYES"	"PUERTA GRANDE"	"ALVARO OBREGON"		1640
"LUD2F2602911"	"JULIO RAMON LUEBBERT DUARTE"	"Alimenticio y/o de consumo humano "	"Secado, salado y harinas de pescados y mariscos"	"ELABORACION DE HARINA DE PESCADO"	0	0	"27°52'44"""	"110°52'9"""	"SONORA"	"Guaymas"	"LOTE 1 MANZANA C Y D"	"SN"				"PARQUE INDUSTRIAL"	"GUAYMAS"	"RODOLFO SANCHEZ TABOADA"	85485
"LUPHI1511511"	"DR. JOAQUIN DE LA LUZ PORTILLO O SANATORIO SANTA ROSA"	"Servicios de salud y de asistencia"	"Clinicas, centros de salud y consultorios"	"CONSULTA. CURACIONES. PARTOS Y CIRUGIAS E INTERNAMIENTO"	0	0	19.48569	-99.18608	"MEXICO"	"Xonacatlan"	"RAMOS MILLAN SUR No.1"	1		"VENUSTIANO CARRANZA"	"CARRETERA CANAL"	"CENTRO"	"XONACATLAN"		52060
"LVA5T0901211"	"LABORATORIOS VALDECASAS S.A."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"LABORATORIO DE PRODUCTOS MEDICINALES"	0	0	"19°17'2"""	"0.99°10'29"""	"DISTRITO FEDERAL"	"Tlalpan"	"AV. INSURGENTES"	4058		"ARENAL"	"CALVARIO"	"TLALPAN"			14430
"LVI6Z1505711"	"LATINOAMERICANA DE VIDRIO S.A. DE C.V."	"vidrio"	"Produccion de botellas, envases y similares de vidrio"	"PRODUCCIÓN DE BOTELLAS, ENVASES Y SIMILARES DE VIDRIO (SÓLO CUANDO SE ELABORA EL VIDRIO; N"	0	0	19.47071	-99.22601	"MEXICO"	"Naucalpan de Juarez"	"GENERAL AGUSTIN MILLAN"	10		"16 DE SEPTIEMBRE"	"PERIFERICO"	"SAN ANDRES ATOTO"	"ESTADO DE MEXICO"	"SAN ANDRES ATOTO"	53000
"LVMHH1403911"	"Laboratorios Virbac México, S.A. de C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"Elaboracion y venta de medicina veterinaria oficinas administrativas exclusivamente"	0	0	20.68274	-103.39801	"JALISCO"	"Guadalajara"	"Mayas"	3305		"Lancadones"	"Rincón del Nardo"	"Fraccionamiento Monraz"	"Guadalajara"	"Fraccionamiento Monraz"	44670
"LWS8V2603011"	"LEONI WIRING SYSTEMS MEXICANA S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION DE CABLES Y ARNESES PARA LA INDUSTRIA AUTOMOTRIZ"	0	0	"29°5'52"""	"111°1'24"""	"SONORA"	"Hermosillo"	"BLVD. Dr. Antonio Quiroga Sin número."	"sn"				"Parque industrial Progreso"	"Hermosillo"	"PARQUE INDUSTRIAL PROGRESOS"	83220
"LZA5T1412011"	"LABORATORIOS ZAFIRO S.A. DE C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	0	0	20.6263	-103.42911	"JALISCO"	"Zapopan"	"CIRCUNVALACIÓN NORTE"	56		"LA CALMA"	"CIRCUNVALACIÓN SUR"	"LAS FUENTES"	"ZAPOPAN"		45070
"LZE5T0900311"	"LABORATORIOS ZERBONI S.A."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS"	2152750	488450	19.30384	-99.11014	"DISTRITO FEDERAL"	"Coyoacan"	"ANAHUAC"	147		"RANCHO VISTA HERMOSA"	"CALZADA DEL HUESO"	"MIRADOR EXHACIENDA DE COAPA"	"DF"		4950
"MAC9L0500211"	"Maquiladora de Acuña S.A. de C.V."	"Automotriz "	"Produccion de partes para el sistema de frenos automotriz"	"PRODUCCIÓN DE PARTES PARA EL SISTEMA DE FRENOS AUTOMOTRIZ (SÓLO MEDIANTE PROCESOS TÉRMICOS"	0	0	"29°20'21"""	"0.1°59'25"""	"COAHUILA"	"Acuna"	"Carretera Presa La Amistad"	"Km. 6.5"					"Acuña"	"Parque Industrial Amistad"	26248
"MAC9L0803711"	"Morse Automotive Corporation México S de R. L de C.V."	"Automotriz "	"Produccion de partes para el sistema de frenos automotriz"	"PRODUCCIÓN DE PARTES PARA EL SISTEMA DE FRENOS AUTOMOTRIZ (SÓLO MEDIANTE PROCESOS TÉRMICOS"	361628.756	3506863.91	31.69174	-106.45884	"CHIHUAHUA"	"Juarez"	"Magneto"	2035		"Cid"	"Oliver Cronwell"	"Parque Industrial Fernández"	"Cd Juárez"	"Parque Industrial Fernández"	32649
"MAC9M0600211"	"Manufactura Avanzada de Colima S. A. de C. V."	"Automotriz "	"Produccion de otras auto partes"	"Maquiladora de comra-venta de productos eléctricos para la industria automotriz"	638698	2130242	"19°14'36.04"""	"103°43'29.10"""	"COLIMA"	"Colima"	"Blvd. Marcelino García Barragán"	"NA"	1	"Tercer anillo periférico"	"Prolongación tercer anillo Periférico"	"El Diezmo"	"Colima"	"Parte Oriente de la Ciudad"	28000
"MAD301410511"	"LA MADRILEÑA S.A. DE C.V."	"Bebidas y tabaco"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"ELABORACION DE TEQUILA Y AGUARDIENTE"	0	0	"20°32'58"""	"0.102°48'21"""	"JALISCO"	"Tototlan"	"KM 64 CARRETERA GUADALAJARA LA PIEDAD"	"SN"		"NA"	"NA"	"NA"	"TOTOTLAN"		47730
"MAE7N1101711"	"Cia Manufacturera de Artefactos Electricos S.A.de C.V."	"Metalurgica (incluye la siderurgica) "	"Afinacion y refinacion de cobre"	"Fabricación de Alambre Magneto Núcleos de Acero al Slicio y Solera de Latón ."	0	0	20.67471	-101.33634	"GUANAJUATO"	"Irapuato"	"Boulevard Solidaridad"	9363		"José Iturbide."	"Prolongación Alvaro Obregon"	"Los Hoyos."			36510
"MAG5I0502711"	"MAGNELEC S.A. DE C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"ACONDICIONAMIENTO DE OXIDO DE MAGNESIO PARA USOS INDUSTRIALES"	0	0	"25°30'58"""	"100°57'46"""	"COAHUILA"	"Ramos Arizpe"	"BOULEVARD INDUSTRIAS"	1800					"RAMOS ARIZPE"	"CORREDOR INDUSTRIAL DE RAMOS ARIZPE"	25900
"MAGND0900611"	"METALES AGUILA S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fundicion y moldeo de piezas de metales no ferrosos"	"COMERCIALIZACION Y FUNDICION DE TODA CLASE DE METALES NO FERROSOS"	0	0	"19°21'30"""	"99°05'05"""	"DISTRITO FEDERAL"	"Iztacalco"	"CALLE 6"	238	238	"AV. XOCHIMILCO"	"AV. NORTE"	"AGRÍCOLA PANTITLAN"	"ND"		8100
"MAL7X2804011"	"Maltex S.A. de C.V."	"Articulos y productos metalicos "	"Fabricacion de articulos y productos metalicos"	"Fabricacion de puertas metálicas"	0	0	"25°47'0"""	"97°47'0"""	"TAMAULIPAS"	"Valle Hermoso"	"Brecha 122 km 68"	"SN"				"NA"	"poblado Anahuac"		87510
"MAM7T1100411"	"MA. DE LOS ANGELES MORENO MANJARREZ"	"Metalurgica (incluye la siderurgica) "	"Mineria de hierro"	"FUNDICION Y MOLDEO DE PIEZAS DE HIERRO Y ACERO"	0	0	"20°26'45"""	"100°37'12"""	"GUANAJUATO"	"Apaseo el Alto"	"CAM. A LA CAÑADA DE LA COM. EL CEDAZO"	"SN"						"CENTRO ESCASAMENTE POBLADO"	38500
"MAP9M1000711"	"METZELER Automotive Profile Systems Mexico S.A. de C.V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	0	0	25.57247	-103.45713	"DURANGO"	"Gomez Palacio"	"Blvd. Gomez Palacio"	265	"N A"	"Lerdo de Tejada"	"Prolongacion Valle del Guadiana"	"3a etapa P.I.L."	"GOMEZ PALACIO"	"Parque Industrial Lagunero"	35070
"MAPSP0806511"	"Minas de la Alta Pimeria S.A. de C.V."	"Metalurgica (incluye la siderurgica) "	"Mineria de otros minerales metalicos no ferrosos"	"Mineria"	212670	2988808	"26°59'47"""	"107°54'23"""	"CHIHUAHUA"	"Urique"	"."	"."		"."	"."	"."	"El Sauzal"	"Ejido Piedras Verdes"	33433
"MARND2903111"	"METALURGICA ARTESANAL S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Afinacion y laminacion de aluminio"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS."	0	0	"19°30'6"""	"98°3'14"""	"TLAXCALA"	"Tetla de la Solidaridad"	"EJE NORTE"	11		"EJE NORTE"	"CARR. A LA LAZARO CARDENAS"	"CD. IND. XICOTENCATL"	"TETLA"	"CD IND XICOHTENCATL"	90430
"MAS9M1100741"	"Meridian Automotive Systems de México. S. de R. L. de C. V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	0	0	20.55218	-100.81234	"GUANAJUATO"	"Celaya"	"Avenida México Japón"	400		"Norte 5"	"Avenida México Japón"	"Ciudad Industrial"	"Celaya"	"Ciudad Industrial Celaya"	38010
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"Metalurgica (incluye la siderurgica) "	"Mineria de manganeso"	"MINERÍA DE MANGANESO (SÓLO INCLUYE BENEFICIO)."	526850.7	2318756.14	"20°58'4"""	"98°44'37"""	"HIDALGO"	"Lolotla"	"Domicilio conocido"	"S N"					"Ayotetla"	"Predio"	43130
"MAU7F1000712"	"COMPAÑIA MINERA AUTLAN S.A.B. DE C.V PLANTA GOMEZ PALACIO"	"Metalurgica (incluye la siderurgica) "	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"	0	0	25.63977	-103.43755	"DURANGO"	"Gomez Palacio"	"KM 9 CARR. GOMEZ PALACIO A FCO I MADERO"	"NA"		"NA"	"NA"	"NA"	"GOMEZ PALACIO"	"PERIFERIA"	35000
"MAV6E1403911"	"MAVEL Y CIA. S.A. DE C.V."	"Articulos y productos plasticos "	"Fabricacion de productos y articulos de plastico"	"FABRICACION COMPRA VENTA MAQUILA DE BOLSAS DE POLIETILENO Y ARTICULOS DE PLASTICO"	0	0	20.65899	-103.37865	"JALISCO"	"Guadalajara"	"M A N G O"	"1 4 9 4"		"P I N O"	"E U C A L I P T O"	"DEL FRESNO"	"GUADALAJARA"		44900
"MAV970803711"	"Manufacturas Avanzadas S.A. de C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de Televisiones"	0	0	31.60753	-106.37583	"CHIHUAHUA"	"Juarez"	"Boulevard Independencia"	2151				"Parque Industrial Salvarcar"	"Cd Juarez"	"Salvarcar"	32590
"MAX190261111"	"MOLINOS AZTECA S.A. DE C.V."	"Alimenticio y/o de consumo humano "	"Produccion de harinas"	"ELABORACION DE HARINA DE MAIZ NIXTAMALIZADO"	0	0	25.70103	-100.23312	"NUEVO LEON"	"Guadalupe"	"AVE. RUIZ CORTINES OTE."	2002		"PRIV. ROBERTO M. GONZALEZ"		"LA PURISIMA"			67110
"MBA121001911"	"COMPAÑÍA MINERA BASIS S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Mineria de oro"	"EXPLOTACIÓN Y BENEFICIO DE MINERALES DE ORO Y PLATA"	0	0	"24°33'11"""	"105°53'6"""	"DURANGO"	"Otaez"	"N/A"	"N/A"		"N/A"	"N/A"	"N/A"	"N/A"	"LOS PARAJES DE BACIS ZONA DE LAS QUEBRADAS"	34000
"MBA5I1503311"	"Mallinckrodt Baker S.A. de C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"FABRICACIÓN Y VENTA DE PRODUCTOS QUÍMICOS BASICOS"	2306487	448967	19.52595	-99.07145	"MEXICO"	"Ecatepec de Morelos"	"Plomo"	2		"Av. Central"	"Av. del Hierro"	"Esfuerzo NacionalL"	"Xalostoc"	"Esfuerzo Nacional Xalostoc"	55320
"MBELM1510411"	"MEXBESTOS S.A. DE C.V."	"Asbesto"	"Autopartes para transportes fabricadas con asbesto"	"AUTOPARTES PARA TRANSPORTES FABRICADOS CON ASBESTO; INCLUYE CLUTCH, FRENOS Y JUNTAS, CUAND"	0	0	19.50414	-99.212	"MEXICO"	"Tlalnepantla de Baz"	"CALZADA DE LAS ARMAS"	150		"GUILLERMO BARROSO"	"SAN AGUSTIN"	"FRACCIONAMIENTO INDUSTRIAL LAS ARMAS"	"ESTADO DE MEXICO"	"FRACCIONAMIENTO INDUSTRIAL LAS ARMAS"	54080
"MBR1W1101711"	"MARBRAN S.A. DE C.V."	"Alimenticio y/o de consumo humano "	"Congelacion de productos alimenticios"	"EMPAQUE Y CONGELAMIENTO DE VEGETALES"	0	0	20.65741	-101.34171	"GUANAJUATO"	"Irapuato"	"BLVD. SAN ROQUE"	1540				"18 DE AGOSTO"	"IRAPUATO"		36590
"MBR1Z1101711"	"MARBRAN S.A. DE C.V. PLANTA II IRAPUATO"	"Alimenticio y/o de consumo humano "	"Preparacion y envasado alimentos"	"EMPAQUE Y CONGELAMIENTO DE VEGETALES"	0	0	"21°28'50"""	"108°42'17"""	"GUANAJUATO"	"Irapuato"	"CARRETERA IRAPUATO LA PIEDAD"	"KM 6.5"					"IRAPUATO"	"CORREDOR INDUSTRIAL"	38827
"MBR1Z1101811"	"MARBRAN S.A. DE C.V. PLANTA III JARAL"	"Alimenticio y/o de consumo humano "	"Preparacion y envasado alimentos"	"EMPAQUE Y CONGELAMIENTO DE VEGETALES"	0	0	"20°24'14"""	"101°2'39"""	"GUANAJUATO"	"Jaral del Progreso"	"CARRETERA JARAL CORTAZAR"	"KM 4.5"					"JARAL DEL PROGRESO"	"ZONA INDUSTRIAL"	38470
"MBS140800511"	"Minera Bismark S.A de C.V"	"Metalurgica (incluye la siderurgica) "	"Mineria de zinc y plomo"	"Extracción y beneficio de minerales"	253373.5166	3458450.0974	"31°14'14"""	"0.107°35'21"""	"CHIHUAHUA"	"Ascension"	"Av. Arboledas"	"SN"		"NA"	"NA"	"Bismark"	"Ascención"	"Zona Rural"	31821
"MCI7T0503012"	"Manufacturas Cifunsa, S.A. de C.V. Planta 3"	"Automotriz "	"Produccion de otras auto partes"	"Fundición de Monoblocks y partes Automotrices"	700826.213	2816781.445	25.45346	-100.99721	"COAHUILA"	"Saltillo"	"Boulevard Isidro López Zertuche"	4003		"Calzada Luis Echeverría Alvarez"	"Juan de la Barrera"	"Rio Bravo"	"Saltillo"	"Corredor Industrial"	25230
"MCM7I1403911"	"MOLYCOP MEXICO S.A DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fundicion y moldeo de piezas de hierro y acero"	"FABRICACION DE BOLAS DE ACERO Y PRODUCTOS SIMILARES"	0	0	"20°38'9"""	"103°20'29"""	"JALISCO"	"Guadalajara"	"RAMAL DEL FERROCARRIL A ZONA INDUSTRIAL"	"501B"		"LAZARO CARDENAS"	"CAMINO ANTIGUO A LA AVIACION"	"LA NOGALERA"			44440
"MCM9M0502721"	"MAHLE COMPONENTES DE MOTOR DE MEXICO S DE RL DE CV"	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	305993	2828429	25.55982	-100.93193	"COAHUILA"	"Ramos Arizpe"	"BLVD DEL PARQUE INDUSTRIAL"	3045		"AVENIDA LAS TORRES"	"INDUSTRIA AUTOMOTRIZ"	"NA"	"RAMOS ARIZPE"	"PARQUE INDUSTRIAL RAMOS ARIZPE"	25900
"MCO152604111"	"MEXICANA DE COBRE S.A. DE C.V. UNIDAD LA CARIDAD"	"Metalurgica (incluye la siderurgica) "	"Mineria de cobre y niquel"	"EXTRACCION Y BENEFICIO DE MINERALES"	0	0	"30°21'0"""	"109°33'0"""	"SONORA"	"Nacozari de Garcia"	"KM 21 CARRETERA NACOZARI AGUA PRIETA"	"SN"		"SC"	"SC"	"SC"	"NACOZARI DE GARCIA"	"INSTALACIONES PROPIAS"	84340
"MCO5P1505111"	"MONSANTO COMERCIAL SA DE CV"	"Quimica"	"Produccion de plaguicidas y otros quimicos agricolas"	"PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRICOLAS (INCLUYE PRODUCTOS ORG E INORG)"	0	0	19.30222	-99.53526	"MEXICO"	"Lerma"	"Avenida del Cerrillo"	17		"Esquina Avenida de las Partidas"		"Parque Ind El Cerrillo"	"Lerma"		52000
"MCUMJ1101511"	"COMPAÑIA MINERA DEL CUBO S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Mineria de plata"	"MINERÍA DE PLATA (SÓLO INCLUYE BENEFICIO)."	272752	2323701	"21°1'41"""	"101°15'38"""	"GUANAJUATO"	"Guanajuato"	"DOMICILIO CONOCIDO MINERAL DEL CUBO"	"SN"				"SC"	"MINERAL DEL CUBO"	"COMUNIDAD RURAL"	36250
"MDI4B0803711"	"MANUFACTURAS DIVRSIFICADAS S.A. DE C.V."	"Textiles, fibras e hilos "	"Confeccion de prendas de vestir"	"ENSAMBLE DE ROPA DESECHABLE PARA USO Y-O CONSUMO DE HOSPITAL"	0	0	31.69876	-106.43815	"CHIHUAHUA"	"Juarez"	"AV. VALENTIN FUENTES"	3130		"RAMON RIVERA LARA"	"J.M. RIOS"	"KM. 5"			32625
"MDM6X1902611"	"MAGNA DONNELLY MONTERREY SA DE CV."	"vidrio"	"Produccion de espejos, lunas y similares"	"FABRICACION DE ESPEJOS AUTOMOTRICES"	0	0	25.70689	-100.17957	"NUEVO LEON"	"Guadalupe"	"AVENIDA DIA DEL EMPRESARIO"	2000		"AVENIDA RUIZ CORTINEZ"	"ANTIGUA CARRETERA A DULCES NOMBRES"	"MIXCOAC"	"GUADALUPE"		67110
"MDM9I0100511"	"MOTO DIESEL MEXICANA S.A. DE C.V."	"Automotriz "	"Produccion de motores automotrices a gasolina y diesel"	"FABRICACION DE AUTOPARTES A DIESEL Y GASOLINA-ENSAMBLE DE MOTORES DIESEL"	779011.882	2421730.942	"21°57'0"""	"102°17'12"""	"AGUASCALIENTES"	"Jesus Maria"	"KM. 8.5 CARRETERA FEDERAL No. 45"	"SIN No."				"ZONA INDUSTRIAL NORTE"		"CORREDOR INDUSTRIAL NORTE"	20140
"MDR5T0900511"	"MONTICELLO DRUG COMPANY S.A."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	0	0	19.47618	-99.11977	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"AMATISTA ESQ. JOYAS"	54		"ACERINA"	"AMATISTA"	"ESTRELLA"			7810
"MEJ8T0803711"	"MOTORES ELECTRICOS DE JUAREZ S. DE R.L. DE C.V. PLANTA FME"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de motores electricos"	"FABRICACION DE MOTORES ELECTRICOS FRACCIONARIOS"	0	0	31.68851	-106.45123	"CHIHUAHUA"	"Juarez"	"DEPORTISTAS"	7825		"AVE. ADOLFO LOPEZ MATEOS"	"EJE VIAL JUAN GABRIEL"	"PARQUE IND. GEMA"	"CD JUAREZ"	"PARQUE INDUSTRIAL JUAREZ SECCION GEMA"	32630
"MEJ8T0803712"	"Motores Electricos de Juarez S. de R.L. de C.V. Planta FCDM"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de motores electricos"	"Fabricacion de tapas de aluminio y rotores para motores electricos"	0	0	31.65685	-106.42895	"CHIHUAHUA"	"Juarez"	"Blvd. Zaragoza"	6950		"Carr. Panamericana"	"Costa de Marfil"	"Fracc. Oasis"	"Juarez"		32690
