"NRA"	"Nombre"	"Sector"	"Actividad principal SEMARNAT"	"Actividad principal"	"Coordenada UTM X"	"Coordenada UTM Y"	"Latitud Norte"	"Longitud Oeste"	"Estado"	"Delegación\Municipio"	"Calle"	"No. Exterior"	"No. Interior"	"Entre calle 1"	"Entre calle 2"	"Colonia"	"Localidad"	"Parque o puerto industrial"	"Código postal"
"HYUMC3105011"	"HIDROGENADORA YUCATECA S.A. DE C.V."	"Quimica"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCIÓN DE ACEITES Y GRASAS COMESTIBLES"	0	0	"20°55'48"""	"0.89°40'52"""	"YUCATAN"	"Merida"	17	"409 A"				"CIUDAD INDUSTRIAL"	"MERIDA"	"CUIDAD INDUSTRIAL FELIPE CARRILLO PUERTO"	97288
"IAJ7L1409811"	"INDUSTRIA DE ACUMULADORES DE JALISCO S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Afinacion y refinacion de otros metales no ferrosos"	"FUNDICIÓN DE METALES NO FERROSOS REDUCCIÓN DE PLOMO"	0	0	"20°35'40"""	"0.103°18'54"""	"JALISCO"	"Tlaquepaque"	"SAN MARTIN"	356		"ROSARIO"	"EMILIANO ZAPATA"	"LA DURAZNERA"	"LA DURAZNERA"		45580
"IAJ9M0101111"	"Industria de Asiento Superior S..A de C.V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	2431077	780977	21.96251	-102.27945	"AGUASCALIENTES"	"San Francisco de los Romo"	"CIRCUITO AGUASCALIENTES SUR"	117		"Vías del Ferrocarril"	"Carretera a Loreto."	"PARQUE INDUSTRIAL DEL VALLE DE AGS."	"SAN FRANCISCO DE LOS ROMO"	"PARQUE INDUSTRIAL DEL VALLE DE AGUASCALIENTES"	20355
"IAL2G2018411"	"INGENIO ADOLFO LOPEZ MATEOS S. A. DE C. V."	"Alimenticio y/o de consumo humano "	"Ingenios azucareros"	"PRODUCCION DE AZUCAR REFINADA"	801500	1997850	"18°3'9"""	"96°9'8"""	"OAXACA"	"San Juan Bautista Tuxtepec"	"CONOCIDO"	"S. N."				"SAN ANTONIO EL ENCINAL"	"TUXTEPEC"	"KM 5 CARRETERA TUXTEPEC OAXACA"	68360
"IAPEA2403611"	"Ingenio Alianza Popular S.A. de C.V."	"Alimenticio y/o de consumo humano "	"Ingenios azucareros"	"Elaboración de Azúcar Estándar y Mieles"	469277460	2249085955	"21°50'0"""	"99°23'0"""	"SAN LUIS POTOSI"	"Tamasopo"	"Domicilio Conocido SN"	"sn"	"sn"	"sn"	"sn"	"sn"	"Tambaca"		79730
"IAW9A1100711"	"INDUSTRIAS ACROS WHIRLPOOL S.A. DE C.V. PLANTA ERNA"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de lavadoras de ropa de uso domestico"	"Fabricación venta y servicio de aparatos eléctricos paral hogar lavadoras y refrigeradores"	0	0	"20°30'58"""	"100°51'33"""	"GUANAJUATO"	"Celaya"	"KM 280 CARRETERA PANAMERICANA"	"NA"	"NA"	"CAMINO VECINAL A ESTRADA"	"CARRETERA PANAMERICANA"	"PREDIO LA PROVIDENCIA"	"CELAYA"	"CORREDOR INDUSTRIAL"	38020
"IBMN90803711"	"INDUSTRIAS BM DE MEXICO S.A. DE C.V."	"Articulos y productos plasticos "	"Fabricacion de productos y articulos de plastico"	"INYECCION Y MOLDEO DE PIEZAS DE PLASTICO PARA TELEVISORES Y PARTES DE AUTOMOVILES."	0	0	31.67725	-106.44586	"CHIHUAHUA"	"Juarez"	"EJE VIAL JUAN GABRIEL"	5440				"REVOLUCION MEXICANA"	"JUAREZ"		32650
"IBS272801611"	"INDUSTRIA BASICA DE SABILA S.A. DE C.V."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"PROCESAMIENTO DE HOJA DE SABILA"	455815	2682651	"24°15'22"""	"99°26'7"""	"TAMAULIPAS"	"Hidalgo"	"KM. 77 CARRETERA VICTORIA MONTERREY"	"SN"				"SN"	"POBLADO EL TOMASEÑO"		87805
"ICAND0900211"	"COMPAÑIA INDUSTRIAL Y COMERCIAL DEL AGUA S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fundicion y moldeo de piezas de metales no ferrosos"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS."	482500	2155400	"19°29'33"""	"99°9'59"""	"DISTRITO FEDERAL"	"Azcapotzalco"	"PONIENTE 134"	779		"NORTE 59"	"CEYLAN"	"INDUSTRIAL VALLEJO"	"AZCAPOTZALCO"	"PARQUE INDUSTRIAL VALLEJO"	2300
"ICE561000511"	"Industrias Centauro SA de CV"	"Celulosa y papel"	"Produccion de papel"	"PRODUCCIÓN DE PAPEL."	1760883	2948799	"24°1'1"""	"104°23'35"""	"DURANGO"	"Durango"	"Cuesta El Registro"	"sn"					"Durango"	"km 26 Carretera Durango México"	34348
"ICM581904811"	"INLAND CORRUGADOS DE MONTERREY SA DE CV"	"Celulosa y papel"	"Fabricacion de articulos y productos de papel y/o carton"	"FABRICACIÓN Y VENTA DE CAJAS DE CARTÓN CORRUGADO"	0	0	"25°41'54.47"""	"100°28'7.84"""	"NUEVO LEON"	"Santa Catarina"	"CARRETERA A VILLA DE GARCIA KM 2.5"	"sn"	"sn"	"CARRETERA A SALTILLO"	"LIBRAMIENTO NORESTE"	"EL PALMAR"			66350
"ICO5T0900711"	"Compañia Internacional de Comercio S.A. de C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"Fabrica de medicamentos a base de mezclas"	0	0	19.32239	-99.08286	"DISTRITO FEDERAL"	"Iztapalapa"	"Monzón"	184		"Av. 11"	"4a de Monzón"	"Cerro de la Estrella"			9860
"IDA741305011"	"INDUSTRIA DAYI S.A. DE C.V."	"Cemento y Cal"	"Produccion de cal"	"FABRICACION DE CAL HIDRATADA"	0	0	"20°15'50"""	"0.99°10'54"""	"HIDALGO"	"Progreso de Obregon"	"CARRETERA PROGRESO IXMIQUILPAN"	"Km 7.3"		"ND"	"ND"	"XOCHITLAN"	"XOCHITLAN"	"SEGREGADO INDUSTRIA EXTRACTIVA"	42730
"IDA9M1403911"	"INDUSTRIA DISEÑADORA DE AUTOPARTES SA DE CV."	"Automotriz "	"Produccion de otras auto partes"	"FABRICACION DE ACCESORIOS AUTOMOTRICES"	0	0	20.63767	-103.37031	"JALISCO"	"Guadalajara"	"CALLE 2 No 2731"	2731		"LOPEZ DE LEGAZPI"	"CALLE 5"	"ZONA INDUSTRIAL"	"GUADALAJARA"	"ZONA INDUSTRIAL DE GUADALAJARA"	44940
"IDELQ3003911"	"INDUSTRIAS DERIVADAS DEL ETILENO S. A DE C.V."	"Petroleo y petroquimica "	"Produccion de petroquimicos secundarios"	"PRODUCCIÓN DE PETROQUÍMICOS SECUNDARIOS. PRINCIPALMENTE ETILENGLICOLES Y ETANOLAMINAS"	2809351	312288	"18°7'52"""	"94°22'17"""	"VERACRUZ"	"Coatzacoalcos"	"Km 4.2 BOULEVARD A RABON GRANDE"	"SN"				"PARQUE INDUSTRIAL PETROQUIMICO MORELOS"	"COATZACOALCOS"	"PARQUE INDUSTRIAL PETROQUIMICO MORELOS."	96400
"IDEMB2111411"	"INDUSTRIAS DERIVADAS DEL ETILENO S.A. DE C.V."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"FABRICACIÓN Y COMERCIALIZACIÓN DE PRODUCTOS PETROQUÍMICOS SECUNDARIOS PROPILENGLICOLES"	2406779	399121	"19°3'43"""	"98°09'56"""	"PUEBLA"	"Puebla"	"PROLONGACIÓN DEFENSORES DE LA REPUBLICA"	1001				"ZONA INDUSTRIAL"	"PUEBLA"	"PUEBLA 2000"	72226
"IEI8J0200511"	"INTERNACIONAL DE ELEVADORES S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales"	"FABRICACION DE ELEVADORES ELECTRONICOS"	0	0	"32°23'16"""	"0.117°3'31"""	"BAJA CALIFORNIA"	"Playas de Rosarito"	"KM. 20.6 CARRETERA TIJUANA ENSENADA"	"SN"				"VERACRUZ"	"PLAYAS DE ROSARITO"		22710
"IEMAD1903911"	"IBERDROLA ENERGÍA MONTERREY S.A. DE C.V. PLANTA DE COGENERACIÓN MONTERREY F T"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELÉCTRICA Y VAPOR"	0	0	"25º41'32"""	"100º19'08"""	"NUEVO LEON"	"Monterrey"	"MIGUEL BARRAGÁN PTE"	702		"ALFONSO REYES"	"AMADO NERVO"	"INDUSTRIAL"	"MONTERREY"		64440
"IEMAD1904111"	"IBERDROLA ENERGIA MONTERREY CENTRAL DE CICLO COMBINADO DULCES NOMBRES"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	0	0	"25º43'03.82"""	"100º05'51.32"""	"NUEVO LEON"	"Pesqueria"	"KM 12.5 CARR. MONTERREY DULCES NOMBRES"	"NA"				"NA"	"PESQUERIA"		66650
"IEP6J1306911"	"INDUSTRIAL DE ESPUMAS PLASTICAS S.A. DE C.V."	"Quimica"	"Fabricacion de productos de espumas de poliestireno expandible"	"FABRICACIÓN DE PRODUCTOS DE ESPUMAS DE POLIESTIRENO EXPANDIBLE"	600	300	19.821	-98.96155	"HIDALGO"	"Tizayuca"	"EJE ORIENTE PONIENTE"	"MZ17"	"LT1"			"CD. IND. TIZAYUCA"	"TIZAYUCA"	"CD INDUSTRIAL TIZAYUCA"	43800
"IFA4T2201211"	"INDUSTRIAS FARWEL SA DE CV"	"Madera y Productos "	"Fabricacion de productos y articulos de madera"	"FABRICACIÓN DE MUEBLES PARA OFICINA"	378046	2271169	"20°31'55"""	"100°10'5"""	"QUERETARO"	"Pedro Escobedo"	"KM. 1.5 CARRETERA LA PALMA EL AHORCADO"	"S.N"				"LA PALMA"	"LA PALMA"	"PIE DE CARRETERA"	76700
"IFA5W1605311"	"Industrial la Fama S. A. de C.V."	"Quimica"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O"	0	0	"19°43'35"""	"101°08'40"""	"MICHOACAN"	"Morelia"	"Oriente 4"	146		"Eje Norte Sur"	"Andador"	"Ciudad industrial"	"Morelia"	"Ciudad Industrial Morelia"	58200
"IFA8B2803211"	"INDUSTRIA FABRICADORA DE ALUMINIO S. DE R.L.D E C.V."	"Articulos y productos metalicos "	"Fabricacion de articulos y productos metalicos"	"ENSAMBLE DE REJILLAS DE ALUMINIO PARA DUCTOS DE AIRE ACONDICIONADO"	0	0	"26°2'40"""	"98°22'0"""	"TAMAULIPAS"	"Reynosa"	"AVENIDA CENTRAL DEL NORTE"	"SN"		"AVENIDA IND. DEL NORTE"	"FOMENTO INDUSTRIAL"	"PARQUE IND. DEL NORTE"	"REYNOSA"	"PARQUE INDUSTRIAL DEL NORTE"	88700
"IFH9M2802711"	"Industrias FronterizasHLI S.A. de C.V."	"Automotriz "	"Produccion de otras auto partes"	"Manufactura Producción Fundición Importación y Exportación de Múltiples de Admisión y esca"	2241970	1324765	27.48151	-99.54443	"TAMAULIPAS"	"Nuevo Laredo"	"Manuel avila camacho"	"Mza. 3"	"L 8Y9"	"Guatemala"	"Iturbide"	"Hipodromo"	"Nuevo Laredo"	"O L Longoria"	88170
"IFHLJ0100511"	"Industrial Fundidora Hidráulica S.A. de C.V."	"Metalurgica (incluye la siderurgica) "	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE Y DE OTROS MATERIALES ME"	1942600	2710439	"21°57'16.86"""	"102°21'17.66"""	"AGUASCALIENTES"	"Jesus Maria"	"Carr. a Los Arquitos Km. 4"	"SN"					"Los Arquitos"	"Comunidad Los Arquitos"	20996
"IFM5I1103211"	"INNOPHOS FOSFATADOS DE MEXICO S. DE R.L. DE C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES INORGÁNICAS."	352100	2320499	"20°58'45"""	"100°25'22"""	"GUANAJUATO"	"San Jose Iturbide"	"CARRETERA NO. 57 QRO. A SLP. KM. 47"	"NA"	"NA"	"NA"	"NA"	"LA CANTERA"	"SAN JOSE ITURBIDE"	"MISSION HILLS EN SAN JOSE ITURBIDE GUANAJUATO"	37980
"IFMMB3003911"	"INNOPHOS FOSFATADOS DE MEXICO S. DE R.L. DE C.V."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	0	0	"18°7'39"""	"94°23'46"""	"VERACRUZ"	"Coatzacoalcos"	"AVENIDA 5 Y 12"	"NA"					"PAJARITOS"	"COMPLEJO INDUSTRIAL PAJARITOS"	96380
"IFU5U0200111"	"INDUSTRIAS FULMEX S.A. DE C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO"	0	0	"31°52'52"""	"116°37'10"""	"BAJA CALIFORNIA"	"Ensenada"	"AVE. GASTELUM Y CALLE 15 SIN NUMERO"	"SN"		"AVE. GASTELUM"	"CALLE 15"	"ZONA CENTRO"	"ENSENADA"		22800
"IGD2T0200411"	"Industrial de Grasas y Derivados, S.A. de C.V."	"Alimenticio y/o de consumo humano "	"Produccion de sebo y harina de hueso y carne"	"Procesamiento de sebo crudo hueso y desperdicios carnicos"	0	0	"32°28'29"""	"116°44'69"""	"BAJA CALIFORNIA"	"Tijuana"	"Carretera libre Tijuana-Tecate Km.36"	"NA"				"El Carricito"	"Tijuana La Presa"	"Zona Rural"	22680
"IGO8A0900211"	"INDUSTRIAS GONHER S.A."	"Quimica"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	0	0	19.48296	-99.17904	"DISTRITO FEDERAL"	"Azcapotzalco"	"SAN ESTEBAN"	52		"STO. TOMAS"	"ACALOTENCO"	"SAN SEBASTIAN"			2020
"IGOEA0707811"	"INMUEBLES DEL GOLFO SA DE CV PLANTA SAN CRISTOBAL"	"Bebidas y tabaco"	"Produccion de refrescos"	"EMBOTELLADOR DE BEBIDAS CARBONATADAS"	0	0	"16°43'50"""	"-92°39'35"""	"CHIAPAS"	"San Cristobal de las Casas"	"PERIFERICO NORTE PONIENTE"	89		"CARRETERA PANAMERICANA"	"CARRETERA SAN JUAN CHAMULA"	"EXPLANADA SAN FELIPE"	"SAN CRISTOBAL DE LAS CASAS"		29260
"IGOMC1404411"	"INDUSTRIAS GOSA S.A. DE C.V."	"Quimica"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI"	0	0	20.47169	-103.21635	"JALISCO"	"Ixtlahuacan de los Membrillos"	"GOSA"	1		"KM 3 CARRETERA EL SALTO LA CAPILLA"				"ZONA INDUSTRIAL EL SALTO"	45870
"IHV5P1505711"	"INDUSTRIAS H24 S.A. DE C.V."	"Quimica"	"Produccion de plaguicidas y otros quimicos agricolas"	"PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ"	0	0	19.47693	-99.22907	"MEXICO"	"Naucalpan de Juarez"	"ESFUERZO NACIONAL Y CALLE 8"	"SN"		"CALLE 9"	"NORTE SUR"	"ALCE BLANCO"	"NAUCALPAN DE JUÁREZ"	"FRACC ALCE BLANCO"	53370
"IIA7J2201111"	"IDASA INTERNACIONAL DE ACEROS S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Produccion de tubos y postes de hierro y acero"	"PRODUCCIÓN DE TUBOS Y POSTES DE HIERRO Y ACERO (MEDIANTE PROCESOS TÉRMICOS O DE FUNDICION)"	0	0	"20°35'50"""	"100°15'01"""	"QUERETARO"	"El Marques"	"BOULEVARD LA CRUZ"	9		"CARRETERA A TEQUISQUIAPAN"	"BOULEVARD LA CRUZ"	"NA"	"QUERETARO"	"FRACCIONAMIENTO AGROINDUSTRIAL LA CRUZ"	76240
"IIELK1510411"	"INDUSTRIAS IEM S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales"	"MANUFACTURA CONSTRUCCION ENSAMBLE PROYECTOS COMPRA VENTA ETC. DE PRODUCTOS ELECT Y SIMILAR"	255674	265456	19.56479	-99.2017	"MEXICO"	"Tlalnepantla de Baz"	"VIA DOCTOR GUSTAVO BAZ PRADA"	340				"IND. BARRIENTOS"	"TLALNEPANTLA"	"PARQUE INDUSTRIAL"	54015
"IIN5N1505811"	"INGENIERIA INDUSTRIAL S.A. DE C.V."	"Quimica"	"Produccion de fertilizantes quimicos"	"FABRICACION Y FORMALUCION DE PRODUCTOS QUIMICOS Y AGROQUIMICOS"	524922.9116	9101792.312	19.39182	-98.97799	"MEXICO"	"Nezahualcoyotl"	"POTRERILLO"	6		"PROLONGACION CIELITO LINDO"		"PARQUE INDUSTRIAL NEZAHUALCOYOTL"		"PARQUE INDUSTRTIAL NEZAHUALCOYOTL"	57500
"IJC910803711"	"INTERMATIC JUAREZ S. DE R.L. DE C.V. PLANTA JUAREZ"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"PRODUCCION Y ENSAMBLE DE ELECTRODOMESTICOS"	0	0	31.69405	-106.4331	"CHIHUAHUA"	"Juarez"	"AV. RAMON RIVERA LARA"	6520		"CARR. PANAMERICANA"	"BLVD. OSCAR FLORES"		"CD JUAREZ"	"PI PARQUES INDUSTRIALES"	32600
"IJC910805311"	"INTERMATIC JUAREZ S. DE R.L. DE C.V. PLANTA PRAXEDIS"	"Articulos y productos compuestos de diferentes materiales "	"Fabricacion de productos electrodomesticos"	"ENSAMBLE DE APARATOS ELECTRODOMESTICOS"	0	0	"31°8'17"""	"106°0'23"""	"CHIHUAHUA"	"Praxedis G. Guerrero"	"kM 62 CARRETERA JUAREZ PORVENIR"	"SN"	"S/N"			"NA"	"PRAXEDIS G GUERRERO"		32870
"IJD8C0503011"	"Industrias John Deere S.A. de C.V."	"Metalurgica (incluye la siderurgica) "	"Produccion de maquinaria agricola y de ganaderia"	"Manufactura de Maquinaria Agrícola y Componentes para la Construcción."	0	0	25.43293	-100.99098	"COAHUILA"	"Saltillo"	"Blvd. Jesús Valdez Sanchez"	470		"Blvd. Francisco Coss"	"Gral. Abraham Cepeda."	"Centro"	"Saltillo"		25000
"IJD8J1901911"	"Industrias John Deere S.A. de C.V. Planta Implementos"	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	0	0	"25º40'44.81"""	"100º26'38.94"""	"NUEVO LEON"	"San Pedro Garza Garcia"	"Blvd. Diaz Ordaz"	500		"Hidalgo"	"Corregidora"	"La Leona"	"San Pedro Garza García"		66210
"IJD9M1904811"	"Industrias John Deere S.A. de C.V. Planta Componentes"	"Automotriz "	"Produccion de maquinaria para transportar y levantar"	"PRODUCCIÓN DE MAQUINARIA PARA TRANSPORTAR Y LEVANTAR (SI INCLUYE PROCESOS TÉRMICOS O DE FU"	0	0	"25º40'26"""	"100º25'05"""	"NUEVO LEON"	"Santa Catarina"	"Genaro Sepúlveda"	41				"Industrial Cuauhtémoc"	"Santa Catarina"		66350
"ILE6D1505711"	"Industrias León SA de C.V."	"Quimica"	"Fabricacion de articulos y productos de hule"	"PRODUCCIÓN DE ARTÍCULOS DE HULE (SÓLO SI SE ELABORA EL HULE)."	0	0	19.46362	-99.22049	"MEXICO"	"Naucalpan de Juarez"	"Nylon"	3		"Naranjos"	"NA"	"San Francisco Cuautlalpan"	"Naucalpan de Juárez"	"San Francisco Cuautlalpan"	53560
"ILI9I1000711"	"INDUSTRIAS DE LINAMAR S.A DE C.V"	"Automotriz "	"Produccion de motores automotrices a gasolina y diesel"	"FABRICACIÓN DE MOTORES Y PARTES AUTOMOTRICES"	0	0	25.6055	-103.44898	"DURANGO"	"Gomez Palacio"	"BOULEVARD MEXICO KM 4"	"KM 4"				"PARQUE INDUSTRIAL"		"PARQUE INDUSTRIAL GOMEZ PALACIO"	35078
"IMA7Q1512111"	"INDUSTRIA MEXICANA DEL ALUMINIO S.A DE C. V."	"Metalurgica (incluye la siderurgica) "	"Afinacion y laminacion de aluminio"	"AFINACIÓN Y LAMINACIÓN DE ALUMINIO (INCLUYE FUNDICIÓN, EXTRUSIÓN O ESTIRAJE)."	0	0	19.6578	-99.18922	"MEXICO"	"Cuautitlan"	"BENJAMIN FRANKLIN"	9		"JAMES WATT"	"LUIS PASTEUR"	"INDUSTRIAL LA JOYA"	"CUAUTITLAN IZCALLI"	"CONJUNTO INDUSTRIAL LA JOYA"	54730
"IMB5T1510911"	"IMPORTADORA Y MANUFACTURERA BRULUART S.A"	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	0	0	"19°39'0"""	"99°10'0"""	"MEXICO"	"Tultitlan"	"GERANIOS"	9		"VIA JOSE LÓPEZ PORTILLO"	"MORELOS"	"SAN FRANCISCO CHILPAN"	"TULTITLAN"	"PARQUE INDUSTRIAL TULTITLAN"	54940
"IMC742115611"	"INDUSTRIAS MAYEN CALES DE TEHUACAN S.A. DE C.V."	"Cemento y Cal"	"Produccion de cal"	"PRODUCCIÓN DE CAL."	0	0	"18°25'23"""	"97°24'53"""	"PUEBLA"	"Tehuacan"	"CARRETERA A HUAJUAPAN DE LEÓN OAXACA"	"KM 23"				"SANTA MARÍA COAPAN"	"SANTA MARÍA COAPAN"		75857
"IME5T1503311"	"Intervet México S.A de C. V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	0	0	19.53405	-99.06457	"MEXICO"	"Ecatepec de Morelos"	"Plásticos"	28		"Risco"	"vía morelos"	"Santa Clara Coatitla"		"zona industrial"	55540
"IME5T1510112"	"INTERVET MÉXICO, S. A. DE C. V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN"	0	0	"19°11'0"""	"99°28'0"""	"MEXICO"	"Tianguistenco"	"AVENIDA DEL CONVENTO"	101		"MONASTERIOS"	"PASEO DE LOS FRAILES"	"PARQUE INDUSTRIAL TIANGUISTENCO"	"TIANGUISTENCO"	"TIANGUISTENCO"	52600
"IME7I1903911"	"IMSA MEX S.A. DE C.V. DIVISIÓN APM"	"Metalurgica (incluye la siderurgica) "	"Laminacion secundaria de hierro y acero"	"LAMINACIÓN SECUNDARIA DE HIERRO Y ACERO (SÓLO INCLUYE PRODUCTOS OBTENIDOS MEDIANTE PROCESO"	0	0	25.69805	-100.2722	"NUEVO LEON"	"Monterrey"	"Av. Churubusco"	"1000 Nte."		"Via a Tampico"	"Av. Ruiz Cortines"	"Fracc. Santa Fe"	"Monterrey"		64560
"IME7X0801711"	"INTERMETRO DE MEXICO S. DE R.L. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Afinacion y laminacion de aluminio"	"MANUFACTURA DE TODO TIPO DE ANAQUELES Y SISTEMAS DE ALMACENAMIENTO Y SUS PARTES"	0	0	28.43667	-106.82988	"CHIHUAHUA"	"Cuauhtemoc"	"AVENIDA RIO CONCHOS"	9105		"RIO CHUVISCAR"	"RIO SANTA CLARA"	"PARQUE INDUSTRIAL CUAUHTEMOC"	"CUAUHTEMOC"	"PARQUE INDUSTRIAL CUAUHTEMOC"	31540
"IME8T0803712"	"IG MEX S DE R.L. DE C.V. PLANTA 2"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de motores electricos"	"PRODUCCION DE COMPONENTES PARA MOTORES ELECTRICOS"	0	0	31.73548	-106.4237	"CHIHUAHUA"	"Juarez"	"FRAY PEDRO DE GANTE 6920"	6920		"PASEO TRIUNFO DE LA REPUBLICA"	"VICENTE GUERRERO"	"NA"	"JUAREZ"	"BEFER"	32320
"IMEEA0803751"	"IG MEX S. de R.L. de C.V. Planta 4"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de motores electricos"	"Produccion de tapas de aluminio y rotores para motores electricos"	0	0	"31°45'6"""	"106°25'56"""	"CHIHUAHUA"	"Juarez"	"Entre Epsilon y Omega"	1651		"Epsilon"	"Omega"		"Juarez"	"Parque Industrial Omega"	32419
"IMEEA1407011"	"INFINEUM MEXICO S DE R L DE CV"	"Quimica"	"Produccion de grasas, aceites lubricantes y aditivos"	"PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS)."	0	0	"20°29'50"""	"103°13'35"""	"JALISCO"	"El Salto"	"KM 22.5 CARRETERA GUADALAJARA EL SALTO"	"NA"		"NA"	"NA"	"NA"	"NA"	"CORREDOR INDUSTRIAL DE EL SALTO"	45680
"IMEEA1904611"	"IMSAMEX S.A. DE C.V."	"Quimica"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	0	0	"-100°18'20"""	"25°43'36"""	"NUEVO LEON"	"San Nicolas de los Garza"	"Ave. Universidad"	992		"Ave. Munich"	"Ave. Nogalar"	"Cuauhtemoc"	"San Nicolas de los Garza"		66450
"IMI6B2201411"	"INDUSTRIAS MICHELIN S.A. DE C.V."	"Automotriz "	"Produccion de llantas y camaras nuevas"	"PRODUCCIÓN DE LLANTAS Y CÁMARAS NUEVAS."	0	0	20.62508	-100.4247	"QUERETARO"	"Queretaro"	"AVENIDA 5 DE FEBRERO"	2113		"ACCESO No. 4"	"BOLULEVARD BERNARDO QUINTANA"	"PARQUE INDUSTRIAL BENITO JUAREZ"	"QUERETARO"	"PARQUE INDUSTRIAL BENITO JUAREZ"	76120
"IMM140800421"	"INDUSTRIAL MINERA MEXICO S.A. DE C..V. UNIDAD SANTA EULALIA"	"Metalurgica (incluye la siderurgica) "	"Mineria de zinc y plomo"	"EXTRACCION Y BENEFICIO DE MINERALES METALICOS(PLOMO Y ZINC)"	0	0	"28°37'42"""	"0.105°44'36"""	"CHIHUAHUA"	"Aquiles Serdan"	"DOMICILIO CONOCIDO"	"SN"				"FRANCISCO PORTILLO"	"FRANCISCO PORTILLO"	"ZONA INDUSTRIAL"	31650
"IMM7L2402821"	"INDUSTRIAL MINERA MÉXICO S.A. DE C.V. REFINERÍA ELECTROLÍTICA DE ZINC"	"Metalurgica (incluye la siderurgica) "	"Afinacion y refinacion de otros metales no ferrosos"	"AFINACIÓN Y REFINACIÓN DE OTROS METALES NO FERROSOS (INCLUYE FUNDICIÓN, EXTRUSIÓN O ESTIRA"	290048	2452972	"22°10'9"""	"101°2'10"""	"SAN LUIS POTOSI"	"San Luis Potosi"	"DOMICILIO CONOCIDO"	"SN"				"MORALES"	"SAN LUIS POTOSÍ"	"MORALES"	78180
