"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"MSM1505100153"	"MADERAS Y SINTÉTICOS DE MÉXICO, S.A. DE C.V.,MASISA"	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"Fabricación de resinas sintéticas "	"Parque Industrial Lerma"	"444204.8902"	"2132603.4681"	"19°17'11"""	"99°31'51"""	"Carretera México-Toluca"	"KM. 52.5 "	" "		"LERMA DE VILLADA"	"MEXICO"	"Lerma"	"52000"
"MSM1611200008"	"MADERAS Y SINTÉTICOS DE MÉXICO S.A DE C.V,MASISA PLANTA VIKINGO"	"321210"	"Fabricación de laminados y aglutinados de madera"	"Celulosa y papel"	"N3"	"Produccion de otros articulos celulosicos"	"FABRICACIÓN DE LAMINADOS Y AGLUTINADOS DE MADERA"		"354218.8044"	"2154966.2476"	"19°29'2"""	"100°23'20"""	"Carretera KM 106.7 CARR.FED.  15 TOLUCA ZITACUARO"	"SN "	" "	"Ranchería SAN FELIPE LOS ALZATI (COLONIA NUEVA)"	"HEROICA ZITACUARO"	"MICHOACAN"	"Zitacuaro"	"61529"
"MSM4T1000511"	"MADERAS Y SINTÉTICOS DE MÉXICO S.A DE C.V,MASISA"	"321210"	"Fabricación de laminados y aglutinados de madera"	"Celulosa y papel"	"N3"	"Produccion de otros articulos celulosicos"	"FABRICACION DE TABLERO AGLOMERADO "		"533697.746"	"2663612.3258"	"24°5'3"""	"104°40'6"""	"Calle CARRETERA PANAMERICANA"	"KM  959 "	" "	"Colonia EJIDO LA TINAJA"	"VICTORIA DE DURANGO"	"DURANGO"	"Durango"	"34304"
"MSO1501300162"	"MANUFACTURAS SONOCO S.A. DE C.V.,"	"322122"	"Fabricación de papel a partir de pulpa"	"Celulosa y papel"	"57"	"Produccion de carton y cartoncillo"	"PRODUCCION DE CARTON O CARTONCILLO SI INVOLUCRA OPERACIONES TERMICAS"		"473920.4147"	"2163511.6749"	"19°33'58"""	"99°14'55"""	"Calle Ignacio Zaragoza"	"15 "	" "	"Colonia CIUDAD ADOLFO LOPEZ MATEOS"	"CIUDAD LOPEZ MATEOS"	"MEXICO"	"Atizapan de Zaragoza"	"52900"
"MSRR42600411"	"MINERA SANTA RITA S. DE R.L. DE C.V.,MINERA SANTA RITA"	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"Exploración, explotación y beneficio de mineral oro"		"412031.1872"	"3400931.198"	"30°44'16"""	"111°55'8"""	"Calle KM 8 AL EJIDO 16 DE SEPTIEMBRE"	"S/N "	" "	"Ejido 16 DE SEPTIEMBRE"	"ALTAR"	"SONORA"	"Altar"	"83790"
"MSX122400911"	"MINERA SAN XAVIER S.A. DE C.V.,MINERA SAN XAVIER S. A. DE C. V."	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"MINERÍA DE ORO (SÓLO INCLUYE BENEFICIO)"		"311978.8047"	"2455522.4117"	"22°11'41"""	"100°49'25"""	"Camino  A CERRO DE SAN PEDRO"	"200 "	" "	"Colonia LA ZAPATILLA"	"CERRO DE SAN PEDRO"	"SAN LUIS POTOSI"	"Cerro de San Pedro"	"78440"
"MTA143202611"	"MINERA TAYAHUA, S.A. DE C.V.,"	"212232"	"Minería de plomo y zinc"	"Metalurgica (incluye la siderurgica)"	"14"	"Mineria de zinc y plomo"	"MINERIA DE ZINC Y PLOMO (SOLO INCLUYE BENEFICIO)"		"242013.478"	"2732293.5955"	"24°41'0"""	"101°32'58"""	"Calle DOMICILIO CONOCIDO"	"SN "	" "	"Colonia TERMINAL DE PROVIDENCIA"	"MAZAPIL"	"ZACATECAS"	"Mazapil"	"98238"
"MTC2802702765"	"MODINE TRANSFERENCIA DE CALOR S.A DE C.V PLANTA 2,"	"339999"	"Otras industrias manufactureras"	"Articulos y productos metalicos"	"7W"	"Produccion de calderas industriales e intercambiadores de calor"	"FABRICACION DE INTERCAMBIADORES DE CALOR"	"PARQUE INDISTRIAL LOS DOS LAREDOS"	"447213.9248"	"3037874.1238"	"27°27'48"""	"99°32'3"""	"Privada LOS 2 LAREDOS"	"LOTE 8 "	"LOTE 8 "		"NUEVO LAREDO"	"TAMAULIPAS"	"Nuevo Laredo"	"88185"
"MTC9B2802711"	"MODINE TRANSFERENCIA DE CALOR S.A. DE C.V.,"	"339999"	"Otras industrias manufactureras"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION Y ENSAMBLE DE SISTEMAS DE REFRIGERACION INDUSTRIAL Y COMERCIAL"	"PARQUE INDUSTRIAL LOS DOS LAREDOS"	"443554.1185"	"3036073.578"	"27°26'49"""	"99°34'16"""	"Avenida  LOS DOS LAREDOS SIN NUMERO"	"SIN NUMERO "	"SIN NUMERO "		"NUEVO LAREDO"	"TAMAULIPAS"	"Nuevo Laredo"	"88185"
"MTI141511611"	"MINERA TIZAPA S.A DE C.V.,"	"212232"	"Minería de plomo y zinc"	"Metalurgica (incluye la siderurgica)"	"14"	"Mineria de zinc y plomo"	"EXPLOTACION Y BENEFICIO DE MINERALES"		"369658.3956"	"2106069.2932"	"19°2'35"""	"100°14'19"""	"Calle DOMICILIO CONOCIDO"	"SN "	" "	"Pueblo ZACAZONAPAN"	"ZACAZONAPAN"	"MEXICO"	"Zacazonapan"	"51160"
"MTK1I2602511"	"MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO YMEX II"	"339999"	"Otras industrias manufactureras"	"Quimica"	"MA"	"Fabricacion de productos moldeados con diversas resinas "	"FABRICACIÓN DE LENTES DE POLICARBONATO"		"517990.1291"	"3091078.5109"	"27°56'40"""	"110°49'1"""	"Carretera CARR INTERNACIONAL"	"1969 NA"	"NA NA"	"Colonia KM-2"	"EMPALME"	"SONORA"	"Empalme"	"85340"
"MTK2602500008"	"MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO YMEX IV"	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"MA"	"Fabricacion de productos moldeados con diversas resinas "	"Fabricación de lentes de plástico tipo High Index"		"517974.5544"	"3090986.6785"	"27°56'37"""	"110°49'2"""	"Carretera INTERNACIONAL KM 1969 GUAD-NOG"	"S/N "	" "	"Colonia EMPALME CENTRO"	"EMPALME"	"SONORA"	"Empalme"	"85340"
"MTK2602900029"	"MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO INTEC MEXICO"	"339999"	"Otras industrias manufactureras"	"Quimica"	"MA"	"Fabricacion de productos moldeados con diversas resinas "	"FABRICACION DE CONECTORES ELECTRICOS DE PRECISION PARA LA INDUSTRIA AUTOMOTRIZ"	"ROCA FUERTE"	"506180.8622"	"3092635.5147"	"27°57'31"""	"110°56'13"""	"Carretera INTERNACIONAL KM. 129 SALIDA NORTE"	"- "	"- "		"HEROICA GUAYMAS"	"SONORA"	"Guaymas"	"85400"
"MTK422602511"	"MAQUILAS TETA KAWI S.A. DE C.V., PARQUE INDUSTRIAL BELLA VISTA"	"541990"	"Otros servicios profesionales, científicos y técnicos"	"Otros"	"B2"	"Alquiler, renta o venta de equipos,aparatos, instrumentos  y otros"	"PROVISIÓN DE SERVICIOS"		"518289.4246"	"3091557.97"	"27°56'56"""	"110°48'50"""	"Calle CARRETERA INTERNACIONAL GDL NOG KM 1969"	"KM. 2  PARQUE INDUSTRIAL BELLA VISTA "	" "	"Colonia SECTOR PONIENTE KM. 2"	"EMPALME"	"SONORA"	"Empalme"	"85340"
"MTK8A2602511"	"MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO INCERTEC"	"339999"	"Otras industrias manufactureras"	"Quimica"	"8A"	"Galvanoplastia"	"limpieza, inspección y recubrimiento químico de distintas piezas metálicas"		"518378.6587"	"3091474.9943"	"27°56'53"""	"110°48'47"""	"Calle CARRETERA INTERNACIONAL KM 1969 GDL-NGL"	"S/N "	" "	"Colonia PARQUE INDUSTRIAL"	"EMPALME"	"SONORA"	"Empalme"	"85340"
"MTK8L2602921"	"MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO CPP-GUAYMAS"	"339999"	"Otras industrias manufactureras"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"Manufactura, Fundicion de trabajo de piezas de metal para turbinas de avión y generadores "	"PARQUE INDUSTRIAL PESQUERO RODOLFO SANCHEZ TABUADA"	"506276.0266"	"3092433.0841"	"27°57'24"""	"110°56'10"""	"Calle CARR. INTERNACIONAL KM. 129; SALIDA NORT"	"S/N "	" "		"HEROICA GUAYMAS"	"SONORA"	"Guaymas"	"85489"
"MTMND0803711"	"MICROCAST TECHNOLOGIES MEXICANA S. DE R.L. DE C.V.,MICROCAST TECHNOLOGIES MEXICANA, S. DE R.L. DE C.V."	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"Manufactura de piezas metalicas"		"366976.4628"	"3509107.4963"	"31°42'34"""	"106°24'13"""	"Calle FARADAY"	"8220 "	" "	"Colonia PARQUE BERMUDEZ"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32470"
"MTMQF0502711"	"MERIDIAN TECHNOLOGIES MEXICO, S. DE R.L. DE C.V.,"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS"	"PARQUE INDUSTRIAL SANTA MARIA"	"307150.7483"	"2831885.6392"	"25°35'30"""	"100°55'12"""	"Calle BLVD. SANTA MARIA"	"1955 "	" "		"RAMOS ARIZPE"	"COAHUILA"	"Ramos Arizpe"	"25903"
"MTRBD2803211"	"M3 RESOURCES MÉXICO S. DE R.L DE C.V,"	"331419"	"Fundición y refinación de otros metales no ferrosos"	"Metalurgica (incluye la siderurgica)"	"7L"	"Afinacion y refinacion de otros metales no ferrosos"	"FUNDICIÓN Y/O REFINACIÓN DE METALES NO FERROSOS"	"Parque Industrial del Norte"	"563294.3667"	"2880381.991"	"26°2'27"""	"98°22'2"""	"Avenida Av. Industrial del Norte"	"MANZANA 6 LOTE 1"	" "		"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88736"
"MTU0900500318"	"COMPAÑÍA MEXICANA DE TUBOS, S.A. DE C.V. ,"	"332810"	"Recubrimientos y terminados metálicos"	"Metalurgica (incluye la siderurgica)"	"7J"	"Produccion de tubos y postes de hierro y acero"	"Fabricación de toda clase de tubos con costura galvanizado y sin galvanizar "		"489751.7372"	"2155015.4695"	"19°29'22"""	"99°5'51"""	"Calle Cerrada Norte 70"	"8120 "	" "	"Colonia SALVADOR DIAZ MIRON"	"GUSTAVO A. MADERO"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"07400"
"MVI2402800120"	"MANUFACTURAS VITROMEX SA DE CV,VITROMEX PLANTA SAN LUIS POTOSI"	"327122"	"Fabricación de azulejos y losetas no refractarias"	"Cemento y Cal"	"6R"	"Produccion de articulos ceramicos no estructurales"	"FABRICACIÓN DE LOSETA CERAMICA PARA PISOS Y MUROS"		"305527.9897"	"2438036.7635"	"22°2'10"""	"100°53'3"""	"Calle EJE 140 ESQ.  MORELOS"	"140 "	" "	"Ejido LA PILA"	"LA PILA"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78426"
"MVI6T0503011"	"MANUFACTURAS VITROMEX SA DE CV,VITROMEX PLANTA SALTILLO"	"327122"	"Fabricación de azulejos y losetas no refractarias"	"Cemento y Cal"	"6R"	"Produccion de articulos ceramicos no estructurales"	"FABRICACIÓN DE RECUBRIMIENTOS PARA PISOS Y MUROS"		"299624.0369"	"2817580.8258"	"25°27'42"""	"100°59'34"""	"Calle BLVD. ISIDRO LOPEZ ZERTUCHE"	"4103 "	" "	"Colonia ZONA INDUSTRIAL"	"SALTILLO"	"COAHUILA"	"Saltillo"	"25230"
"MVI6T0801911"	"MANUFACTURAS VITROMEX SA DE CV,VITROMEX PLANTA CHIHUAHUA"	"327122"	"Fabricación de azulejos y losetas no refractarias"	"Cemento y Cal"	"6R"	"Produccion de articulos ceramicos no estructurales"	"FABRICACIÓN DE LOSETA CERAMICA PARA PISOS Y MUROS"	"PARQUE INDUSTRIAL AVALOS"	"404512.566"	"3169468.1259"	"28°38'55"""	"105°58'37"""	"Avenida ORIENTE"	"7700 "	" "		"CHIHUAHUA"	"CHIHUAHUA"	"Chihuahua"	"31090"
"MVI6T1103211"	"MANUFACTURAS VITROMEX SA DE CV,VITROMEX PLANTA SAN JOSÉ 1"	"327122"	"Fabricación de azulejos y losetas no refractarias"	"Cemento y Cal"	"6R"	"Produccion de articulos ceramicos no estructurales"	"FABRICACIÓN DE RECUBRIMIENTOS PARA PISOS Y MUROS"		"343254.8359"	"2330785.0351"	"21°4'16"""	"100°30'31"""	"Carretera  FEDERAL 57 QUERÉTARO - SAN LUIS POTOSÍ KM 61.2"	"SN "	" "	"Ninguno "	"SAN JOSE ITURBIDE"	"GUANAJUATO"	"San Jose Iturbide"	"37980"
"MVI6T1103212"	"MANUFACTURAS VITROMEX SA DE CV,VITROMEX PLANTA SAN JOSÉ 2"	"327122"	"Fabricación de azulejos y losetas no refractarias"	"Cemento y Cal"	"6R"	"Produccion de articulos ceramicos no estructurales"	"FABRICACIÓN DE RECUBRIMIENTOS PARA PISOS Y MUROS"		"343845.8836"	"2330202.0671"	"21°3'58"""	"100°30'10"""	"Carretera  FEDERAL 57 QUERÉTARO - SAN LUIS POTOSÍ KM 60.2"	"Km 60.2"	" "	"Ninguno "	"SAN JOSE ITURBIDE"	"GUANAJUATO"	"San Jose Iturbide"	"37980"
"MVM711701131"	"MOSAICOS VENECIANOS DE MEXICO, S.A. DE C.V.,KOLORINES"	"327219"	"Fabricación de otros productos de vidrio"	"Vidrio"	"72"	"Produccion de otros articulos de vidrio o cristal"	"FABRICA DE MOSAICO DE VIDRIO TIPO VENECIANO Y TIPO BIZANTINO EN VARIAS MEDIDAS Y TAMAÑOS"		"480527.5634"	"2091439.9056"	"18°54'54"""	"99°11'5"""	"Calle CARR-FED.CUERNAVACA-CUAUTLA"	"KM 3.5 "	" "	"Colonia BUGAMBILIAS"	"JIUTEPEC"	"MORELOS"	"Jiutepec"	"62577"
"MWIMJ1000411"	"MINERA WILLIAM SA DE CV,PLANTA II DE MINERA WILLIAM"	"212222"	"Minería de plata"	"Metalurgica (incluye la siderurgica)"	"MJ"	"Mineria de plata"	"Mineria de Plata (solo incluye beneficio)"		"630870.2913"	"2772315.2171"	"25°3'39"""	"103°42'9"""	"Terracería Camino de Velardeña a Planta de Minera William"	"sn sn"	"sn "	"Ejido Vista Hermosa"	"VELARDEÑA"	"DURANGO"	"Cuencame"	"35810"
"MYA461306311"	"MODELOS YASIRO, S.A. DE C.V.,MODELOS YASIRO"	"315229"	"Confección en serie de otra ropa exterior de materiales textiles"	"Textiles, fibras e hilos"	"46"	"Confeccion de prendas de vestir"	"Fabricación de pantalón de mezclilla"		"458215.2307"	"2207964.9785"	"19°58'3"""	"99°23'57"""	"Calle CARRETERA MEXICO-QUERETARO"	"KM. 14.56 "	" "	"Colonia CAÑADA DE MADERO"	"TEPEJI DE OCAMPO"	"HIDALGO"	"Tepeji del Rio de Ocampo"	"42858"
"NALMB1510411"	"ALVEG DISTRIBUCIÓN QUÍMICA, S.A. DE C.V.,"	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"Fabricacion de resinas sinteticas; incluye plastificantes"		"479386.9878"	"2161940.537"	"19°33'7"""	"99°11'47"""	"Calle HENRY FORD"	"38 "	" "	"Fraccionamiento Industrial Tlaxcolpan"	"TLALNEPANTLA"	"MEXICO"	"Tlalnepantla de Baz"	"54030"
"NAL2402800236"	"NORTH AMERICAN LIGHTING MEXICO SA DE CV,NAL"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION DE EQUIPO ELECTRICO Y ELECTRONICO PARA VEHICULOS AUTOMOTRICES"		"312089.35"	"2447895.1625"	"22°7'33"""	"100°49'18"""	"Avenida SANTIAGO PONIENTE"	"109 "	" "	"Colonia CIUDAD SATELITE"	"SAN LUIS POTOSI"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78423"
"NAMAW0803711"	"NORTH AMERICAN MAILING SERVICES S DE RL DE CV,"	"323120"	"Industrias conexas a la impresión"	"Otros"	"5E"	"Edicion, Encuadernacion y/o impresion"	"Impresion,doblado,ensobretado y sorteo de articulos de publicidad"	"PARQUE INDUSTRIAL AEROJUAREZ"	"356072.2458"	"3451593.6816"	"31°11'22"""	"106°30'37"""	"Calle ENRIQUE PINOCELLI"	"9010 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32696"
"NAN2500600913"	"NUEVA AGROINDUSTRIAS DEL NORTE SA DE CV,"	"325320"	"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes"	"Quimica"	"5P"	"Produccion de plaguicidas y otros quimicos agricolas"	"COMERCIALIZACION DE AGROINSUMOS"		"252533.4745"	"2733587.0806"	"24°41'48"""	"107°26'45"""	"Carretera CARRET EL DORADO AL SUR"	"4625 "	"S/N "	"Pueblo EL DIEZ"	"CULIACAN ROSALES"	"SINALOA"	"Culiacan"	"80396"
"NAO9M2201411"	"NARMX QUERETARO, S.A. DE C.V.,"	"336370"	"Fabricación de piezas metálicas troqueladas para vehículos automotrices"	"Metalurgica (incluye la siderurgica)"	"LK"	"Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales"	"Fabricación de partes roladas y estampadas para la industria automotriz"	"Parque Industrial Querétaro"	"350880.7333"	"2302987.7851"	"20°49'15"""	"100°25'58"""	"Calle CARR. QUERETARO-SAN LUIS POTOSI KM. 28.5"	"LOTE 25-2 MZ. 1 "	" "		"SANTA ROSA JAUREGUI"	"QUERETARO"	"Queretaro"	"76220"
"NAR2802702717"	"NORTH AMERICAN RADIATORS S. DE R.L. DE C.V.,"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE RADIADORES Y OTRAS PARTES PARA VEHÍCULOS AUTOMOTRICES"	"RIO GRANDE"	"446419.8711"	"3038575.1268"	"27°28'10"""	"99°32'32"""	"Calle RIO GRANDE"	"24 "	" "		"NUEVO LAREDO"	"TAMAULIPAS"	"Nuevo Laredo"	"88186"
"NAU1901800068"	"NEMAK AUTOMOTIVE S.A. DE C.V.,"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"PRODUCCIÓN DE COMPONENTES DE ALTA TECNOLOGÍA DE ALUMINIO 100 RECICLADOS PARA AUTOMOTORES"	"LIBRAMIENTO ARCO VIAL"	"346576.6186"	"2847099.6325"	"25°44'1"""	"100°31'46"""	"Calle LIBRAMIENTO ARCO VIAL"	"KM 4.1. "	" "		"GARCIA"	"NUEVO LEON"	"Garcia"	"66017"
"NBC1103700016"	"NIPPON PAINT AUTOMOTIVE COATINGS MEXICO S.A. DE C.V. ,"	"325510"	"Fabricación de pinturas y recubrimientos"	"Quimica"	"5J"	"Produccion de colorantes y pigmentos"	"Fabricación de pinturas y recubrimientos (excepto en aerosol)"	"PARQUE INDUSTRIAL SANTA FE AMPLIACION"	"242624.0912"	"2325739.1351"	"21°0'51"""	"101°28'34"""	"Calle SAN JAVIER"	"201 "	" "		"SILAO DE LA VICTORIA"	"GUANAJUATO"	"Silao"	"36275"
"NBT2Z0400311"	"NAVIERA BOURBON TAMAULIPAS S.A. DE C.V.,"	"483111"	"Transporte marítimo de altura, excepto de petróleo y gas natural"	"Otros"	"B0"	"Transporte de carga en general"	"Transporte de materiales y personal "		"623839.2112"	"2063308.4317"	"18°39'26"""	"91°49'32"""	"Calle  26  B"	"9 "	" "	"Colonia ELECTRICISTAS"	"CIUDAD DEL CARMEN"	"CAMPECHE"	"Carmen"	"24120"
"NCA5K0400311"	"COMPAÑÍA DE NITRÓGENO DE CANTARELL, S.A DE C.V,PLANTA DE NITRÓGENO DE CANTARELL"	"325120"	"Fabricación de gases industriales"	"Quimica"	"5K"	"Produccion de gases industriales"	"Producción de nitrógeno gas y transporte por ducto a usuario final"		"577788.6028"	"2058193.2764"	"18°36'47"""	"92°15'45"""	"Carretera  Federal 180 Villahermosa-Carmen"	"120+400 "	" "	"Ranchería San Antonio Cárdenas"	"SAN ANTONIO CARDENAS"	"CAMPECHE"	"Carmen"	"24325"
"NCEQV1306911"	"NOBLE CHEM S.A. DE C.V.,NOBLECHEM"	"325999"	"Fabricación de otros productos químicos"	"Quimica"	"QV"	"Fabricacion de productos quimicos para aseo en general"	"FABRICACIÓN DE PRODUCTOS QUÍMICOS PARA ASEO EN GENERAL (SÓLO CON REACCIÓN QUÍMICA A BASE"		"502525.3257"	"2192478.9042"	"19°49'41"""	"98°58'33"""	"Calle NORTE 2 MANZANA II"	"LOTE 26 "	" "	"Colonia ZONA INDUSTRIAL"	"TIZAYUCA"	"HIDALGO"	"Tizayuca"	"43800"
"NCE1403900354"	"NACIONAL DE CONDUCTORES ELÉCTRICOS S.A. DE C.V.,"	"339999"	"Otras industrias manufactureras"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACIÓN, MAQUILA Y DISTRIBUCIÓN DE TODA CLASE DE CONDUCTORES ELÉCTRICOS"	"ZONA INDUSTRIAL"	"670775.6655"	"2282465.3224"	"20°38'1"""	"103°21'39"""	"Calle  7"	"872 "	" "		"GUADALAJARA"	"JALISCO"	"Guadalajara"	"44940"
"NCM9M1901211"	"NGK CERAMICS MÉXICO S. DE R.L. DE C.V.,PLANTA CIÉNEGA DE FLORES"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de filtros cerámicos para la industria automotriz"	"Monterrey Technology Park"	"376933.2572"	"2866467.3559"	"25°54'41"""	"100°13'43"""	"Calle Avenida Tecnológico"	"1320 "	" "		"CIENEGA DE FLORES"	"NUEVO LEON"	"Cienega de Flores"	"65550"
"NCO7N0900221"	"NACIONAL DE COBRE, S.A. DE C.V.,NACIONAL DE COBRE, SA DE CV PLANTA VALLEJO"	"331420"	"Laminación secundaria de cobre"	"Metalurgica (incluye la siderurgica)"	"7P"	"Laminacion de cobre y sus aleaciones"	"LAMINACION DE COBRE Y SUS ALEACIONES SOLO MEDIANTE PROCESO TERMICO O DE FUNDICION"		"482726.2949"	"2155554.8431"	"19°29'40"""	"99°9'52"""	"Calle PONIENTE 134"	"719 "	" "	"Colonia INDUSTRIAL VALLEJO"	"AZCAPOTZALCO"	"DISTRITO FEDERAL"	"Azcapotzalco"	"02300"
"NCO7N1104411"	"NACIONAL DE COBRE, S.A. DE C.V.,NACOBRE"	"332110"	"Fabricación de productos metálicos forjados y troquelados"	"Metalurgica (incluye la siderurgica)"	"7P"	"Laminacion de cobre y sus aleaciones"	"FABRICACION DE PIEZAS METALICAS "		"293495.9339"	"2269058.1203"	"20°30'32"""	"100°58'48"""	"Carretera CARR. PANAMERICANA KM 292"	"SN "	" "	"Colonia VILLAGRAN "	"VILLAGRAN"	"GUANAJUATO"	"Villagran"	"38260"
"NCO7P2402811"	"NACIONAL DE COBRE, S.A. DE C.V.,CUPRO SAN LUIS"	"331420"	"Laminación secundaria de cobre"	"Metalurgica (incluye la siderurgica)"	"7P"	"Laminacion de cobre y sus aleaciones"	"LAMINACION DE COBRE Y ALEACIONES POR MEDIO DE PROCESOS TÉRMICOS Y FUNDICION"		"303925.8839"	"2446110.4358"	"22°6'32"""	"100°54'2"""	"Calle EJE 118 Y AVENIDA PROMOCION"	"200 "	" "	"Colonia ZONA INDUSTRIAL"	"SAN LUIS POTOSI"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"NEM1901800020"	"NEMAK MEXICO SA,NEMAK MEXICO"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)"		"345630.0972"	"2846522.3252"	"25°43'42"""	"100°32'19"""	"Eje Vial LIBRAMIENTO ARCO VIAL"	"KM 3.8 "	" "	"Ninguno "	"GARCIA"	"NUEVO LEON"	"Garcia"	"66000"
"NEM9M0502711"	"NEMAK MEXICO S.A.,"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"331520  Moldeo por fundición de piezas metálicas no ferrosas"	"PARQUE INDUSTRIAL SALTILLO-RAMOS ARIZPE"	"306558.551"	"2829203.0597"	"25°34'3"""	"100°55'32"""	"Boulevard INDUSTRIA DE LA TRANSFORMACION"	"3140 "	" "		"RAMOS ARIZPE"	"COAHUILA"	"Ramos Arizpe"	"25900"
"NEO5T0900211"	"NEOLPHARMA SA DE CV,NEOLPHARMA"	"325412"	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."		"483084.2942"	"2153890.1511"	"19°28'46"""	"99°9'40"""	"Calle BOULEVARD DE LOS FERROCARRILES"	"277 "	" "	"Colonia INDUSTRIAL VALLEJO"	"AZCAPOTZALCO"	"DISTRITO FEDERAL"	"Azcapotzalco"	"02300"
"NHBAY1802011"	"FONATUR MANTENIMIENTO TURÍSTICO, S.A. DE C.V.,DESARROLLO TURÍSTICO PTI LITIBÚ"	"721111"	"Hoteles con otros servicios integrados"	"Otros"	"AY"	"Servicios de Hotel"	"HOTELES CON OTROS SERVICIOS INTEGRADOS"		"449683.5238"	"2299156.9408"	"20°47'29"""	"105°29'0"""	"Calle ENTRONQUE PUNTA DE MITA A HIGUERA BLANCA"	"KM 2 "	" "	"Ejido HIGUERA BLANCA"	"CRUZ DE HUANACAXTLE"	"NAYARIT"	"Bahia de Banderas"	"63734"
"NHB0300800299"	"FONATUR MANTENIMIENTO TURÍSTICO, S.A. DE C.V.,FONATUR MANTENIMIENTO TURISTICO, S.A. DE C.V."	"222111"	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"S7"	"Plantas de tratamiento de aguas residuales"	"Consevación y Mantenimiento de las Areas Verdes y Administracion y Operación de la PTAR"		"633997.3981"	"2550490.4"	"23°3'27"""	"109°41'31"""	"Boulevard FONATUR MANTENIMIENTO TURISTICO, S.A. DE C.V."	"S/N "	" "	"Colonia SAN JOSE DEL CABO"	"SAN JOSE DEL CABO"	"BAJA CALIFORNIA SUR"	"Los Cabos"	"23400"
