"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"LMQ0900300148"	"LABORATORIO MEDICO QUÍMICO BIOLÓGICO S.A. DE C.V.,"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"FABRICACIÓN DE PREPARACIONES FARMACÉUTICAS "		484460.9049	2138624.643	"19°20'29"""	"99°8'52"""	"Calle Reforma"	"9 "	" "	"Colonia Atlantida"	"COYOACAN"	"Ciudad de México"	"Coyoacán"	"04370"
"LMS2402800822"	"LOCOMOTIVE MANUFACTURING AND SERVICES, S.A. DE C.V.,WABTEC"	488210	"Servicios relacionados con el transporte por ferrocarril"	"Otros"	"B0"	"Transporte de carga en general"	"Servicios relacionados con el transporte de ferrocarril   Fabricación de Equipo Ferroviaro"		296661.7834	2451932.4225	"22°9'38"""	"100°58'18"""	"Calle AV. 20 DE NOVIEMBRE"	"1200 "	" "	"Barrio TLAXCALA"	"SAN LUIS POTOSI"	"San Luis Potosí"	"San Luis Potosí"	"78038"
"LMTMV0803714"	"LEAR MEXICAN TRIM OPERATIONS S. DE R.L. DE C.V.,LEAR MEXICAN TRIM OPERATIONS S.DE R.L DE C.V. COMPLEJO LA CUESTA/FUENTES"	336360	"Fabricación de asientos y accesorios interiores para vehículos automotores"	"Automotriz"	"MV"	"Confeccion de asientos y accesorios de tela de uso automotriz"	"Corte y confección de vestiduras automotrices e inyección de poliuretano"		369069.7848	3497074.9369	"31°36'4"""	"106°22'48"""	"Calle CARRETERA PANAMERICANA"	"5176 "	" "	"Colonia LA CUESTA"	"JUAREZ"	"Chihuahua"	"Juárez"	"32650"
"LMTMV0803723"	"LEAR MEXICAN TRIM OPERATIONS S DE RL DE CV, PLANTA VICTORIA"	316999	"Fabricación de otros productos de cuero, piel y materiales sucedáneos"	"Automotriz"	"MV"	"Confeccion de asientos y accesorios de tela de uso automotriz"	"PINTURA Y CORTE DE VESTIDURAS AUTOMOTRICES"		376178.4986	3508150.4686	"31°42'7"""	"106°18'23"""	"Avenida PASEO DE LA VICTORIA"	"9750 "	" "	"Fraccionamiento CIELO VISTA"	"JUAREZ"	"Chihuahua"	"Juárez"	"32665"
"LMT0803700576"	"LEAR MEXICAN TRIM OPERATIONS S. DE R.L. DE C.V.,LEAR MEXICAN TRIM OPERATIONS S. DE R.L. DE C.V. PLANTA JARUDO"	316110	"Curtido y acabado de cuero y piel"	"Textiles, fibras e hilos"	"4L"	"Curtido y acabado de cuero y/o piel y sus productos"	"Acabado de piel para vestiduras automotrices"		364373.5016	3505733.6714	"31°40'44"""	"106°25'51"""	"Avenida Cesareo Santos"	"6551 "	" "	"Colonia La Cuesta"	"JUAREZ"	"Chihuahua"	"Juárez"	"32650"
"LMT1102000570"	"LEAR MEXICAN TRIM OPERATIONS S DE RL DE CV,"	316999	"Fabricación de otros productos de cuero, piel y materiales sucedáneos"	"Automotriz"	"MV"	"Confeccion de asientos y accesorios de tela de uso automotriz"	"FABRICACION DE FORROS PARA ASIENTOS DE PIEL"	"PARQUE INDUSTRIAL STIVA LEON"	222829.4613	2333062.1371	"21°4'39"""	"101°40'3"""	"Boulevard STIVA"	"301 "	" "		"LEON DE LOS ALDAMA"	"Guanajuato"	"León"	"37560"
"LOM6E1901211"	"LEGO OPERACIONES DE MÉXICO, S.A DE C.V.,LEGO OPERACIONES DE MÉXICO, S.A. DE C.V."	339930	"Fabricación de juguetes"	"Articulos y productos compuestos de diferentes materiales"	"A6"	"Produccion de juguetes"	"Fabricación de juguetes"		380030.151	2871200.42	"25°57'16"""	"100°11'53"""	"Calle BLVD. NEXXUS  ADN"	"2400 "	" "	"Colonia PARQUE INDUSTRIAL NEXXUS ADN"	"CIENEGA DE FLORES"	"Nuevo León"	"Ciénega de Flores"	"65550"
"LOO1512000011"	"JOSE ESTEBAN LOPEZ ORDOÑEZ,JOSE ESTEBAN LOPEZ ORDOÑEZ"	331520	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"Moldeo por fundición de piezas metálicas no ferrosas"		494470.3992	2184357.0015	"19°45'17"""	"99°3'10"""	"Calle SAN CARLOS"	"S/N. "	" "	"Colonia PUEBLO NUEVO DE MORELOS"	"ZUMPANGO DE OCAMPO"	"México"	"Zumpango"	"55636"
"LOQ0900500453"	"LOQUAY, S.A.,"	325620	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador"	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"FABRICACIÓN DE PRODUCTOS COSMÉTICOS"		485844.0644	2153650.6648	"19°28'38"""	"99°8'5"""	"Calle PONIENTE 116"	"284 "	" "	"Colonia CAPULTITLAN"	"GUSTAVO A. MADERO"	"Ciudad de México"	"Gustavo A. Madero"	"07370"
"LPA7P1607911"	"LAMINADORA PATZCUARO S.A. DE C.V.,"	331520	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"FUNDICIÓN Y LAMINADO DE COBRE Y LATON"		223904.3362	2148747.8496	"19°24'50"""	"101°37'44"""	"Calle ZONA SUBURBANA DE SANTA CLARA YUNQUE"	"34 "	" "	"Colonia EL ARTESANO"	"SANTA CLARA DEL COBRE"	"Michoacán de Ocampo"	"Salvador Escalante"	"61800"
"LPC7J1904611"	"LÁMINA Y PLACA COMERCIAL, S.A. DE C.V., - PLANTA TUNA"	332999	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"7J"	"Produccion de tubos y postes de hierro y acero"	"Producción de tubos y porte de hierro y acero"		370874.926	2844278.8131	"25°42'38"""	"100°17'13"""	"Calle DIEGO DIAZ DE BERLANGA"	"1002 "	" "	"Colonia VILLA DE SAN MIGUEL"	"SAN NICOLAS DE LOS GARZA"	"Nuevo León"	"San Nicolás de los Garza"	"66480"
"LPC7M3001411"	"LÁMINA Y PLACA COMERCIAL, S.A. DE C.V., - PLANTA VERACRUZ"	332310	"Fabricación de estructuras metálicas"	"Quimica"	"8A"	"Galvanoplastia"	"Metalmecánica"		719019.9684	2084991.5737	"18°50'42"""	"96°55'16"""	"Carretera KM 10  FEDERAL CORDOBA VERACRUZ"	"sn "	" "	"Ninguno Amatlan de los Reyes"	"AMATLAN DE LOS REYES"	"Veracruz de Ignacio de la Llave"	"Amatlán de los Reyes"	"94946"
"LPC8A1900611"	"LÁMINA Y PLACA COMERCIAL, S.A. DE C.V., - PLANTA ZINCACERO"	332999	"Fabricación de otros productos metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"GALVANIZADO , DECAPADO Y PINTADO DE LÁMINA DE ACERO"		377248.9422	2848625.5214	"25°45'1"""	"100°13'26"""	"Calle BLVD CARLOS SALINAS DE GORTARI KM 7.7"	"S/N "	" "	"Colonia VALLE DEL MEZQUITAL"	"CIUDAD APODACA"	"Nuevo León"	"Apodaca"	"66632"
"LPI1403900319"	"LABORATORIOS PISA S.A. DE C.V.,PLANTA BIOTECNOLÓGICOS"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Fabricación de medicamentos biotecnológicos"	"ZONA INDUSTRIAL"	670005.4642	2282904.9059	"20°38'15"""	"103°22'5"""	"Calle  6"	"2750 "	" "		"GUADALAJARA"	"Jalisco"	"Guadalajara"	"44940"
"LPI5T0900311"	"LABORATORIOS PISA S.A. DE C.V.,PISA MAQ"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Fabricación de medicamentos para uso humano "		482331.768	2138996.4015	"19°20'41"""	"99°10'5"""	"Calle MIGUEL ANGEL DE QUEVEDO"	"555 "	" "	"Colonia ROMERO DE TERREROS"	"COYOACAN"	"Ciudad de México"	"Coyoacán"	"04310"
"LPI5T1403912"	"LABORATORIOS PISA S.A. DE C.V.,LABORATORIOS PISA S.A DE C.V"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Producción de farmaceuticos y medicamentos (no incluye empacado y/o etiquetado)"		670038.0023	2282683.1951	"20°38'8"""	"103°22'4"""	"Calle 7"	"1308 "	" "	"Colonia ZONA INDUSTRIAL"	"GUADALAJARA"	"Jalisco"	"Guadalajara"	"44940"
"LPI5T1403915"	"LABORATORIOS PISA S.A. DE C.V.,LABORATORIOS PISA S.A DE C.V"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Fabricación de farmacéuticos y medicamentos (no incluye empacado y/o etiquetado)"		670003.1427	2282905.0229	"20°38'15"""	"103°22'5"""	"Calle 6"	"2676 "	" "	"Colonia Zona Industrial"	"GUADALAJARA"	"Jalisco"	"Guadalajara"	"44940"
"LPI5T1409712"	"LABORATORIOS PISA S.A. DE C.V.,LABORATORIOS PISA TLAJOMULCO"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"FABRICACION DE MEDICAMENTOS Y SOLUCIONES"	"SANTA CRUZ DE LAS FLORES"	649870.945	2266534.7367	"20°29'29"""	"103°33'46"""	"Carretera  A SAN ISIDRO MAZATEPEC"	"7000 "	" "		"SANTA CRUZ DE LAS FLORES"	"Jalisco"	"Tlajomulco de Zúñiga"	"45640"
"LPM912802211"	"LINEAGE POWER MATAMOROS S.A. DE C.V.,LINEAGE POWER MATAMOROS, S.A. DE C.V."	335999	"Fabricación de otros productos eléctricos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura de Productos Electronicos"		655894.5797	2859007.5301	"25°50'27"""	"97°26'40"""	"Calle PTE 2, ENTRE NORTE. 7 Y LIM. FRACC."	"# 3 "	" "	"Colonia CIUDAD INDUSTRIAL"	"HEROICA MATAMOROS"	"Tamaulipas"	"Matamoros"	"87494"
"LPU2107400018"	"SCHAEFFLER TRANSMISIÓN S. DE R. DE C.V.,SCHAEFFLER"	336350	"Fabricación de partes de sistemas de transmisión para vehículos automotores"	"Automotriz"	"9J"	"Produccion de partes para el sistema de transmision automotriz"	"PRODUCCIÓN DE CONVERTIDOR DE TORQUE Y TRANSMISIÓN VARIABLE CONTINUA (CVT)"	"CIUDAD TEXTIL DE PUEBLA "	565180.5811	2118727.1825	"19°9'38"""	"98°22'48"""	"Boulevard CIRCUITO ESTEBAN DE ANTUÑANO"	"10 "	" "		"HUEJOTZINGO"	"Puebla"	"Huejotzingo"	"74160"
"LPU9L2111411"	"SCHAEFFLER TRANSMISIÓN S. DE R. L. DE C. V.,SCHAEFFLER"	336350	"Fabricación de partes de sistemas de transmisión para vehículos automotores"	"Automotriz"	"9J"	"Produccion de partes para el sistema de transmision automotriz"	"PRODUCCIÓN DE EMBRAGUES, EMBRAGUES DOBLES, DISCOS, VOLANTES, ESTATOR"		589471.9803	2109991.0242	"19°4'51"""	"98°8'58"""	"Avenida RESURRECCION NORTE"	"12 "	" "	"Colonia PARQUE INDUSTRIAL RESURRECCION"	"LA RESURRECCION"	"Puebla"	"Puebla"	"72228"
"LQM5I1502411"	"LIQUID QUIMICA MEXICANA, S.A. DE C.V.,LIQUID QUÍMICA"	325180	"Fabricación de otros productos químicos básicos inorgánicos"	"Quimica"	"5I"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCIÓN DE CARBONATO DE CALCIO PRECIPITADO"		480718.428	2172589.4509	"19°38'54"""	"99°11'2"""	"Calle CARR. ANTIGUA MEXICO CUAUTITLAN KM. 31+5"	"_ "	" "	"Colonia LOMA BONITA"	"CUAUTITLAN"	"México"	"Cuautitlán"	"54800"
"LQS5T2111912"	"LABORATORIOS QUIMICA SON'S SA DE CV,QUIMICA SONS"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE MEDICAMENTOS PARA CONSUMO HUMANO"		577063.8721	2101909.5841	"19°0'29"""	"98°16'4"""	"Calle BLVD. LOS REYES"	"6217 "	" "	"Colonia SAN BERNARDINO TLAXCALANCINGO"	"SAN BERNARDINO TLAXCALANCINGO"	"Puebla"	"San Andrés Cholula"	"72820"
"LQU0901500852"	"LABORATORIOS QUIMPHARMA, S.A. DE C.V.,LABORATORIOS QUIMPHARMA PLANTA PINO"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"FABRICACIÓN DE PREPARACIONES FARMACÉUTICAS"		483763.507	2151401.0072	"19°27'25"""	"99°9'16"""	"Calle PINO"	"343 "	"46 "	"Colonia SANTA MARIA LA RIBERA"	"CUAUHTEMOC"	"Ciudad de México"	"Cuauhtémoc"	"06400"
"LRA0502700001"	"MODINE RAMOS, S. DE R.L. DE C.V.,MODINE"	332810	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"RECUBRIMIENTOS Y TERMINADOS METALICOS"	"PARQUE INDUSTRIAL AMISTAD AEROPUERTO SECCION 2"	307187.9183	2826522.3731	"25°32'36"""	"100°55'8"""	"Eje Vial OSCAR FLORES TAPIA"	"1755 "	"4 "		"RAMOS ARIZPE"	"Coahuila de Zaragoza"	"Ramos Arizpe"	"25900"
"LRM2803200161"	"LEROY SOMER REYNOSA MAQUINARIA Y HERRAMIENTA  S. DE R.L. DE C.V.,LEROY-SOMER REYNOSA MAQUINARIA Y HERRAMIENTA S. DE R.L. DE C.V."	333610	"Fabricación de motores de combustión interna, turbinas y transmisiones"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de otra maquinaria y equipo para la industria en general"	"PARQUE INDUSTRIAL REYNOSA CENTER"	577139.4373	2880960.4332	"26°2'44"""	"98°13'44"""	"Avenida INDUSTRIAL REYNOSA"	"LOTE M- 6 "	" "		"REYNOSA"	"Tamaulipas"	"Reynosa"	"88788"
"LRU5T1510411"	"LABORATORIOS RUSSEK S. DE R.L. DE C.V.,"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"FABRICACIÓN DE PREPARACIONES FARMACEUTICAS"		477803.6337	2156931.4389	"19°30'24"""	"99°12'41"""	"Calzada LAS ARMAS"	"110 "	" "	"Fraccionamiento INDUSTRIAL LAS ARMAS"	"TLALNEPANTLA"	"México"	"Tlalnepantla de Baz"	"54080"
"LSAB82700411"	"LMC SERVICIOS AMBIENTALES S.A. DE C.V,NA"	488990	"Otros servicios relacionados con el transporte"	"Otros"	"S7"	"Plantas de tratamiento de aguas residuales"	"servicio de recolección, transporte y tratamiento de aguas residuales"		493499.2403	1987290.4809	"17°58'25"""	"93°3'41"""	"Carretera RANCHERIA GONZALEZ"	"1RA. SECCION "	" "	"Ranchería GONZALEZ 1A SECC"	"VILLAHERMOSA"	"Tabasco"	"Centro"	"86280"
"LSA3001200005"	"LMC SERVICIOS AMBIENTALES S.A. DE C.V,N/A"	562112	"Manejo de desechos no peligrosos y servicios de remediación a zonas dañadas por desechos no peligrosos"	"Otros"	"S7"	"Plantas de tratamiento de aguas residuales"	"TRATAMIENTO DE AGUAS RESIDUALES"		212260.5634	2039568.6574	"18°25'36"""	"95°43'25"""	"Camino D/C"	"SN "	" "	"Pueblo DOS BOCAS"	"AMATITLAN"	"Veracruz de Ignacio de la Llave"	"Amatitlán"	"95450"
"LSA5T1409711"	"LABORATORIOS SALUS, S.A. DE C.V.,"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Fábrica o laboratorio de medicamentos para uso humano"		658277.0793	2267514.1435	"20°29'58"""	"103°28'55"""	"Carretera CARR. GUADALAJARA-MORELIA"	"KM.22.5 "	" "	"Colonia Parque Industrial Químico Farmacéutico"	"TLAJOMULCO DE ZUÑIGA"	"Jalisco"	"Tlajomulco de Zúñiga"	"45640"
"LSC1510600491"	"LANDSTEINER SCIENTIFIC S.A. DE C.V.,"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Centro de distribución, planta de fabricación y laboratorios farmacéuticos "	"PARQUE INDUSTRIAL TOLUCA 2000"	440743.69	2143724.7867	"19°23'12"""	"99°33'51"""	"Calle PROLONGACION 4 NORTE"	"234 "	" "		"SAN MATEO OTZACATIPAN"	"México"	"Toluca"	"50233"
"LSE5T0901611"	"LABORATORIOS SENOSIAIN, S.A. DE C.V.,"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Producción de Farmacéuticos y Medicamentos"		477302.2769	2150592.6793	"19°26'58"""	"99°12'58"""	"Calle LAGO SILVERIO"	"177 NA"	"NA "	"Colonia ANAHUAC"	"MIGUEL HIDALGO"	"Ciudad de México"	"Miguel Hidalgo"	"11320"
"LSE5T1100711"	"LABORATORIOS SENOSIAIN, S.A. DE C.V.,LABORATORIOS SENOSIAIN"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Producción de Farmacéuticos y medicamentos"		312219.7808	2275570.0189	"20°34'11"""	"100°48'5"""	"Calle CAMINO A SAN LUIS REY"	"221 "	"Na Na"	"Colonia SANTA RITA"	"CELAYA"	"Guanajuato"	"Celaya"	"38137"
"LSO5T1412011"	"LABORATORIOS SOPHIA S.A. DE C.V.,"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCION DE MEDICAMENTOS FARMACEUTICOS OFTALMICOS, HORMONALES Y NO HORMONALES"	"ZAPOPAN"	656883.3472	2292683.1295	"20°43'37"""	"103°29'35"""	"Calle PASEO DEL NORTE"	"5255 "	" "		"ZAPOPAN"	"Jalisco"	"Zapopan"	"45010"
"LST1904800083"	"LATIN STEEL, S.A. DE C.V.,"	332810	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"GALVANIZADO POR INMERSIÓN EN CALIENTE"		350114.5707	2844775.9002	"25°42'47"""	"100°29'38"""	"Calle ANTIGUO CAMINO A VILLA DE GARCIA"	"1000 "	" "	"Colonia SANTA CATARINA CENTRO"	"CIUDAD SANTA CATARINA"	"Nuevo León"	"Santa Catarina"	"66350"
"LTE912803212"	"LAIRD TECHNOLOGIES S. DE R.L. DE C.V.,LAIRD TECHNOLOGIES, S. DE R. L. DE C. V."	332810	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"FABRICACION DE PRODUCTOS PARA PREVENIR LA INTERFERENCIA, METAL ESTAMPADO Y PLATINADO DE ME"	"PARQUE INDUSTRIAL PROLOGIS"	579080.0767	2877159.07	"26°0'40"""	"98°12'35"""	"Avenida AV. INDUSTRIAL DRIVE"	"S/N EDIFICIO 10 "	" "		"REYNOSA"	"Tamaulipas"	"Reynosa"	"88780"
"LUG1407000054"	"QUIMI KAO SA,QUIMI KAO S. A. DE C. V."	325190	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"Fabricación compra y venta de aminas grasas y derivados"	"La Azucena"	685264.266	2267709.1576	"20°29'56"""	"103°13'24"""	"Camino Conocido"	"sin numero "	"sin numero "		"EL SALTO"	"Jalisco"	"El Salto"	"45680"
"LUHHI1505711"	"LAPI UNIDAD DE HEMODIALISIS, S.A. DE C.V.,LAPI UNIDAD DE HEMODIALISIS"	621511	"Laboratorios médicos y de diagnóstico del sector privado"	"Servicios de salud y de asistencia"	"HH"	"Laboratorios de analisis clinicos"	"CONSULTORIO Y LABORATORIO DE ANÁLISIS CLÍNICOS Y HEMODIÁLISIS"		475431.2117	2157623.1247	"19°30'47"""	"99°14'2"""	"Calle PAFNUNCIO PADILLA"	"15 INT. 102 "	" "	"Colonia CIUDAD SATÉLITE"	"NAUCALPAN DE JUAREZ"	"México"	"Naucalpan de Juárez"	"53100"
"LUN2111400427"	"LUNKOMEX S. DE R.L. DE C.V.,"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de otras partes para vehículos automotrices"	"PARQUE INDUSTRIAL RESURRECCION"	589185.1166	2109672.4506	"19°4'40"""	"98°9'8"""	"Avenida Resurrección Sur"	"6 "	" "		"HEROICA PUEBLA DE ZARAGOZA"	"Puebla"	"Puebla"	"72228"
"LUP0502700029"	"LII UNITED PRODUCTS S DE RL DE CV, PLANTA 2"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACION DE CALEFACTORES RESIDENCIALES Y MANEJADORAS DE AIRE"	"PARQUE INDUSTRIAL AMISTAD AEROPUERTO ETAPA II"	307155.1905	2826288.1232	"25°32'28"""	"100°55'9"""	"Boulevard OSCAR FLORES TAPIA"	"1755 "	" "		"RAMOS ARIZPE"	"Coahuila de Zaragoza"	"Ramos Arizpe"	"25900"
"LUP0502700200"	"LII UNITED PRODUCTS S DE RL DE CV, PLANTA"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"INDUSTRIA MANUFACTURERA "	"PARQUE INDUSTRIAL RAMOS ARIZPE"	307114.6648	2826727.8284	"25°32'43"""	"100°55'11"""	"Calle LIBRAMIENTO OSCAR FLORES TAPIA"	"1505 "	" "		"RAMOS ARIZPE"	"Coahuila de Zaragoza"	"Ramos Arizpe"	"25903"
"LUP910502711"	"LII UNITED PRODUCTS S DE RL DE CV,"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"Fabricacion de Equipos de Aire Acondicionados"	"PARQUE INDUSTRIAL AMISTAD AEROPUERTO"	306729.063	2826650.674	"25°32'40"""	"100°55'25"""	"Periférico OSCAR FLORES TAPIA"	"1505 "	" "		"RAMOS ARIZPE"	"Coahuila de Zaragoza"	"Ramos Arizpe"	"25900"
"LVI6Z1505711"	"PAVISA LUXE S.A. DE C.V.,PAVISA"	327213	"Fabricación de envases y ampolletas de vidrio"	"Vidrio"	"6Z"	"Produccion de botellas, envases y similares de vidrio"	"Produccion de botellas, envases y similares de vidrio"		476253.9886	2152972.4309	"19°28'16"""	"99°13'34"""	"Calle GENERAL AGUSTIN MILLAN"	"10 "	" "	"Colonia SAN ANDRES ATOTO"	"NAUCALPAN DE JUAREZ"	"México"	"Naucalpan de Juárez"	"53000"
"LVT1501300374"	"ZENTRIX S. DE R.L. DE C.V.,"	315229	"Confección en serie de otra ropa exterior de materiales textiles"	"Textiles, fibras e hilos"	"46"	"Confeccion de prendas de vestir"	"Fabricación, venta, distribución y almacenaje de prendas de vestir y corsetería"		472782.9822	2163698.1494	"19°34'4"""	"99°15'34"""	"Calle CERRADA DR GUSTAVO BAZ"	"5-A "	"S/N "	"Colonia MEXICO NUEVO"	"CIUDAD LOPEZ MATEOS"	"México"	"Atizapán de Zaragoza"	"52966"
"LZE1412000002"	"LABORATORIOS ZEYCO, S.A. DE C.V.,LABORATORIOS ZEYCO"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS"		661700.5341	2280626.4903	"20°37'4"""	"103°26'53"""	"Calle CAMINO A SANTA ANA TEPATITLAN"	"2230 "	" "	"Colonia SANTA ANA TEPETITLAN"	"ZAPOPAN"	"Jalisco"	"Zapopan"	"45230"
"MAC1502500104"	"MOLINOS AZTECA DE CHALCO S.A. DE C.V.,MOLINOS AZTECA DE CHALCO, S.A. DE C.V."	311213	"Elaboración de harina de maíz"	"Alimenticio y/o de consumo humano"	"25"	"Produccion de harinas"	"FABRICACIÓN Y VENTA DE HARINA DE MAÍZ NIXTAMALIZADO "		508186.6896	2125160.1293	"19°13'11"""	"98°55'19"""	"Carretera ANTIGUO CAMINO A PUENTE VIEJO"	"S/N "	"S/N "	"Pueblo SANTA CATARINA AYOTZINGO"	"SANTA CATARINA AYOTZINGO"	"México"	"Chalco"	"56623"
"MAC1509200002"	"MOLINOS AZTECA DE CHALCO S.A. DE C.V.,MASECA"	311830	"Elaboración de tortillas de maíz y molienda de nixtamal"	"Alimenticio y/o de consumo humano"	"25"	"Produccion de harinas"	"FABRICACION DE HARINA DE MAIZ"		518955.2994	2174823.0668	"19°40'7"""	"98°49'9"""	"Carretera OXTOTIPAC - BELEN"	"NO.5 "	" "	"Colonia SAN FRANCISCO MAZAPA"	"TEOTIHUACAN DE ARISTA"	"México"	"Teotihuacán"	"55830"
"MAD1412000771"	"MADARIS, S.A. DE C.V.,GUADALAJARA TECHNOLOGY PARK"	531311	"Servicios de administración de bienes raíces"	"Otros"	"3C"	"Aprovechamiento de aguas subterraneas"	"ADMINISTRACIÓN DE INMUEBLES"		656900.9364	2292653.3165	"20°43'36"""	"103°29'35"""	"Carretera GUADALAJARA - NOGALES"	"KM 13.5 "	"S/N "	"Colonia SAN JUAN DE OCOTAN"	"LA VENTA DEL ASTILLERO"	"Jalisco"	"Zapopan"	"45019"
"MAE7N1101711"	"COMPAÑIA MANUFACTURERA DE ARTEFACTOS ELECTRICOS, S.A. DE C.V.,"	335312	"Fabricación de equipo y aparatos de distribución de energía eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"7N"	"Afinacion y refinacion de cobre"	"FABRICACION DE ALAMBRE MAGNETO Y NUCLEOS DE ACERO AL SILICIO"		256601.5606	2288041.079	"20°40'33"""	"101°20'11"""	"Boulevard PASEO SOLIDARIDAD"	"9363 A"	" "	"Colonia LOS HOYOS"	"IRAPUATO"	"Guanajuato"	"Irapuato"	"36512"
"MAGUB0100111"	"MUNICIPIO AGUASCALIENTES,RELLENO SANITARIO SAN NICOLAS"	931210	"Administración pública en general"	"Otros"	"OT"	"Servicio Publico"	"SERVICIO PUBLICO"		787718.2564	2431185.711	"21°57'41"""	"102°12'50"""	"Carretera LAS CUMBRES A J.MA.MORELOS"	"KM 3 "	" "	"Colonia SAN NICOLÏ¿½S DE ARRIBA"	"AGUASCALIENTES"	"Aguascalientes"	"Aguascalientes"	"20364"
"MAG1904600117"	"MAGNEKON S.A. DE C.V.,MAGNEKON, S.A. DE C.V. (PLANTA 1, 3 Y KEMEK)"	325211	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"La fabricación y venta de toda clase de materiales y equipos eléctricos"		374675.3488	2845769.6558	"25°43'28"""	"100°14'57"""	"Avenida CONDUCTORES"	"505-B "	" "	"Unidad Habitacional CONSTITUYENTES DE QUERETARO SECTOR 3"	"SAN NICOLAS DE LOS GARZA"	"Nuevo León"	"San Nicolás de los Garza"	"66490"
