"NRA"	"Nombre"	"Estado"	"Sector"	"Descripción"	"No. CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reuso"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición final"	"Alcantarillado"	"Otros"	"Incineración"
"MAS9M1100741"	"Meridian Automotive Systems de México. S. de R. L. de C. V."	"GUANAJUATO"	"Automotriz "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0001004157									
"MAS9M1100741"	"Meridian Automotive Systems de México. S. de R. L. de C. V."	"GUANAJUATO"	"Automotriz "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.002									
"MAS9M1100741"	"Meridian Automotive Systems de México. S. de R. L. de C. V."	"GUANAJUATO"	"Automotriz "	"Cadmio"	"7440-43-9"	"ton/año"		0.00033530112									
"MAS9M1100741"	"Meridian Automotive Systems de México. S. de R. L. de C. V."	"GUANAJUATO"	"Automotriz "	"Arsénico"	"7440-38-2"	"ton/año"		0.005									
"MAS9M1100741"	"Meridian Automotive Systems de México. S. de R. L. de C. V."	"GUANAJUATO"	"Automotriz "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00068981									
"MAS9M1100741"	"Meridian Automotive Systems de México. S. de R. L. de C. V."	"GUANAJUATO"	"Automotriz "	"Estireno (fenil etileno)"	"100-42-5"	"ton/año"	0.0000007522										
"MAS9M1100741"	"Meridian Automotive Systems de México. S. de R. L. de C. V."	"GUANAJUATO"	"Automotriz "	"Bióxido de carbono"	"124-38-9"	"ton/año"	1847.088										
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.001									
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.001									
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000009044									
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.000460419									
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Cadmio"	"7440-43-9"	"ton/año"		0.00042343									
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.000038628									
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	239786										
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Bióxido de nitrógeno"	"10102-44-0"	"ton/año"	208										
"MAU171303411"	"Compañía Minera Autlán S.A. de C.V."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00018263									
"MAU7F1000712"	"COMPAÑIA MINERA AUTLAN S.A.B. DE C.V PLANTA GOMEZ PALACIO"	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.007									
"MAU7F1000712"	"COMPAÑIA MINERA AUTLAN S.A.B. DE C.V PLANTA GOMEZ PALACIO"	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Cadmio"	"7440-43-9"	"ton/año"		0.007									
"MAU7F1000712"	"COMPAÑIA MINERA AUTLAN S.A.B. DE C.V PLANTA GOMEZ PALACIO"	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.007									
"MAU7F1000712"	"COMPAÑIA MINERA AUTLAN S.A.B. DE C.V PLANTA GOMEZ PALACIO"	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.007									
"MAU7F1000712"	"COMPAÑIA MINERA AUTLAN S.A.B. DE C.V PLANTA GOMEZ PALACIO"	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.007									
"MAU7F1000712"	"COMPAÑIA MINERA AUTLAN S.A.B. DE C.V PLANTA GOMEZ PALACIO"	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.007									
"MAU7F1000712"	"COMPAÑIA MINERA AUTLAN S.A.B. DE C.V PLANTA GOMEZ PALACIO"	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.007									
"MAV6E1403911"	"MAVEL Y CIA. S.A. DE C.V."	"JALISCO"	"Articulos y productos plasticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	56.2										
"MAV970803711"	"Manufacturas Avanzadas S.A. de C.V."	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	238.425										
"MAV970803711"	"Manufacturas Avanzadas S.A. de C.V."	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"					16.15						
"MAX190261111"	"MOLINOS AZTECA S.A. DE C.V."	"NUEVO LEON"	"Alimenticio y/o de consumo humano "	"Fenol"	"108-95-2"	"ton/año"		0.222									
"MBA121001911"	"COMPAÑÍA MINERA BASIS S.A. DE C.V."	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.0000188									
"MBA121001911"	"COMPAÑÍA MINERA BASIS S.A. DE C.V."	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000001									
"MBA121001911"	"COMPAÑÍA MINERA BASIS S.A. DE C.V."	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.0000019									
"MBA121001911"	"COMPAÑÍA MINERA BASIS S.A. DE C.V."	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Cadmio"	"7440-43-9"	"ton/año"		0.000000141									
"MBA121001911"	"COMPAÑÍA MINERA BASIS S.A. DE C.V."	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000094									
"MBA121001911"	"COMPAÑÍA MINERA BASIS S.A. DE C.V."	"DURANGO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000001316									
"MBA5I1503311"	"Mallinckrodt Baker S.A. de C.V."	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000021									
"MBA5I1503311"	"Mallinckrodt Baker S.A. de C.V."	"MEXICO"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00000192									
"MBA5I1503311"	"Mallinckrodt Baker S.A. de C.V."	"MEXICO"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.0000023862									
"MBA5I1503311"	"Mallinckrodt Baker S.A. de C.V."	"MEXICO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.0000003348									
"MBA5I1503311"	"Mallinckrodt Baker S.A. de C.V."	"MEXICO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000132						0.129			
"MBA5I1503311"	"Mallinckrodt Baker S.A. de C.V."	"MEXICO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	4259.119										
"MBA5I1503311"	"Mallinckrodt Baker S.A. de C.V."	"MEXICO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.000019193									
"MBA5I1503311"	"Mallinckrodt Baker S.A. de C.V."	"MEXICO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.000012348									
"MBELM1510411"	"MEXBESTOS S.A. DE C.V."	"MEXICO"	"Asbesto"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000033073									
"MBELM1510411"	"MEXBESTOS S.A. DE C.V."	"MEXICO"	"Asbesto"	"Arsénico"	"7440-38-2"	"ton/año"		0.000003257									
"MBELM1510411"	"MEXBESTOS S.A. DE C.V."	"MEXICO"	"Asbesto"	"Cadmio"	"7440-43-9"	"ton/año"		0.000043246									
"MBELM1510411"	"MEXBESTOS S.A. DE C.V."	"MEXICO"	"Asbesto"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00014755									
"MBELM1510411"	"MEXBESTOS S.A. DE C.V."	"MEXICO"	"Asbesto"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000003409									
"MBELM1510411"	"MEXBESTOS S.A. DE C.V."	"MEXICO"	"Asbesto"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00033835									
"MBELM1510411"	"MEXBESTOS S.A. DE C.V."	"MEXICO"	"Asbesto"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.000770833									
"MBR1W1101711"	"MARBRAN S.A. DE C.V."	"GUANAJUATO"	"Alimenticio y/o de consumo humano "	"Bióxido de carbono"	"124-38-9"	"ton/año"	2691.058										
"MBR1Z1101711"	"MARBRAN S.A. DE C.V. PLANTA II IRAPUATO"	"GUANAJUATO"	"Alimenticio y/o de consumo humano "	"Bióxido de carbono"	"124-38-9"	"ton/año"	231.004										
"MBR1Z1101811"	"MARBRAN S.A. DE C.V. PLANTA III JARAL"	"GUANAJUATO"	"Alimenticio y/o de consumo humano "	"Bióxido de carbono"	"124-38-9"	"ton/año"	2329.085										
"MBS140800511"	"Minera Bismark S.A de C.V"	"CHIHUAHUA"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"										159.9	
"MBS140800511"	"Minera Bismark S.A de C.V"	"CHIHUAHUA"	"Metalurgica (incluye la siderurgica) "	"Cadmio"	"7440-43-9"	"ton/año"										8.416	
"MCI7T0503012"	"Manufacturas Cifunsa, S.A. de C.V. Planta 3"	"COAHUILA"	"Automotriz "	"Fenol"	"108-95-2"	"ton/año"				1.57							
"MCI7T0503012"	"Manufacturas Cifunsa, S.A. de C.V. Planta 3"	"COAHUILA"	"Automotriz "	"Formaldehido"	"50-00-0"	"ton/año"				0.3							
"MCI7T0503012"	"Manufacturas Cifunsa, S.A. de C.V. Planta 3"	"COAHUILA"	"Automotriz "	"Bióxido de carbono"	"124-38-9"	"ton/año"	106155										
"MCM7I1403911"	"MOLYCOP MEXICO S.A DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00014216									
"MCM7I1403911"	"MOLYCOP MEXICO S.A DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000053									
"MCM7I1403911"	"MOLYCOP MEXICO S.A DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00005331									
"MCM9M0502721"	"MAHLE COMPONENTES DE MOTOR DE MEXICO S DE RL DE CV"	"COAHUILA"	"Automotriz "	"Bióxido de carbono"	"124-38-9"	"ton/año"	755.024										
"MCO152604111"	"MEXICANA DE COBRE S.A. DE C.V. UNIDAD LA CARIDAD"	"SONORA"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.015									
"MCO152604111"	"MEXICANA DE COBRE S.A. DE C.V. UNIDAD LA CARIDAD"	"SONORA"	"Metalurgica (incluye la siderurgica) "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.009									
"MCO152604111"	"MEXICANA DE COBRE S.A. DE C.V. UNIDAD LA CARIDAD"	"SONORA"	"Metalurgica (incluye la siderurgica) "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.02									
"MCO152604111"	"MEXICANA DE COBRE S.A. DE C.V. UNIDAD LA CARIDAD"	"SONORA"	"Metalurgica (incluye la siderurgica) "	"Cadmio"	"7440-43-9"	"ton/año"		0.03									
"MCO152604111"	"MEXICANA DE COBRE S.A. DE C.V. UNIDAD LA CARIDAD"	"SONORA"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000230748									
"MCO152604111"	"MEXICANA DE COBRE S.A. DE C.V. UNIDAD LA CARIDAD"	"SONORA"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.085									
"MCO5P1505111"	"MONSANTO COMERCIAL SA DE CV"	"MEXICO"	"Quimica"	"Fenol"	"108-95-2"	"ton/año"		0.000009									
"MCO5P1505111"	"MONSANTO COMERCIAL SA DE CV"	"MEXICO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000018									
"MCO5P1505111"	"MONSANTO COMERCIAL SA DE CV"	"MEXICO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.000045									
"MCO5P1505111"	"MONSANTO COMERCIAL SA DE CV"	"MEXICO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.000009									
"MCO5P1505111"	"MONSANTO COMERCIAL SA DE CV"	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000009									
"MCO5P1505111"	"MONSANTO COMERCIAL SA DE CV"	"MEXICO"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.000009									
"MCO5P1505111"	"MONSANTO COMERCIAL SA DE CV"	"MEXICO"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.0000018									
"MCO5P1505111"	"MONSANTO COMERCIAL SA DE CV"	"MEXICO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.0000018									
"MCUMJ1101511"	"COMPAÑIA MINERA DEL CUBO S.A. DE C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	237.093										
"MCUMJ1101511"	"COMPAÑIA MINERA DEL CUBO S.A. DE C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.000058025									
"MCUMJ1101511"	"COMPAÑIA MINERA DEL CUBO S.A. DE C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000044									
"MCUMJ1101511"	"COMPAÑIA MINERA DEL CUBO S.A. DE C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.0000209									
"MCUMJ1101511"	"COMPAÑIA MINERA DEL CUBO S.A. DE C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Cadmio"	"7440-43-9"	"ton/año"		0.00002035									
"MCUMJ1101511"	"COMPAÑIA MINERA DEL CUBO S.A. DE C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000275									
"MCUMJ1101511"	"COMPAÑIA MINERA DEL CUBO S.A. DE C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000022275									
"MCUMJ1101511"	"COMPAÑIA MINERA DEL CUBO S.A. DE C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00006875									
"MDI4B0803711"	"MANUFACTURAS DIVRSIFICADAS S.A. DE C.V."	"CHIHUAHUA"	"Textiles, fibras e hilos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	490.08										
"MDM6X1902611"	"MAGNA DONNELLY MONTERREY SA DE CV."	"NUEVO LEON"	"vidrio"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00019716									
"MDM6X1902611"	"MAGNA DONNELLY MONTERREY SA DE CV."	"NUEVO LEON"	"vidrio"	"Arsénico"	"7440-38-2"	"ton/año"		0.000019716									
"MDM6X1902611"	"MAGNA DONNELLY MONTERREY SA DE CV."	"NUEVO LEON"	"vidrio"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000098582									
"MDM6X1902611"	"MAGNA DONNELLY MONTERREY SA DE CV."	"NUEVO LEON"	"vidrio"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00049291		0.601							
"MDM6X1902611"	"MAGNA DONNELLY MONTERREY SA DE CV."	"NUEVO LEON"	"vidrio"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00098582									
"MDM6X1902611"	"MAGNA DONNELLY MONTERREY SA DE CV."	"NUEVO LEON"	"vidrio"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00098582									
"MDM6X1902611"	"MAGNA DONNELLY MONTERREY SA DE CV."	"NUEVO LEON"	"vidrio"	"Bióxido de carbono"	"124-38-9"	"ton/año"	29.711										
"MDM6X1902611"	"MAGNA DONNELLY MONTERREY SA DE CV."	"NUEVO LEON"	"vidrio"	"Cadmio"	"7440-43-9"	"ton/año"		0.0006900768									
"MDM9I0100511"	"MOTO DIESEL MEXICANA S.A. DE C.V."	"AGUASCALIENTES"	"Automotriz "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.0000014321									
"MDM9I0100511"	"MOTO DIESEL MEXICANA S.A. DE C.V."	"AGUASCALIENTES"	"Automotriz "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.0000004493									
"MDM9I0100511"	"MOTO DIESEL MEXICANA S.A. DE C.V."	"AGUASCALIENTES"	"Automotriz "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000015163									
"MDM9I0100511"	"MOTO DIESEL MEXICANA S.A. DE C.V."	"AGUASCALIENTES"	"Automotriz "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.0000011794									
"MDM9I0100511"	"MOTO DIESEL MEXICANA S.A. DE C.V."	"AGUASCALIENTES"	"Automotriz "	"Cadmio"	"7440-43-9"	"ton/año"		0.0000003032775									
"MDM9I0100511"	"MOTO DIESEL MEXICANA S.A. DE C.V."	"AGUASCALIENTES"	"Automotriz "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000012917									
"MDM9I0100511"	"MOTO DIESEL MEXICANA S.A. DE C.V."	"AGUASCALIENTES"	"Automotriz "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000001460225									
"MDR5T0900511"	"MONTICELLO DRUG COMPANY S.A."	"DISTRITO FEDERAL"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.0000038126									
"MDR5T0900511"	"MONTICELLO DRUG COMPANY S.A."	"DISTRITO FEDERAL"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000003106									
"MDR5T0900511"	"MONTICELLO DRUG COMPANY S.A."	"DISTRITO FEDERAL"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.0000033997									
"MDR5T0900511"	"MONTICELLO DRUG COMPANY S.A."	"DISTRITO FEDERAL"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.00000057492									
"MDR5T0900511"	"MONTICELLO DRUG COMPANY S.A."	"DISTRITO FEDERAL"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.00000024283									
"MDR5T0900511"	"MONTICELLO DRUG COMPANY S.A."	"DISTRITO FEDERAL"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000130284									
"MDR5T0900511"	"MONTICELLO DRUG COMPANY S.A."	"DISTRITO FEDERAL"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00001220964									
"MEJ8T0803711"	"MOTORES ELECTRICOS DE JUAREZ S. DE R.L. DE C.V. PLANTA FME"	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	985.905										
"MEJ8T0803712"	"Motores Electricos de Juarez S. de R.L. de C.V. Planta FCDM"	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	999.902										
"MEJ8T0803713"	"Motores Electricos de Juarez S. de R.L. de C.V. Planta FCM"	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.073										
"MEJ8T0803715"	"Motores Electricos de Juarez S. de R.L. de C.V. Planta IGMEX PLANTA 4"	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	4863.936										
"MEJ8T0803716"	"MOTORES ELECTRICOS DE JUAREZ S. DE R.L. DE C.V. PLANTA MEJ 2"	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	297.652										
"MEJ8T0803717"	"MOTORES ELECTRICOS DE JUAREZ S. DE R.L. DE C.V. PLANTA MEJ 1"	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	22.41										
"MELMD1900611"	"MELTER S.A. DE C.V."	"NUEVO LEON"	"Articulos y productos metalicos "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000068643									
"MELMD1900611"	"MELTER S.A. DE C.V."	"NUEVO LEON"	"Articulos y productos metalicos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000310002									
"MELMD1900611"	"MELTER S.A. DE C.V."	"NUEVO LEON"	"Articulos y productos metalicos "	"Cadmio"	"7440-43-9"	"ton/año"		0.00015942									
"MELMD1900611"	"MELTER S.A. DE C.V."	"NUEVO LEON"	"Articulos y productos metalicos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.0002059299									
"MELMD1900611"	"MELTER S.A. DE C.V."	"NUEVO LEON"	"Articulos y productos metalicos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.001									
"MELMD1900611"	"MELTER S.A. DE C.V."	"NUEVO LEON"	"Articulos y productos metalicos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00001240008									
"MELMD1900611"	"MELTER S.A. DE C.V."	"NUEVO LEON"	"Articulos y productos metalicos "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.000037643									
"MEM8T1902611"	"MOTORES ELECTRICOS DE MONTERREY S. DE R. L. DE C.V."	"NUEVO LEON"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	828.733							414.367			
"MEM910200211"	"MASTERWORK ELECTRONICS DE MEXICO S.A. DE C.V."	"BAJA CALIFORNIA"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"					8.4						
"MEMMK1605311"	"MINERIA EMPRESARIAL S.A DE C.V."	"MICHOACAN"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	1.003										
"MEMND1902611"	"MOTORES ELECTRICOS DE MONTERREY S. DE R. L. DE C.V. Planta III"	"NUEVO LEON"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	3.744							1.872			
"MER5T1505711"	"MERCK S.A. DE C.V."	"MEXICO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.00000006668088									
"MER5T1505711"	"MERCK S.A. DE C.V."	"MEXICO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.0000036966									
"MER5T1505711"	"MERCK S.A. DE C.V."	"MEXICO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.0000006668088									
"MER5T1505711"	"MERCK S.A. DE C.V."	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000000058492									
"MER5T1505711"	"MERCK S.A. DE C.V."	"MEXICO"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.000000093587									
"MES7I1503311"	"FRANCISCA MEDINA SANCHEZ"	"MEXICO"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.000000000008										
"MET5I2111411"	"METALOIDES SA DE CV"	"PUEBLA"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	3046.85										
"MET861904811"	"METAK. SA DE CV"	"NUEVO LEON"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.000004									
"MET861904811"	"METAK. SA DE CV"	"NUEVO LEON"	"Metalurgica (incluye la siderurgica) "	"Cadmio"	"7440-43-9"	"ton/año"		0.000101									
"MET861904811"	"METAK. SA DE CV"	"NUEVO LEON"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000016									
"MET861904811"	"METAK. SA DE CV"	"NUEVO LEON"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.028										
"MET861904811"	"METAK. SA DE CV"	"NUEVO LEON"	"Metalurgica (incluye la siderurgica) "	"Cromo (compuestos)"	"S/C3"	"ton/año"	0.021	0.000019									
"MET861904811"	"METAK. SA DE CV"	"NUEVO LEON"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00011									
"MET861904811"	"METAK. SA DE CV"	"NUEVO LEON"	"Metalurgica (incluye la siderurgica) "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.000647									
"MET861904811"	"METAK. SA DE CV"	"NUEVO LEON"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000006									
"MET9M1900611"	"Metalsa S de RL"	"NUEVO LEON"	"Automotriz "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.082									
"MET9M1900611"	"Metalsa S de RL"	"NUEVO LEON"	"Automotriz "	"Bióxido de carbono"	"124-38-9"	"ton/año"	114498.194										
"MET9M1900611"	"Metalsa S de RL"	"NUEVO LEON"	"Automotriz "	"Cadmio (compuestos)"	"S/C2"	"ton/año"		0.014									
"MET9M1900611"	"Metalsa S de RL"	"NUEVO LEON"	"Automotriz "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.022									
"MFM8T0803711"	"MOTORES FASCO DE MEXICO S. DE R.L. DE C.V."	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"					0.3						
"MGL692111411"	"COMPAÑIA MANUFACTURERA DE GRASAS LUBRICANTES S.A. DE .V"	"PUEBLA"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	65.234										
"MGM6L2802211"	"Maquiladora General de Matamoros S.A. de C.V."	"TAMAULIPAS"	"Articulos y productos plasticos "	"Estireno (fenil etileno)"	"100-42-5"	"ton/año"	1.247							0.058			
"MHC460803711"	"MOLNLYCKE HEALTH CARE S.A. DE C.V. PLANTA 1"	"CHIHUAHUA"	"Textiles, fibras e hilos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	312.564										
"MHC460803712"	"MOLNLYCKE HEALTH CARE S.A. DE C.V. PLANTA 2"	"CHIHUAHUA"	"Textiles, fibras e hilos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	46.182										
"MHI5W1103211"	"MISSION HILLS S.A. DE C.V."	"GUANAJUATO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	28002										
