"NRA"	"Nombre"	"Estado"	"Sector"	"Descripción"	"No. CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reuso"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición final"	"Alcantarillado"	"Otros"	"Incineración"
"INC741412111"	"INCALPA S.A. DE C.V."	"JALISCO"	"Cemento y Cal"	"Dioxinas"	"S/C10"	"ton/año"	0.000000140649										
"INC741412111"	"INCALPA S.A. DE C.V."	"JALISCO"	"Cemento y Cal"	"Furanos"	"S/C11"	"ton/año"	0.000000140649										
"INC741412111"	"INCALPA S.A. DE C.V."	"JALISCO"	"Cemento y Cal"	"Cromo (compuestos)"	"S/C3"	"ton/año"	0.013	0.0000009198									
"INDAY0200311"	"INDOTEL S. DE R.L. DE C.V."	"BAJA CALIFORNIA"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000000004									
"INDAY0200311"	"INDOTEL S. DE R.L. DE C.V."	"BAJA CALIFORNIA"	"Otros"	"Arsénico"	"7440-38-2"	"ton/año"		0.00000000000799									
"INDAY0200311"	"INDOTEL S. DE R.L. DE C.V."	"BAJA CALIFORNIA"	"Otros"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000000001									
"INFEA1306911"	"INFUS.A."	"HIDALGO"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	144.418										
"INLLY1412011"	"INDUSTRIA NACIONAL DE LUBRICANTES SA DE CV"	"JALISCO"	"Tratamiento de residuos peligrosos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	343.539										
"INORP2104111"	"INDUSTRIAS NORM S.A. DE C.V."	"PUEBLA"	"Automotriz "	"Arsénico"	"7440-38-2"	"ton/año"		0.000017439									
"INORP2104111"	"INDUSTRIAS NORM S.A. DE C.V."	"PUEBLA"	"Automotriz "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000025836									
"INORP2104111"	"INDUSTRIAS NORM S.A. DE C.V."	"PUEBLA"	"Automotriz "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000025836									
"IPARP2401311"	"INGENIO PLAN DE AYALA S.A. DE C.V."	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Arsénico"	"7440-38-2"	"ton/año"		0.00052618									
"IPARP2401311"	"INGENIO PLAN DE AYALA S.A. DE C.V."	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.013									
"IPARP2401311"	"INGENIO PLAN DE AYALA S.A. DE C.V."	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Bióxido de carbono"	"124-38-9"	"ton/año"	378755										
"IPARP2401311"	"INGENIO PLAN DE AYALA S.A. DE C.V."	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00052618									
"IPARP2401311"	"INGENIO PLAN DE AYALA S.A. DE C.V."	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.052									
"IPARP2401311"	"INGENIO PLAN DE AYALA S.A. DE C.V."	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.048									
"IPARP2401311"	"INGENIO PLAN DE AYALA S.A. DE C.V."	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Cadmio"	"7440-43-9"	"ton/año"		0.008									
"IPEEA2802211"	"STEPAN MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.009									
"IPEEA2802211"	"STEPAN MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.013									
"IPEEA2802211"	"STEPAN MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000055387									
"IPEEA2802211"	"STEPAN MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.000055388									
"IPEEA2802211"	"STEPAN MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000055388									
"IPEEA2802211"	"STEPAN MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	3108.11										
"IPEEA2802211"	"STEPAN MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.003									
"IPI743001411"	"INDUSTRIALIZADORA DE PIEDRA S.A. DE C.V."	"VERACRUZ"	"Cemento y Cal"	"Bióxido de carbono"	"124-38-9"	"ton/año"	4564										
"IPM150331111"	"INDUSTRIAS PETROTEC DE MEXICO SA DE CV"	"MEXICO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.0000032718									
"IPM150331111"	"INDUSTRIAS PETROTEC DE MEXICO SA DE CV"	"MEXICO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000254									
"IPM150331111"	"INDUSTRIAS PETROTEC DE MEXICO SA DE CV"	"MEXICO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	638.993										
"IPM150331111"	"INDUSTRIAS PETROTEC DE MEXICO SA DE CV"	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000753									
"IPM551610211"	"INDUSTRIAL PAPELERA MEXICANA S.A DE C.V."	"MICHOACAN"	"Celulosa y papel"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.19									
"IPM551610211"	"INDUSTRIAL PAPELERA MEXICANA S.A DE C.V."	"MICHOACAN"	"Celulosa y papel"	"Bióxido de carbono"	"124-38-9"	"ton/año"	101981										
"IPM551610211"	"INDUSTRIAL PAPELERA MEXICANA S.A DE C.V."	"MICHOACAN"	"Celulosa y papel"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.01									
"IPM551610211"	"INDUSTRIAL PAPELERA MEXICANA S.A DE C.V."	"MICHOACAN"	"Celulosa y papel"	"Arsénico"	"7440-38-2"	"ton/año"		0.0004622108									
"IPM551610211"	"INDUSTRIAL PAPELERA MEXICANA S.A DE C.V."	"MICHOACAN"	"Celulosa y papel"	"Cadmio"	"7440-43-9"	"ton/año"		0.055									
"IPM551610211"	"INDUSTRIAL PAPELERA MEXICANA S.A DE C.V."	"MICHOACAN"	"Celulosa y papel"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.109									
"IPM551610211"	"INDUSTRIAL PAPELERA MEXICANA S.A DE C.V."	"MICHOACAN"	"Celulosa y papel"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0008088689									
"IPM551610211"	"INDUSTRIAL PAPELERA MEXICANA S.A DE C.V."	"MICHOACAN"	"Celulosa y papel"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.109									
"IPM5T0502711"	"IVAX Pharmaceuticals Mexico S.A. de C.V."	"COAHUILA"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.0002274									
"IPM5T0502711"	"IVAX Pharmaceuticals Mexico S.A. de C.V."	"COAHUILA"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000758									
"IPM5T0502711"	"IVAX Pharmaceuticals Mexico S.A. de C.V."	"COAHUILA"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0001516									
"IPM5T0901211"	"IVAX PHARMACEUTICALS MEXICO S.A. de C.V."	"DISTRITO FEDERAL"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000088458									
"IPM5T0901211"	"IVAX PHARMACEUTICALS MEXICO S.A. de C.V."	"DISTRITO FEDERAL"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.0000015922									
"IPM5T0901211"	"IVAX PHARMACEUTICALS MEXICO S.A. de C.V."	"DISTRITO FEDERAL"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000012384									
"IPMEA1407011"	"INDUSTRIAS PETROQUIMICAS MEXICANAS S.A. DE C.V."	"JALISCO"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.001									
"IPMEA1407011"	"INDUSTRIAS PETROQUIMICAS MEXICANAS S.A. DE C.V."	"JALISCO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.002									
"IPMEA1407011"	"INDUSTRIAS PETROQUIMICAS MEXICANAS S.A. DE C.V."	"JALISCO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.004									
"IPMEA1407011"	"INDUSTRIAS PETROQUIMICAS MEXICANAS S.A. DE C.V."	"JALISCO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.003									
"IPMEA1407011"	"INDUSTRIAS PETROQUIMICAS MEXICANAS S.A. DE C.V."	"JALISCO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.001									
"IPOEA1403911"	"INDUSTRIAS POLYREY S.A. DE C.V."	"JALISCO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000013674									
"IPOEA1403911"	"INDUSTRIAS POLYREY S.A. DE C.V."	"JALISCO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.0000205124925									
"IPOEA1403911"	"INDUSTRIAS POLYREY S.A. DE C.V."	"JALISCO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000034187									
"IPOEA1403911"	"INDUSTRIAS POLYREY S.A. DE C.V."	"JALISCO"	"Quimica"	"Toluen diisocianato"	"26471-62-5"	"ton/año"	0.334							0.25			
"IPOEA1403911"	"INDUSTRIAS POLYREY S.A. DE C.V."	"JALISCO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	227.62										
"IPOEA1403911"	"INDUSTRIAS POLYREY S.A. DE C.V."	"JALISCO"	"Quimica"	"Cloruro de metileno"	"75-09-2"	"ton/año"	62.513							4.664			
"IPOEA1412011"	"INDUSTRIAS PROMI DE OCCIDENTE S. A. DE C. V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000013368									
"IPOEA1412011"	"INDUSTRIAS PROMI DE OCCIDENTE S. A. DE C. V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00012922									
"IPPEA2101511"	"CIA. INDUSTRIAL PAPELERA POBLANA S.A. DE C.V."	"PUEBLA"	"Celulosa y papel"	"Bióxido de carbono"	"124-38-9"	"ton/año"	2647.352										
"IPS562402811"	"INDUSTRIAL PAPELERA SAN LUIS S.A. DE C.V."	"SAN LUIS POTOSI"	"Celulosa y papel"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000076264									
"IPS562402811"	"INDUSTRIAL PAPELERA SAN LUIS S.A. DE C.V."	"SAN LUIS POTOSI"	"Celulosa y papel"	"Bióxido de carbono"	"124-38-9"	"ton/año"	12388.445										
"IPU8A2201411"	"INDUSTRIAS PULITEC S.A DE C. V."	"QUERETARO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.005									
"IPU8A2201411"	"INDUSTRIAS PULITEC S.A DE C. V."	"QUERETARO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.00000355									
"IPU8A2201411"	"INDUSTRIAS PULITEC S.A DE C. V."	"QUERETARO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00003479									
"IPU8A2201411"	"INDUSTRIAS PULITEC S.A DE C. V."	"QUERETARO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000355									
"IQI5K3003921"	"INDUSTRIA QUIMICA DEL ISTMO S.A DE C.V."	"VERACRUZ"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.014									
"IQI5K3003921"	"INDUSTRIA QUIMICA DEL ISTMO S.A DE C.V."	"VERACRUZ"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.006									
"IQI5K3003921"	"INDUSTRIA QUIMICA DEL ISTMO S.A DE C.V."	"VERACRUZ"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000244481056									
"IQI5K3003921"	"INDUSTRIA QUIMICA DEL ISTMO S.A DE C.V."	"VERACRUZ"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.008									
"IQI5K3003921"	"INDUSTRIA QUIMICA DEL ISTMO S.A DE C.V."	"VERACRUZ"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.0001914032									
"IQI5K3003921"	"INDUSTRIA QUIMICA DEL ISTMO S.A DE C.V."	"VERACRUZ"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	6804.252										
"IQI5K3003921"	"INDUSTRIA QUIMICA DEL ISTMO S.A DE C.V."	"VERACRUZ"	"Quimica"	"Mercurio"	"7439-97-6"	"ton/año"	0.05										
"IQI5K3003921"	"INDUSTRIA QUIMICA DEL ISTMO S.A DE C.V."	"VERACRUZ"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		1.12									
"IQI5M1903911"	"Industrias Químicas del Itsmo S. A. de C. V."	"NUEVO LEON"	"Quimica"	"Mercurio"	"7439-97-6"	"ton/año"							0.075	0.172			
"IQIMB2903911"	"INDUSTRIA QUIMICA DEL ISTMO S.A.DE C.V."	"TLAXCALA"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	253.451										
"IRA1Z2104111"	"INDUSTRIAS RAGAR S.A. DE .C.V."	"PUEBLA"	"Alimenticio y/o de consumo humano "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000039									
"IRA1Z2104111"	"INDUSTRIAS RAGAR S.A. DE .C.V."	"PUEBLA"	"Alimenticio y/o de consumo humano "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000009									
"IRA1Z2104111"	"INDUSTRIAS RAGAR S.A. DE .C.V."	"PUEBLA"	"Alimenticio y/o de consumo humano "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000003									
"IRE5U1902611"	"INNOVA Recubrimientos S.A. de C.V."	"NUEVO LEON"	"Pinturas y tintas "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000113302									
"IRE5U1902611"	"INNOVA Recubrimientos S.A. de C.V."	"NUEVO LEON"	"Pinturas y tintas "	"2-Etoxietanol (Termonoetilico de etilenglicol)"	"110-80-5"	"ton/año"	12.309										
"IRE5U1902611"	"INNOVA Recubrimientos S.A. de C.V."	"NUEVO LEON"	"Pinturas y tintas "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000250883									
"IRE5U1902611"	"INNOVA Recubrimientos S.A. de C.V."	"NUEVO LEON"	"Pinturas y tintas "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000040465									
"IRE5U1902611"	"INNOVA Recubrimientos S.A. de C.V."	"NUEVO LEON"	"Pinturas y tintas "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.004									
"IRE5U1902611"	"INNOVA Recubrimientos S.A. de C.V."	"NUEVO LEON"	"Pinturas y tintas "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.001									
"IRH882802711"	"Industrias Rheem S.A. de C.V."	"TAMAULIPAS"	"Articulos y productos metalicos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.001									
"IRH882802711"	"Industrias Rheem S.A. de C.V."	"TAMAULIPAS"	"Articulos y productos metalicos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.008									
"IRH882802711"	"Industrias Rheem S.A. de C.V."	"TAMAULIPAS"	"Articulos y productos metalicos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0005282									
"IRH882802711"	"Industrias Rheem S.A. de C.V."	"TAMAULIPAS"	"Articulos y productos metalicos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0005282									
"IRH882802711"	"Industrias Rheem S.A. de C.V."	"TAMAULIPAS"	"Articulos y productos metalicos "	"Arsénico"	"7440-38-2"	"ton/año"		0.001									
"IRH882802711"	"Industrias Rheem S.A. de C.V."	"TAMAULIPAS"	"Articulos y productos metalicos "	"Cadmio"	"7440-43-9"	"ton/año"		0.0005282									
"IRH882802711"	"Industrias Rheem S.A. de C.V."	"TAMAULIPAS"	"Articulos y productos metalicos "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.005									
"ISLRP0200411"	"Industrias SL S.A. de C.V."	"BAJA CALIFORNIA"	"Articulos y productos metalicos "	"Plomo (compuestos)"	"S/C6"	"ton/año"	0.013										
"ISMDA2405811"	"INGENIO SAN MIGUEL DEL NARANJO SA DE CV"	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000000017									
"ISMDA2405811"	"INGENIO SAN MIGUEL DEL NARANJO SA DE CV"	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000000101									
"ISMDA2405811"	"INGENIO SAN MIGUEL DEL NARANJO SA DE CV"	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Arsénico"	"7440-38-2"	"ton/año"		0.000000000004									
"ISOEA2111411"	"INDUSTRIAL SOBASA S.A. DE C.V."	"PUEBLA"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.00000308									
"ISOEA2111411"	"INDUSTRIAL SOBASA S.A. DE C.V."	"PUEBLA"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000016									
"ISOEA2111411"	"INDUSTRIAL SOBASA S.A. DE C.V."	"PUEBLA"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000016									
"ISOEA2111411"	"INDUSTRIAL SOBASA S.A. DE C.V."	"PUEBLA"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	553										
"IST8A1901211"	"IDEAL STANDARD"	"NUEVO LEON"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00015									
"IST8A1901211"	"IDEAL STANDARD"	"NUEVO LEON"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.0003									
"IST8A1901211"	"IDEAL STANDARD"	"NUEVO LEON"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.002						124.105			
"IST8A1901211"	"IDEAL STANDARD"	"NUEVO LEON"	"Quimica"	"Tricloroetileno"	"79-01-6"	"ton/año"					8.847						
"IST8A1901211"	"IDEAL STANDARD"	"NUEVO LEON"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	7424.47										
"IST8A1901211"	"IDEAL STANDARD"	"NUEVO LEON"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00021									
"ITAAD2201411"	"ITALAISE S.A. DE C.V."	"QUERETARO"	"Generacion de energia electrica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	1290.83										
"ITE8Q1700711"	"INDUSTRIAS TECNOS S.A. DE C.V."	"MORELOS"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.002									
"ITE8Q1700711"	"INDUSTRIAS TECNOS S.A. DE C.V."	"MORELOS"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000001981									
"ITE8Q1700711"	"INDUSTRIAS TECNOS S.A. DE C.V."	"MORELOS"	"Metalurgica (incluye la siderurgica) "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.01									
"ITE8Q1700711"	"INDUSTRIAS TECNOS S.A. DE C.V."	"MORELOS"	"Metalurgica (incluye la siderurgica) "	"Cadmio"	"7440-43-9"	"ton/año"		0.001									
"ITE8Q1700711"	"INDUSTRIAS TECNOS S.A. DE C.V."	"MORELOS"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.00004003962									
"ITMRP2802711"	"INDUSTRIAS TRICON DE MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Automotriz "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.002									
"ITMRP2802711"	"INDUSTRIAS TRICON DE MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Automotriz "	"Arsénico"	"7440-38-2"	"ton/año"		0.00002562									
"ITMRP2802711"	"INDUSTRIAS TRICON DE MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Automotriz "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000854									
"ITMRP2802711"	"INDUSTRIAS TRICON DE MEXICO S.A. DE C.V."	"TAMAULIPAS"	"Automotriz "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.002									
"ITP5U1505112"	"INDUSTRIAL TECNICA DE PINTURAS S.A. DE C.V."	"MEXICO"	"Pinturas y tintas "	"Cloruro de metileno"	"75-09-2"	"ton/año"	0.792										
"ITP5U1510411"	"INDUSTRIAL TÉCNICA DE PINTURAS SA DE CV"	"MEXICO"	"Pinturas y tintas "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000023616									
"ITP5U1510411"	"INDUSTRIAL TÉCNICA DE PINTURAS SA DE CV"	"MEXICO"	"Pinturas y tintas "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000042938									
"ITP5U1510411"	"INDUSTRIAL TÉCNICA DE PINTURAS SA DE CV"	"MEXICO"	"Pinturas y tintas "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000347805414									
"IVO6E3004811"	"INDUSTRIAS VORIDIAN S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	354.42										
"IVO6E3004811"	"INDUSTRIAS VORIDIAN S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Acetaldehido"	"75-07-0"	"ton/año"	6.949										
"JCC910801911"	"Jabil Circuit de Chihuahua S. de R.L. de C.V."	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"	0.004				30.936						
"JCI5T2107411"	"JANSSEN CILAG, S.A. DE C.V."	"PUEBLA"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1062										
"JCI5T2107411"	"JANSSEN CILAG, S.A. DE C.V."	"PUEBLA"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.001									
"JCI5T2107411"	"JANSSEN CILAG, S.A. DE C.V."	"PUEBLA"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.008									
"JCI5T2107411"	"JANSSEN CILAG, S.A. DE C.V."	"PUEBLA"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.009									
"JCI5T2107411"	"JANSSEN CILAG, S.A. DE C.V."	"PUEBLA"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.01									
"JCI5T2107411"	"JANSSEN CILAG, S.A. DE C.V."	"PUEBLA"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000083866									
"JCI5T2107411"	"JANSSEN CILAG, S.A. DE C.V."	"PUEBLA"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.007									
"JCI5T2107411"	"JANSSEN CILAG, S.A. DE C.V."	"PUEBLA"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.001									
"JIGEA1403911"	"DAVID JIMENEZ GORDILLO"	"JALISCO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000024									
"JIGEA1403911"	"DAVID JIMENEZ GORDILLO"	"JALISCO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000010416									
"JIGEA1403911"	"DAVID JIMENEZ GORDILLO"	"JALISCO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.000002016									
"JIN9D0803711"	"JUVER INDUSTRIAL S.A. DE C.V."	"CHIHUAHUA"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	244.461										
"JMEEA1412011"	"JABONES MEXICANOS SA DE CV"	"JALISCO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	13107.25										
"JMM9M2201111"	"Johnson Matthey de México S.A. de C.V."	"QUERETARO"	"Automotriz "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00002									
"JMR8A0100111"	"J. M. ROMO, S.A. DE C.V."	"AGUASCALIENTES"	"Articulos y productos compuestos de diferentes materiales "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00088088									
"JMR8A0100111"	"J. M. ROMO, S.A. DE C.V."	"AGUASCALIENTES"	"Articulos y productos compuestos de diferentes materiales "	"Cadmio"	"7440-43-9"	"ton/año"		0.001									
"JMR8A0100111"	"J. M. ROMO, S.A. DE C.V."	"AGUASCALIENTES"	"Articulos y productos compuestos de diferentes materiales "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.028							0.028		
"JPEEA0901611"	"JABONES Y PERFUMES S.A. DE C.V."	"DISTRITO FEDERAL"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	688.4										
"KAC9M2803211"	"KONGSBERG AUTOMOTIVE S. DE R.L. DE C.V."	"TAMAULIPAS"	"Automotriz "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000093									
"KAC9M2803211"	"KONGSBERG AUTOMOTIVE S. DE R.L. DE C.V."	"TAMAULIPAS"	"Automotriz "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000031									
"KAC9M2803211"	"KONGSBERG AUTOMOTIVE S. DE R.L. DE C.V."	"TAMAULIPAS"	"Automotriz "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0003875									
"KAM8A0200412"	"KAMIMEX S.A DE C.V"	"BAJA CALIFORNIA"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	523.242										
"KCM561505711"	"KIMBERLY CLARK DE MEXICO S.A. DE C.V."	"MEXICO"	"Celulosa y papel"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000013									
"KCM561505711"	"KIMBERLY CLARK DE MEXICO S.A. DE C.V."	"MEXICO"	"Celulosa y papel"	"Arsénico"	"7440-38-2"	"ton/año"		0.00000145									
"KCM561505711"	"KIMBERLY CLARK DE MEXICO S.A. DE C.V."	"MEXICO"	"Celulosa y papel"	"Bióxido de carbono"	"124-38-9"	"ton/año"	156496.6										
"KCM561505711"	"KIMBERLY CLARK DE MEXICO S.A. DE C.V."	"MEXICO"	"Celulosa y papel"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000011									
"KCM562201621"	"KIMBERLY CLARK DE MEXICO .S.A. DE C.V"	"QUERETARO"	"Celulosa y papel"	"Arsénico"	"7440-38-2"	"ton/año"		0.028									
"KCM562201621"	"KIMBERLY CLARK DE MEXICO .S.A. DE C.V"	"QUERETARO"	"Celulosa y papel"	"Metano"	"74-82-8"	"ton/año"	5945.782										
"KCM562201621"	"KIMBERLY CLARK DE MEXICO .S.A. DE C.V"	"QUERETARO"	"Celulosa y papel"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.038									
