entidad,municipio,cve_ent,cve_mun
Oaxaca,Santa María Coyotepec,20,403
Oaxaca,Santa María Chachoápam,20,404
Oaxaca,Villa de Chilapa de Díaz,20,405
Oaxaca,Santa María Chilchotla,20,406
Oaxaca,Santa María Chimalapa,20,407
Oaxaca,Santa María del Rosario,20,408
Oaxaca,Santa María del Tule,20,409
Oaxaca,Santa María Ecatepec,20,410
Oaxaca,Santa María Guelacé,20,411
Oaxaca,Santa María Guienagati,20,412
Oaxaca,Santa María Huatulco,20,413
Oaxaca,Santa María Huazolotitlán,20,414
Oaxaca,Santa María Ipalapa,20,415
Oaxaca,Santa María Ixcatlán,20,416
Oaxaca,Santa María Jacatepec,20,417
Oaxaca,Santa María Jalapa del Marqués,20,418
Oaxaca,Santa María Jaltianguis,20,419
Oaxaca,Santa María Lachixío,20,420
Oaxaca,Santa María Mixtequilla,20,421
Oaxaca,Santa María Nativitas,20,422
Oaxaca,Santa María Nduayaco,20,423
Oaxaca,Santa María Ozolotepec,20,424
Oaxaca,Santa María Pápalo,20,425
Oaxaca,Santa María Peñoles,20,426
Oaxaca,Santa María Petapa,20,427
Oaxaca,Santa María Quiegolani,20,428
Oaxaca,Santa María Sola,20,429
Oaxaca,Santa María Tataltepec,20,430
Oaxaca,Santa María Tecomavaca,20,431
Oaxaca,Santa María Temaxcalapa,20,432
Oaxaca,Santa María Temaxcaltepec,20,433
Oaxaca,Santa María Teopoxco,20,434
Oaxaca,Santa María Tepantlali,20,435
Oaxaca,Santa María Texcatitlán,20,436
Oaxaca,Santa María Tlahuitoltepec,20,437
Oaxaca,Santa María Tlalixtac,20,438
Oaxaca,Santa María Tonameca,20,439
Oaxaca,Santa María Totolapilla,20,440
Oaxaca,Santa María Xadani,20,441
Oaxaca,Santa María Yalina,20,442
Oaxaca,Santa María Yavesía,20,443
Oaxaca,Santa María Yolotepec,20,444
Oaxaca,Santa María Yosoyúa,20,445
Oaxaca,Santa María Yucuhiti,20,446
Oaxaca,Santa María Zacatepec,20,447
Oaxaca,Santa María Zaniza,20,448
Oaxaca,Santa María Zoquitlán,20,449
Oaxaca,Santiago Amoltepec,20,450
Oaxaca,Santiago Apoala,20,451
Oaxaca,Santiago Apóstol,20,452
Oaxaca,Santiago Astata,20,453
Oaxaca,Santiago Atitlán,20,454
Oaxaca,Santiago Ayuquililla,20,455
Oaxaca,Santiago Cacaloxtepec,20,456
Oaxaca,Santiago Camotlán,20,457
Oaxaca,Santiago Comaltepec,20,458
Oaxaca,Santiago Chazumba,20,459
Oaxaca,Santiago Choápam,20,460
Oaxaca,Santiago del Río,20,461
Oaxaca,Santiago Huajolotitlán,20,462
Oaxaca,Santiago Huauclilla,20,463
Oaxaca,Santiago Ihuitlán Plumas,20,464
Oaxaca,Santiago Ixcuintepec,20,465
Oaxaca,Santiago Ixtayutla,20,466
Oaxaca,Santiago Jamiltepec,20,467
Oaxaca,Santiago Jocotepec,20,468
Oaxaca,Santiago Juxtlahuaca,20,469
Oaxaca,Santiago Lachiguiri,20,470
Oaxaca,Santiago Lalopa,20,471
Oaxaca,Santiago Laollaga,20,472
Oaxaca,Santiago Laxopa,20,473
Oaxaca,Santiago Llano Grande,20,474
Oaxaca,Santiago Matatlán,20,475
Oaxaca,Santiago Miltepec,20,476
Oaxaca,Santiago Minas,20,477
Oaxaca,Santiago Nacaltepec,20,478
Oaxaca,Santiago Nejapilla,20,479
Oaxaca,Santiago Nundiche,20,480
Oaxaca,Santiago Nuyoó,20,481
Oaxaca,Santiago Pinotepa Nacional,20,482
Oaxaca,Santiago Suchilquitongo,20,483
Oaxaca,Santiago Tamazola,20,484
Oaxaca,Santiago Tapextla,20,485
Oaxaca,Villa Tejúpam de la Unión,20,486
Oaxaca,Santiago Tenango,20,487
Oaxaca,Santiago Tepetlapa,20,488
Oaxaca,Santiago Tetepec,20,489
Oaxaca,Santiago Texcalcingo,20,490
Oaxaca,Santiago Textitlán,20,491
Oaxaca,Santiago Tilantongo,20,492
Oaxaca,Santiago Tillo,20,493
Oaxaca,Santiago Tlazoyaltepec,20,494
Oaxaca,Santiago Xanica,20,495
Oaxaca,Santiago Xiacuí,20,496
Oaxaca,Santiago Yaitepec,20,497
Oaxaca,Santiago Yaveo,20,498
Oaxaca,Santiago Yolomécatl,20,499
Oaxaca,Santiago Yosondúa,20,500
Oaxaca,Santiago Yucuyachi,20,501
Oaxaca,Santiago Zacatepec,20,502
Oaxaca,Santiago Zoochila,20,503
Oaxaca,Nuevo Zoquiápam,20,504
Oaxaca,Santo Domingo Ingenio,20,505
Oaxaca,Santo Domingo Albarradas,20,506
Oaxaca,Santo Domingo Armenta,20,507
Oaxaca,Santo Domingo Chihuitán,20,508
Oaxaca,Santo Domingo de Morelos,20,509
Oaxaca,Santo Domingo Ixcatlán,20,510
Oaxaca,Santo Domingo Nuxaá,20,511
Oaxaca,Santo Domingo Ozolotepec,20,512
Oaxaca,Santo Domingo Petapa,20,513
Oaxaca,Santo Domingo Roayaga,20,514
Oaxaca,Santo Domingo Tehuantepec,20,515
Oaxaca,Santo Domingo Teojomulco,20,516
Oaxaca,Santo Domingo Tepuxtepec,20,517
Oaxaca,Santo Domingo Tlatayápam,20,518
Oaxaca,Santo Domingo Tomaltepec,20,519
Oaxaca,Santo Domingo Tonalá,20,520
Oaxaca,Santo Domingo Tonaltepec,20,521
Oaxaca,Santo Domingo Xagacía,20,522
Oaxaca,Santo Domingo Yanhuitlán,20,523
Oaxaca,Santo Domingo Yodohino,20,524
Oaxaca,Santo Domingo Zanatepec,20,525
Oaxaca,Santos Reyes Nopala,20,526
Oaxaca,Santos Reyes Pápalo,20,527
Oaxaca,Santos Reyes Tepejillo,20,528
Oaxaca,Santos Reyes Yucuná,20,529
Oaxaca,Santo Tomás Jalieza,20,530
Oaxaca,Santo Tomás Mazaltepec,20,531
Oaxaca,Santo Tomás Ocotepec,20,532
Oaxaca,Santo Tomás Tamazulapan,20,533
Oaxaca,San Vicente Coatlán,20,534
Oaxaca,San Vicente Lachixío,20,535
Oaxaca,San Vicente Nuñú,20,536
Oaxaca,Silacayoápam,20,537
Oaxaca,Sitio de Xitlapehua,20,538
Oaxaca,Soledad Etla,20,539
Oaxaca,Villa de Tamazulápam del Progreso,20,540
Oaxaca,Tanetze de Zaragoza,20,541
Oaxaca,Taniche,20,542
Oaxaca,Tataltepec de Valdés,20,543
Oaxaca,Teococuilco de Marcos Pérez,20,544
Oaxaca,Teotitlán de Flores Magón,20,545
Oaxaca,Teotitlán del Valle,20,546
Oaxaca,Teotongo,20,547
Oaxaca,Tepelmeme Villa de Morelos,20,548
Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",20,549
Oaxaca,San Jerónimo Tlacochahuaya,20,550
Oaxaca,Tlacolula de Matamoros,20,551
Oaxaca,Tlacotepec Plumas,20,552
Oaxaca,Tlalixtac de Cabrera,20,553
Oaxaca,Totontepec Villa de Morelos,20,554
Oaxaca,Trinidad Zaachila,20,555
Oaxaca,La Trinidad Vista Hermosa,20,556
Oaxaca,Unión Hidalgo,20,557
Oaxaca,Valerio Trujano,20,558
Oaxaca,San Juan Bautista Valle Nacional,20,559
Oaxaca,Villa Díaz Ordaz,20,560
Oaxaca,Yaxe,20,561
Oaxaca,Magdalena Yodocono de Porfirio Díaz,20,562
Oaxaca,Yogana,20,563
Oaxaca,Yutanduchi de Guerrero,20,564
Oaxaca,Villa de Zaachila,20,565
Oaxaca,San Mateo Yucutindoo,20,566
Oaxaca,Zapotitlán Lagunas,20,567
Oaxaca,Zapotitlán Palmas,20,568
Oaxaca,Santa Inés de Zaragoza,20,569
Oaxaca,Zimatlán de Álvarez,20,570
Puebla,Acajete,21,1
Puebla,Acateno,21,2
Puebla,Acatlán,21,3
Puebla,Acatzingo,21,4
Puebla,Acteopan,21,5
Puebla,Ahuacatlán,21,6
Puebla,Ahuatlán,21,7
Puebla,Ahuazotepec,21,8
Puebla,Ahuehuetitla,21,9
Puebla,Ajalpan,21,10
Puebla,Albino Zertuche,21,11
Puebla,Aljojuca,21,12
Puebla,Altepexi,21,13
Puebla,Amixtlán,21,14
Puebla,Amozoc,21,15
Puebla,Aquixtla,21,16
Puebla,Atempan,21,17
Puebla,Atexcal,21,18
Puebla,Atlixco,21,19
Puebla,Atoyatempan,21,20
Puebla,Atzala,21,21
Puebla,Atzitzihuacán,21,22
Puebla,Atzitzintla,21,23
Puebla,Axutla,21,24
Puebla,Ayotoxco de Guerrero,21,25
Puebla,Calpan,21,26
Puebla,Caltepec,21,27
Puebla,Camocuautla,21,28
Puebla,Caxhuacan,21,29
Puebla,Coatepec,21,30
Puebla,Coatzingo,21,31
Puebla,Cohetzala,21,32
Puebla,Cohuecan,21,33
Puebla,Coronango,21,34
Puebla,Coxcatlán,21,35
Puebla,Coyomeapan,21,36
Puebla,Coyotepec,21,37
Puebla,Cuapiaxtla de Madero,21,38
Puebla,Cuautempan,21,39
Puebla,Cuautinchán,21,40
Puebla,Cuautlancingo,21,41
Puebla,Cuayuca de Andrade,21,42
Puebla,Cuetzalan del Progreso,21,43
Puebla,Cuyoaco,21,44
Puebla,Chalchicomula de Sesma,21,45
Puebla,Chapulco,21,46
Puebla,Chiautla,21,47
Puebla,Chiautzingo,21,48
Puebla,Chiconcuautla,21,49
Puebla,Chichiquila,21,50
Puebla,Chietla,21,51
Puebla,Chigmecatitlán,21,52
Puebla,Chignahuapan,21,53
Puebla,Chignautla,21,54
Puebla,Chila,21,55
Puebla,Chila de la Sal,21,56
Puebla,Honey,21,57
Puebla,Chilchotla,21,58
Puebla,Chinantla,21,59
Puebla,Domingo Arenas,21,60
Puebla,Eloxochitlán,21,61
Puebla,Epatlán,21,62
Puebla,Esperanza,21,63
Puebla,Francisco Z. Mena,21,64
Puebla,General Felipe Ángeles,21,65
Puebla,Guadalupe,21,66
Puebla,Guadalupe Victoria,21,67
Puebla,Hermenegildo Galeana,21,68
Puebla,Huaquechula,21,69
Puebla,Huatlatlauca,21,70
Puebla,Huauchinango,21,71
Puebla,Huehuetla,21,72
Puebla,Huehuetlán el Chico,21,73
Puebla,Huejotzingo,21,74
Puebla,Hueyapan,21,75
Puebla,Hueytamalco,21,76
Puebla,Hueytlalpan,21,77
Puebla,Huitzilan de Serdán,21,78
Puebla,Huitziltepec,21,79
Puebla,Atlequizayan,21,80
Puebla,Ixcamilpa de Guerrero,21,81
Puebla,Ixcaquixtla,21,82
Puebla,Ixtacamaxtitlán,21,83
Puebla,Ixtepec,21,84
Puebla,Izúcar de Matamoros,21,85
Puebla,Jalpan,21,86
Puebla,Jolalpan,21,87
Puebla,Jonotla,21,88
Puebla,Jopala,21,89
Puebla,Juan C. Bonilla,21,90
Puebla,Juan Galindo,21,91
Puebla,Juan N. Méndez,21,92
Puebla,Lafragua,21,93
Puebla,Libres,21,94
Puebla,La Magdalena Tlatlauquitepec,21,95
Puebla,Mazapiltepec de Juárez,21,96
Puebla,Mixtla,21,97
Puebla,Molcaxac,21,98
Puebla,Cañada Morelos,21,99
Puebla,Naupan,21,100
Puebla,Nauzontla,21,101
Puebla,Nealtican,21,102
Puebla,Nicolás Bravo,21,103
Puebla,Nopalucan,21,104
Puebla,Ocotepec,21,105
Puebla,Ocoyucan,21,106
Puebla,Olintla,21,107
Puebla,Oriental,21,108
Puebla,Pahuatlán,21,109
Puebla,Palmar de Bravo,21,110
Puebla,Pantepec,21,111
Puebla,Petlalcingo,21,112
Puebla,Piaxtla,21,113
Puebla,Puebla,21,114
Puebla,Quecholac,21,115
Puebla,Quimixtlán,21,116
Puebla,Rafael Lara Grajales,21,117
Puebla,Los Reyes de Juárez,21,118
Puebla,San Andrés Cholula,21,119
Puebla,San Antonio Cañada,21,120
Puebla,San Diego la Mesa Tochimiltzingo,21,121
Puebla,San Felipe Teotlalcingo,21,122
Puebla,San Felipe Tepatlán,21,123
Puebla,San Gabriel Chilac,21,124
Puebla,San Gregorio Atzompa,21,125
Puebla,San Jerónimo Tecuanipan,21,126
Puebla,San Jerónimo Xayacatlán,21,127
Puebla,San José Chiapa,21,128
Puebla,San José Miahuatlán,21,129
Puebla,San Juan Atenco,21,130
Puebla,San Juan Atzompa,21,131
Puebla,San Martín Texmelucan,21,132
Puebla,San Martín Totoltepec,21,133
Puebla,San Matías Tlalancaleca,21,134
Puebla,San Miguel Ixitlán,21,135
Puebla,San Miguel Xoxtla,21,136
Puebla,San Nicolás Buenos Aires,21,137
Puebla,San Nicolás de los Ranchos,21,138
Puebla,San Pablo Anicano,21,139
Puebla,San Pedro Cholula,21,140
Puebla,San Pedro Yeloixtlahuaca,21,141
Puebla,San Salvador el Seco,21,142
Puebla,San Salvador el Verde,21,143
Puebla,San Salvador Huixcolotla,21,144
Puebla,San Sebastián Tlacotepec,21,145
Puebla,Santa Catarina Tlaltempan,21,146
Puebla,Santa Inés Ahuatempan,21,147
Puebla,Santa Isabel Cholula,21,148
Puebla,Santiago Miahuatlán,21,149
Puebla,Huehuetlán el Grande,21,150
Puebla,Santo Tomás Hueyotlipan,21,151
Puebla,Soltepec,21,152
Puebla,Tecali de Herrera,21,153
Puebla,Tecamachalco,21,154
Puebla,Tecomatlán,21,155
Puebla,Tehuacán,21,156
Puebla,Tehuitzingo,21,157
Puebla,Tenampulco,21,158
Puebla,Teopantlán,21,159
Puebla,Teotlalco,21,160
Puebla,Tepanco de López,21,161
Puebla,Tepango de Rodríguez,21,162
Puebla,Tepatlaxco de Hidalgo,21,163
Puebla,Tepeaca,21,164
Puebla,Tepemaxalco,21,165
Puebla,Tepeojuma,21,166
Puebla,Tepetzintla,21,167
Puebla,Tepexco,21,168
Puebla,Tepexi de Rodríguez,21,169
Puebla,Tepeyahualco,21,170
Puebla,Tepeyahualco de Cuauhtémoc,21,171
Puebla,Tetela de Ocampo,21,172
Puebla,Teteles de Avila Castillo,21,173
Puebla,Teziutlán,21,174
Puebla,Tianguismanalco,21,175
Puebla,Tilapa,21,176
Puebla,Tlacotepec de Benito Juárez,21,177
Puebla,Tlacuilotepec,21,178
Puebla,Tlachichuca,21,179
Puebla,Tlahuapan,21,180
Puebla,Tlaltenango,21,181
Puebla,Tlanepantla,21,182
Puebla,Tlaola,21,183
Puebla,Tlapacoya,21,184
Puebla,Tlapanalá,21,185
Puebla,Tlatlauquitepec,21,186
Puebla,Tlaxco,21,187
Puebla,Tochimilco,21,188
Puebla,Tochtepec,21,189
Puebla,Totoltepec de Guerrero,21,190
Puebla,Tulcingo,21,191
Puebla,Tuzamapan de Galeana,21,192
Puebla,Tzicatlacoyan,21,193
Puebla,Venustiano Carranza,21,194
Puebla,Vicente Guerrero,21,195
Puebla,Xayacatlán de Bravo,21,196
Puebla,Xicotepec,21,197
Puebla,Xicotlán,21,198
Puebla,Xiutetelco,21,199
Puebla,Xochiapulco,21,200
Puebla,Xochiltepec,21,201
Puebla,Xochitlán de Vicente Suárez,21,202
Puebla,Xochitlán Todos Santos,21,203
Puebla,Yaonáhuac,21,204
Puebla,Yehualtepec,21,205
Puebla,Zacapala,21,206
Puebla,Zacapoaxtla,21,207
Puebla,Zacatlán,21,208
Puebla,Zapotitlán,21,209
Puebla,Zapotitlán de Méndez,21,210
Puebla,Zaragoza,21,211
Puebla,Zautla,21,212
Puebla,Zihuateutla,21,213
Puebla,Zinacatepec,21,214
Puebla,Zongozotla,21,215
Puebla,Zoquiapan,21,216
Puebla,Zoquitlán,21,217
Querétaro,Amealco de Bonfil,22,1
Querétaro,Pinal de Amoles,22,2
Querétaro,Arroyo Seco,22,3
Querétaro,Cadereyta de Montes,22,4
Querétaro,Colón,22,5
Querétaro,Corregidora,22,6
Querétaro,Ezequiel Montes,22,7
Querétaro,Huimilpan,22,8
Querétaro,Jalpan de Serra,22,9
Querétaro,Landa de Matamoros,22,10
Querétaro,El Marqués,22,11
Querétaro,Pedro Escobedo,22,12
Querétaro,Peñamiller,22,13
Querétaro,Querétaro,22,14
Querétaro,San Joaquín,22,15
Querétaro,San Juan del Río,22,16
Querétaro,Tequisquiapan,22,17
Querétaro,Tolimán,22,18
Quintana Roo,Cozumel,23,1
Quintana Roo,Felipe Carrillo Puerto,23,2
Quintana Roo,Isla Mujeres,23,3
Quintana Roo,Othón P. Blanco,23,4
Quintana Roo,Benito Juárez,23,5
Quintana Roo,José María Morelos,23,6
Quintana Roo,Lázaro Cárdenas,23,7
Quintana Roo,Solidaridad,23,8
Quintana Roo,Tulum,23,9
Quintana Roo,Bacalar,23,10
Quintana Roo,Puerto Morelos,23,11
San Luis Potosí,Ahualulco,24,1
San Luis Potosí,Alaquines,24,2
San Luis Potosí,Aquismón,24,3
San Luis Potosí,Armadillo de los Infante,24,4
San Luis Potosí,Cárdenas,24,5
San Luis Potosí,Catorce,24,6
San Luis Potosí,Cedral,24,7
San Luis Potosí,Cerritos,24,8
San Luis Potosí,Cerro de San Pedro,24,9
San Luis Potosí,Ciudad del Maíz,24,10
San Luis Potosí,Ciudad Fernández,24,11
San Luis Potosí,Tancanhuitz,24,12
San Luis Potosí,Ciudad Valles,24,13
San Luis Potosí,Coxcatlán,24,14
San Luis Potosí,Charcas,24,15
San Luis Potosí,Ebano,24,16
San Luis Potosí,Guadalcázar,24,17
San Luis Potosí,Huehuetlán,24,18
San Luis Potosí,Lagunillas,24,19
San Luis Potosí,Matehuala,24,20
San Luis Potosí,Mexquitic de Carmona,24,21
San Luis Potosí,Moctezuma,24,22
San Luis Potosí,Rayón,24,23
San Luis Potosí,Rioverde,24,24
San Luis Potosí,Salinas,24,25
San Luis Potosí,San Antonio,24,26
San Luis Potosí,San Ciro de Acosta,24,27
San Luis Potosí,San Luis Potosí,24,28
San Luis Potosí,San Martín Chalchicuautla,24,29
San Luis Potosí,San Nicolás Tolentino,24,30
San Luis Potosí,Santa Catarina,24,31
San Luis Potosí,Santa María del Río,24,32
San Luis Potosí,Santo Domingo,24,33
San Luis Potosí,San Vicente Tancuayalab,24,34
San Luis Potosí,Soledad de Graciano Sánchez,24,35
San Luis Potosí,Tamasopo,24,36
San Luis Potosí,Tamazunchale,24,37
San Luis Potosí,Tampacán,24,38
San Luis Potosí,Tampamolón Corona,24,39
San Luis Potosí,Tamuín,24,40
San Luis Potosí,Tanlajás,24,41
San Luis Potosí,Tanquián de Escobedo,24,42
San Luis Potosí,Tierra Nueva,24,43
San Luis Potosí,Vanegas,24,44
San Luis Potosí,Venado,24,45
San Luis Potosí,Villa de Arriaga,24,46
San Luis Potosí,Villa de Guadalupe,24,47
San Luis Potosí,Villa de la Paz,24,48
San Luis Potosí,Villa de Ramos,24,49
San Luis Potosí,Villa de Reyes,24,50
San Luis Potosí,Villa Hidalgo,24,51
San Luis Potosí,Villa Juárez,24,52
San Luis Potosí,Axtla de Terrazas,24,53
San Luis Potosí,Xilitla,24,54
San Luis Potosí,Zaragoza,24,55
San Luis Potosí,Villa de Arista,24,56
San Luis Potosí,Matlapa,24,57
San Luis Potosí,El Naranjo,24,58
Sinaloa,Ahome,25,1
Sinaloa,Angostura,25,2
Sinaloa,Badiraguato,25,3
Sinaloa,Concordia,25,4
Sinaloa,Cosalá,25,5
Sinaloa,Culiacán,25,6
Sinaloa,Choix,25,7
Sinaloa,Elota,25,8
Sinaloa,Escuinapa,25,9
Sinaloa,El Fuerte,25,10
Sinaloa,Guasave,25,11
Sinaloa,Mazatlán,25,12
Sinaloa,Mocorito,25,13
Sinaloa,Rosario,25,14
Sinaloa,Salvador Alvarado,25,15
Sinaloa,San Ignacio,25,16
Sinaloa,Sinaloa,25,17
Sinaloa,Navolato,25,18
Sonora,Aconchi,26,1
Sonora,Agua Prieta,26,2
Sonora,Alamos,26,3
Sonora,Altar,26,4
Sonora,Arivechi,26,5
Sonora,Arizpe,26,6
Sonora,Atil,26,7
Sonora,Bacadéhuachi,26,8
Sonora,Bacanora,26,9
Sonora,Bacerac,26,10
Sonora,Bacoachi,26,11
Sonora,Bácum,26,12
Sonora,Banámichi,26,13
Sonora,Baviácora,26,14
Sonora,Bavispe,26,15
Sonora,Benjamín Hill,26,16
Sonora,Caborca,26,17
Sonora,Cajeme,26,18
Sonora,Cananea,26,19
Sonora,Carbó,26,20
Sonora,La Colorada,26,21
Sonora,Cucurpe,26,22
Sonora,Cumpas,26,23
Sonora,Divisaderos,26,24
Sonora,Empalme,26,25
Sonora,Etchojoa,26,26
Sonora,Fronteras,26,27
Sonora,Granados,26,28
Sonora,Guaymas,26,29
Sonora,Hermosillo,26,30
Sonora,Huachinera,26,31
Sonora,Huásabas,26,32
Sonora,Huatabampo,26,33
Sonora,Huépac,26,34
Sonora,Imuris,26,35
Sonora,Magdalena,26,36
Sonora,Mazatán,26,37
Sonora,Moctezuma,26,38
Sonora,Naco,26,39
Sonora,Nácori Chico,26,40
Sonora,Nacozari de García,26,41
Sonora,Navojoa,26,42
Sonora,Nogales,26,43
Sonora,Onavas,26,44
Sonora,Opodepe,26,45
Sonora,Oquitoa,26,46
Sonora,Pitiquito,26,47
Sonora,Puerto Peñasco,26,48
Sonora,Quiriego,26,49
Sonora,Rayón,26,50
Sonora,Rosario,26,51
Sonora,Sahuaripa,26,52
Sonora,San Felipe de Jesús,26,53
Sonora,San Javier,26,54
Sonora,San Luis Río Colorado,26,55
Sonora,San Miguel de Horcasitas,26,56
Sonora,San Pedro de la Cueva,26,57
Sonora,Santa Ana,26,58
Sonora,Santa Cruz,26,59
Sonora,Sáric,26,60
Sonora,Soyopa,26,61
Sonora,Suaqui Grande,26,62
Sonora,Tepache,26,63
Sonora,Trincheras,26,64
Sonora,Tubutama,26,65
Sonora,Ures,26,66
Sonora,Villa Hidalgo,26,67
Sonora,Villa Pesqueira,26,68
Sonora,Yécora,26,69
Sonora,General Plutarco Elías Calles,26,70
Sonora,Benito Juárez,26,71
Sonora,San Ignacio Río Muerto,26,72
Tabasco,Balancán,27,1
Tabasco,Cárdenas,27,2
Tabasco,Centla,27,3
Tabasco,Centro,27,4
Tabasco,Comalcalco,27,5
Tabasco,Cunduacán,27,6
Tabasco,Emiliano Zapata,27,7
Tabasco,Huimanguillo,27,8
Tabasco,Jalapa,27,9
Tabasco,Jalpa de Méndez,27,10
Tabasco,Jonuta,27,11
Tabasco,Macuspana,27,12
Tabasco,Nacajuca,27,13
Tabasco,Paraíso,27,14
Tabasco,Tacotalpa,27,15
Tabasco,Teapa,27,16
Tabasco,Tenosique,27,17
Tamaulipas,Abasolo,28,1
Tamaulipas,Aldama,28,2
Tamaulipas,Altamira,28,3
Tamaulipas,Antiguo Morelos,28,4
Tamaulipas,Burgos,28,5
Tamaulipas,Bustamante,28,6
Tamaulipas,Camargo,28,7
Tamaulipas,Casas,28,8
Tamaulipas,Ciudad Madero,28,9
Tamaulipas,Cruillas,28,10
Tamaulipas,Gómez Farías,28,11
Tamaulipas,González,28,12
Tamaulipas,Güémez,28,13
Tamaulipas,Guerrero,28,14
Tamaulipas,Gustavo Díaz Ordaz,28,15
Tamaulipas,Hidalgo,28,16
Tamaulipas,Jaumave,28,17
Tamaulipas,Jiménez,28,18
Tamaulipas,Llera,28,19
Tamaulipas,Mainero,28,20
Tamaulipas,El Mante,28,21
Tamaulipas,Matamoros,28,22
Tamaulipas,Méndez,28,23
Tamaulipas,Mier,28,24
Tamaulipas,Miguel Alemán,28,25
Tamaulipas,Miquihuana,28,26
Tamaulipas,Nuevo Laredo,28,27
Tamaulipas,Nuevo Morelos,28,28
Tamaulipas,Ocampo,28,29
Tamaulipas,Padilla,28,30
Tamaulipas,Palmillas,28,31
Tamaulipas,Reynosa,28,32
Tamaulipas,Río Bravo,28,33
Tamaulipas,San Carlos,28,34
Tamaulipas,San Fernando,28,35
Tamaulipas,San Nicolás,28,36
Tamaulipas,Soto la Marina,28,37
Tamaulipas,Tampico,28,38
Tamaulipas,Tula,28,39
Tamaulipas,Valle Hermoso,28,40
Tamaulipas,Victoria,28,41
Tamaulipas,Villagrán,28,42
Tamaulipas,Xicoténcatl,28,43
Tlaxcala,Amaxac de Guerrero,29,1
Tlaxcala,Apetatitlán de Antonio Carvajal,29,2
Tlaxcala,Atlangatepec,29,3
Tlaxcala,Atltzayanca,29,4
Tlaxcala,Apizaco,29,5
Tlaxcala,Calpulalpan,29,6
Tlaxcala,El Carmen Tequexquitla,29,7
Tlaxcala,Cuapiaxtla,29,8
Tlaxcala,Cuaxomulco,29,9
Tlaxcala,Chiautempan,29,10
Tlaxcala,Muñoz de Domingo Arenas,29,11
Tlaxcala,Españita,29,12
Tlaxcala,Huamantla,29,13
Tlaxcala,Hueyotlipan,29,14
Tlaxcala,Ixtacuixtla de Mariano Matamoros,29,15
Tlaxcala,Ixtenco,29,16
Tlaxcala,Mazatecochco de José María Morelos,29,17
Tlaxcala,Contla de Juan Cuamatzi,29,18
Tlaxcala,Tepetitla de Lardizábal,29,19
Tlaxcala,Sanctórum de Lázaro Cárdenas,29,20
Tlaxcala,Nanacamilpa de Mariano Arista,29,21
Tlaxcala,Acuamanala de Miguel Hidalgo,29,22
Tlaxcala,Natívitas,29,23
Tlaxcala,Panotla,29,24
Tlaxcala,San Pablo del Monte,29,25
Tlaxcala,Santa Cruz Tlaxcala,29,26
Tlaxcala,Tenancingo,29,27
Tlaxcala,Teolocholco,29,28
Tlaxcala,Tepeyanco,29,29
Tlaxcala,Terrenate,29,30
Tlaxcala,Tetla de la Solidaridad,29,31
Tlaxcala,Tetlatlahuca,29,32
Tlaxcala,Tlaxcala,29,33
Tlaxcala,Tlaxco,29,34
Tlaxcala,Tocatlán,29,35
Tlaxcala,Totolac,29,36
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,29,37
Tlaxcala,Tzompantepec,29,38
Tlaxcala,Xaloztoc,29,39
Tlaxcala,Xaltocan,29,40
Tlaxcala,Papalotla de Xicohténcatl,29,41
Tlaxcala,Xicohtzinco,29,42
Tlaxcala,Yauhquemehcan,29,43
Tlaxcala,Zacatelco,29,44
Tlaxcala,Benito Juárez,29,45
Tlaxcala,Emiliano Zapata,29,46
Tlaxcala,Lázaro Cárdenas,29,47
Tlaxcala,La Magdalena Tlaltelulco,29,48
Tlaxcala,San Damián Texóloc,29,49
Tlaxcala,San Francisco Tetlanohcan,29,50
Tlaxcala,San Jerónimo Zacualpan,29,51
Tlaxcala,San José Teacalco,29,52
Tlaxcala,San Juan Huactzinco,29,53
Tlaxcala,San Lorenzo Axocomanitla,29,54
Tlaxcala,San Lucas Tecopilco,29,55
Tlaxcala,Santa Ana Nopalucan,29,56
Tlaxcala,Santa Apolonia Teacalco,29,57
Tlaxcala,Santa Catarina Ayometla,29,58
Tlaxcala,Santa Cruz Quilehtla,29,59
Tlaxcala,Santa Isabel Xiloxoxtla,29,60
Veracruz de Ignacio de la Llave,Acajete,30,1
Veracruz de Ignacio de la Llave,Acatlán,30,2
Veracruz de Ignacio de la Llave,Acayucan,30,3
Veracruz de Ignacio de la Llave,Actopan,30,4
Veracruz de Ignacio de la Llave,Acula,30,5
Veracruz de Ignacio de la Llave,Acultzingo,30,6
Veracruz de Ignacio de la Llave,Camarón de Tejeda,30,7
Veracruz de Ignacio de la Llave,Alpatláhuac,30,8
Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,30,9
Veracruz de Ignacio de la Llave,Altotonga,30,10
Veracruz de Ignacio de la Llave,Alvarado,30,11
Veracruz de Ignacio de la Llave,Amatitlán,30,12
Veracruz de Ignacio de la Llave,Naranjos Amatlán,30,13
Veracruz de Ignacio de la Llave,Amatlán de los Reyes,30,14
Veracruz de Ignacio de la Llave,Angel R. Cabada,30,15
Veracruz de Ignacio de la Llave,La Antigua,30,16
Veracruz de Ignacio de la Llave,Apazapan,30,17
Veracruz de Ignacio de la Llave,Aquila,30,18
